aluno,prova_1,prova_2,prova_3,prova_4,prova_5,prova_6,final_result,faixa_volume,intensidade_media,cluster
DDD_2014J_1382719,0.3733613087444194,0.27496884317468334,0.09165628105822778,0.06531101610689552,0.13317768067014782,0.06152487024562621,Fail,medio,5.758974358974359,0
DDD_2014J_138715,0.3684210526315789,0.0,0.0,0.04296455424274973,0.030075187969924814,0.5585392051557466,Fail,baixo,0.18461538461538463,1
DDD_2014J_147328,0.23438560671041345,0.08398541305983698,0.16944425441896932,0.1521840943415091,0.19581862097635672,0.16418201049291437,Pass,alto,10.728205128205127,2
DDD_2014J_147715,0.45852540922516355,0.2782455074944102,0.06762911640489137,0.054655367543544865,0.0498523200927485,0.09109227923924143,Fail,medio,3.2,0
DDD_2014J_1482413,0.24147843942505137,0.20123203285420949,0.3162217659137578,0.09445585215605752,0.07474332648870638,0.07186858316221767,Fail,baixo,1.3487179487179488,2
DDD_2014J_148414,0.24910355674977297,0.2437951147353737,0.16253007649024914,0.13088539569894486,0.12268399322167192,0.09100186310398742,Pass,medio,5.343589743589743,2
DDD_2014J_151745,0.347577490219681,0.2708396027685826,0.15046644598254588,0.07093418167748591,0.09569665964489918,0.06448561970680539,Pass,baixo,2.0923076923076924,0
DDD_2014J_152320,0.6872877602244205,0.02067030857817806,0.04134061715635612,0.04429351838181013,0.07648014173925882,0.12992765391997638,Pass,baixo,1.8615384615384616,3
DDD_2014J_1526210,0.29690305206463197,0.09949132256134051,0.29323758228605623,0.10603680430879713,0.12802962298025133,0.07630161579892279,Fail,medio,5.148717948717949,2
DDD_2014J_153170,0.3851588452720722,0.24236185841950125,0.18340897393908204,0.07228746549384737,0.05010995180835634,0.06667290506714078,Pass,medio,3.758974358974359,0
DDD_2014J_154073,0.5256088132972555,0.33822960958639353,0.06426362582141477,0.017394665635871668,0.018264398917665247,0.03623888674139931,Fail,baixo,1.6051282051282052,0
DDD_2014J_1589066,0.4857898215465962,0.16734401147501793,0.09450014765648072,0.08268762919942063,0.11989706233915992,0.04978132778332467,Pass,medio,6.425641025641026,2
DDD_2014J_1591864,0.8071586430019823,0.09888131963272653,0.046250939828210796,0.0075186256863593905,0.0401904718507211,0.0,Pass,baixo,3.2102564102564104,3
DDD_2014J_1593730,0.43008371042159843,0.18925282578204825,0.09240513559311277,0.09138969454263901,0.12261450684470733,0.07425412681589419,Distinction,medio,7.4,2
DDD_2014J_162337,0.8742411101474414,0.09973980919340851,0.02601908065915004,0.0,0.0,0.0,Fail,baixo,2.2666666666666666,3
DDD_2014J_1624025,0.21427280721832045,0.12311621351387166,0.047222657238197345,0.05999204924648541,0.34506270253339916,0.21033357024972593,Pass,medio,4.805128205128205,2
DDD_2014J_163996,0.6016558692143977,0.20300769464649066,0.10805248263442244,0.02596066141216643,0.03536263068035643,0.02596066141216643,Fail,medio,3.3333333333333335,3
DDD_2014J_1667087,0.4205544187142079,0.16556990102119434,0.1353413713741713,0.11159038379436749,0.10099076950255421,0.06595315559350479,Distinction,alto,9.584615384615384,2
DDD_2014J_1684787,0.0,0.0,0.0,0.11764705882352942,0.411764705882353,0.4705882352941177,Pass,baixo,0.07692307692307693,1
DDD_2014J_169894,0.48336183085624096,0.10818098119163488,0.15651716427725898,0.04044456135735894,0.13948441404708667,0.07201104827041958,Pass,baixo,2.717948717948718,2
DDD_2014J_1723564,0.3910476768903735,0.32140904949893717,0.18026116003644094,0.0590343152140905,0.02346796234436684,0.024779836015791073,Pass,medio,3.3435897435897437,0
DDD_2014J_172965,0.4703524401993553,0.20316161339819913,0.06327984679616039,0.10705237239951945,0.07693497163112131,0.0792187555756444,Pass,medio,3.933333333333333,2
DDD_2014J_1747824,0.34005097039796117,0.3842383846304646,0.14820623407175063,0.0705743971770241,0.04281513428739463,0.01411487943540482,Distinction,baixo,1.0512820512820513,0
DDD_2014J_1757548,0.6906607207040456,0.0566473465926578,0.13288021195405367,0.05501163293724671,0.03471156557167116,0.030088522240325072,Pass,alto,18.784615384615385,3
DDD_2014J_1774297,0.5207590941866176,0.16532034736083098,0.14776420427826487,0.014421117532107886,0.13167107311924592,0.02006416352293271,Pass,baixo,3.887179487179487,0
DDD_2014J_177781,0.29669209033546495,0.416409951348021,0.23794854362744056,0.002549448681722577,0.04639996600735091,0.0,Fail,baixo,1.758974358974359,0
DDD_2014J_1782581,0.5435092724679029,0.36682290605257795,0.08966782147951906,0.0,0.0,0.0,Fail,baixo,1.2256410256410257,0
DDD_2014J_1804143,0.2758876950787873,0.19397664722701569,0.061719842299504994,0.10731695028403725,0.22430754115705812,0.13679132395359678,Pass,medio,4.251282051282051,2
DDD_2014J_1822731,0.3466102410887781,0.19139637944409027,0.12042918257156242,0.08340949762290611,0.17290189783488605,0.08525280143777697,Fail,medio,6.312820512820513,2
DDD_2014J_1832492,0.4800940103981199,0.09116159817676804,0.1467131970657361,0.10560908360210405,0.10255679794886405,0.07386531280840804,Pass,medio,4.625641025641026,2
DDD_2014J_184409,0.48171262557591293,0.08764636257813341,0.13283901828248343,0.08275538252355007,0.12818280527052012,0.08686380576940007,Distinction,alto,9.65128205128205,2
DDD_2014J_1855583,0.29113289378024015,0.22462332974002855,0.11933114392439018,0.10228383764947728,0.14530321642558097,0.11732557848028277,Pass,baixo,2.01025641025641,2
DDD_2014J_1879751,0.34017617199163924,0.33547327560465806,0.11025679307255895,0.07457449985070169,0.10346372051358613,0.036055538966855774,Distinction,alto,11.77948717948718,0
DDD_2014J_1881062,0.47076431849930156,0.15499235016297477,0.11441495376837622,0.09265330558485617,0.10816204350429055,0.059013028480200694,Pass,alto,9.65128205128205,2
DDD_2014J_189143,0.3562334115474862,0.035004038927568565,0.17232757625879908,0.15001730968957955,0.1744816709620341,0.11193599261453245,Distinction,medio,2.758974358974359,2
DDD_2014J_1901764,0.21993184273958938,0.020364059512924942,0.17745823289834592,0.2873825949630122,0.2400049871166154,0.054858282769512094,Pass,medio,5.661538461538462,2
DDD_2014J_190279,0.3689983531639138,0.1857066864264337,0.12324928067763315,0.10712082406386124,0.12855518600410268,0.08636966966405565,Pass,alto,57.16410256410256,2
DDD_2014J_1917311,0.435211514832368,0.2326370604411679,0.2047861447545492,0.04914867474109181,0.045216780761804465,0.032999824469018786,Pass,medio,3.5025641025641026,0
DDD_2014J_191732,0.4446355494929126,0.19097325188304373,0.04981910918688097,0.1067552339718878,0.1793487930727715,0.02846806239250341,Fail,baixo,0.7897435897435897,2
DDD_2014J_192375,0.5598147717723623,0.173547168237054,0.1093013415339138,0.08188661028767588,0.04004934651624322,0.035400761652750704,Pass,medio,7.107692307692307,3
DDD_2014J_1925789,0.5802413443103642,0.11052216082102174,0.0,0.05074997180557121,0.1823615653546859,0.07612495770835682,Distinction,baixo,1.641025641025641,3
DDD_2014J_1935155,0.39109564829113097,0.1337079139456858,0.13978554639776244,0.1000948854862416,0.11512772330648012,0.12018828257269903,Pass,alto,7.984615384615385,2
DDD_2014J_1935774,0.9623748965309655,0.010535028971329673,0.0,0.0,0.0,0.027090074497704873,Fail,baixo,0.48205128205128206,3
DDD_2014J_1986180,0.3412890044576523,0.27303120356612187,0.14301634472511146,0.05432763744427935,0.1423662704309064,0.04596953937592868,Pass,baixo,1.912820512820513,0
DDD_2014J_1991399,0.37890970645943145,0.24371946293232793,0.11849344054168431,0.08540760974108413,0.07998307236563691,0.09348670795983535,Pass,medio,4.851282051282051,0
DDD_2014J_2001461,0.40996726082211715,0.1918273311507215,0.16975870013338185,0.04801746089487086,0.0916696980720262,0.08875954892688251,Pass,medio,3.6974358974358976,0
DDD_2014J_2008795,0.2655857716042141,0.2792181890706023,0.19052535254229336,0.05068162087331942,0.13796663459959174,0.07602243130997911,Fail,baixo,1.9487179487179487,0
DDD_2014J_2025354,0.47380779018720076,0.25633667193981496,0.15273946773615918,0.07143653366790549,0.029883808904900708,0.015795727564018945,Distinction,alto,17.2,0
DDD_2014J_2025589,0.0416548597336356,0.4958911873051856,0.2380277699064891,0.06375743836780959,0.10116180221025788,0.05950694247662228,Pass,baixo,0.6358974358974359,0
DDD_2014J_203149,0.4724758940870364,0.2714147237385848,0.07856742002959033,0.10254578848017958,0.07499617366460895,0.0,Fail,baixo,1.6717948717948719,0
DDD_2014J_2032882,0.5326497571505666,0.13491635186184564,0.19158121964382083,0.031223498573741418,0.019427954668105773,0.09020121810191967,Pass,medio,2.1846153846153844,0
DDD_2014J_2039810,0.28065192083818397,0.11408614668218861,0.26076833527357396,0.21094295692665893,0.0860535506402794,0.04749708963911525,Distinction,medio,2.1846153846153844,2
DDD_2014J_2043939,0.3277801068115123,0.213501509821434,0.11823390384533596,0.105717879080619,0.16076408508466544,0.0740025153564333,Distinction,alto,8.025641025641026,2
DDD_2014J_204410,0.32358379559589845,0.10253824172129768,0.0941334678097159,0.09293278582234708,0.24272987056648176,0.14408183848425904,Pass,alto,13.384615384615385,2
DDD_2014J_204609,0.36301692311504247,0.14916127753413116,0.11447260834014718,0.1258703139324562,0.16026165167620604,0.08721722540201689,Pass,medio,6.092307692307692,2
DDD_2014J_2057959,0.4838317652896914,0.1339841811571453,0.09215843148375075,0.06714400008101841,0.11016477117365282,0.1127168508147413,Distinction,alto,9.333333333333334,2
DDD_2014J_2075945,0.4039771751369301,0.0634554094543789,0.09017347659306475,0.12023130212408634,0.12864749327277236,0.19351514341876752,Pass,alto,11.4,2
DDD_2014J_2082180,0.09216300940438872,0.0877742946708464,0.0,0.45141065830721006,0.23699059561128524,0.13166144200626959,Fail,baixo,0.22564102564102564,2
DDD_2014J_2098108,0.33136262401295813,0.5385705608422758,0.05669163798339746,0.021056894108119055,0.044219477627050016,0.008098805426199637,Fail,baixo,2.8564102564102565,0
DDD_2014J_2111313,0.4378481617061913,0.2546554193856438,0.09549578226961643,0.04229098929083013,0.059207385007162175,0.11050226234055614,Pass,baixo,1.9692307692307693,0
DDD_2014J_2134578,0.0,0.0,0.0,0.0,0.9671052631578947,0.03289473684210526,Pass,baixo,0.22564102564102564,2
DDD_2014J_2142243,0.4495182290831928,0.14270419970895007,0.10052119727926043,0.14116560995467567,0.08454550699737798,0.08154525697654291,Pass,alto,7.61025641025641,2
DDD_2014J_2143922,0.4570399249864284,0.24872921087696787,0.12781917781177515,0.031091151359620983,0.10570991462271134,0.029610620342496174,Distinction,baixo,1.676923076923077,0
DDD_2014J_2172709,0.5838905927899845,0.2604454723716627,0.021117200462567248,0.06938508723414953,0.03801096083262104,0.027150686309015033,Pass,baixo,0.8205128205128205,3
DDD_2014J_2189620,0.6927031272311867,0.07196915607596745,0.09995716121662146,0.042838783378552056,0.05997429672997288,0.03255747536769956,Pass,baixo,1.4205128205128206,3
DDD_2014J_2196923,0.6062808633412862,0.11651778283304666,0.16312489596626534,0.04993619264273429,0.026410697442157245,0.03772956777451035,Pass,baixo,2.18974358974359,3
DDD_2014J_2201235,0.4417295983253239,0.18277379491969883,0.22531597132342185,0.047269084893025566,0.043487558101583515,0.05942399243694642,Pass,medio,3.7435897435897436,0
DDD_2014J_2216442,0.5179304020464308,0.1486558231574883,0.10811332593271876,0.17375355953472657,0.028379748057338675,0.023167141271296876,Fail,baixo,0.9538461538461539,2
DDD_2014J_2224174,0.24734411085450347,0.22401847575057737,0.17321016166281758,0.0885846255361267,0.13718244803695154,0.12966017815902345,Distinction,medio,6.087179487179487,2
DDD_2014J_2226202,0.40600705915997504,0.1390759875674496,0.18859546798919302,0.15894398579137098,0.06448068514490844,0.042896814347102956,Pass,medio,6.292307692307692,2
DDD_2014J_2231512,0.35904880409235446,0.1612977556569427,0.22581685791971978,0.11889948845568919,0.06580948430803261,0.06912760956726116,Distinction,baixo,1.0153846153846153,2
DDD_2014J_2232340,0.3133793809158352,0.2355817060345072,0.1798698160939143,0.07776925044768482,0.1074443591711435,0.0859554873369148,Fail,alto,8.215384615384615,2
DDD_2014J_2235019,0.4908005967180507,0.1372451516658379,0.33018398806563903,0.041770263550472406,0.0,0.0,Fail,baixo,2.6615384615384614,0
DDD_2014J_2257853,0.11733062554608356,0.21533205815445408,0.23362536503963288,0.3166221928353839,0.07061657260254564,0.04647318582190002,Pass,alto,70.9948717948718,2
DDD_2014J_2260861,0.32701807889542234,0.3085214158145947,0.07018496663080827,0.062038497289732306,0.1000135774489018,0.13222346392054057,Pass,medio,4.5948717948717945,0
DDD_2014J_2278095,0.3416676069051111,0.27958930384745573,0.10741283989619767,0.0697280830418594,0.1251043664673361,0.07649779984203994,Pass,medio,4.097435897435897,0
DDD_2014J_2279403,0.27301398184812703,0.2673721834810947,0.13981848126993027,0.09356274310544206,0.10989242036654169,0.1163401899288643,Pass,alto,8.405128205128205,2
DDD_2014J_2285405,0.45274170832495014,0.19067370343429343,0.14950551746552554,0.0631451875009673,0.11050407812669277,0.03342980514757093,Pass,baixo,2.7948717948717947,2
DDD_2014J_2285527,0.2301615543377696,0.393566294213935,0.11707351789908194,0.03309372998363107,0.14497188812184186,0.08113301544374067,Pass,baixo,2.5487179487179485,0
DDD_2014J_2288599,0.7834912043301759,0.2087763386816161,0.007732456988208003,0.0,0.0,0.0,Fail,baixo,1.2769230769230768,3
DDD_2014J_2290604,0.19664570230607967,0.1649196366177498,0.10621942697414395,0.13536987121892782,0.19119496855345913,0.20565039432963958,Pass,alto,8.656410256410256,2
DDD_2014J_2307237,0.6332442067736184,0.2547534165181224,0.05718954248366012,0.01336898395721925,0.028074866310160422,0.01336898395721925,Fail,baixo,1.0102564102564102,3
DDD_2014J_2310615,0.5316755652426965,0.11723552224446042,0.1812577577963998,0.026012745057281492,0.09428729235831072,0.04953111730085105,Pass,medio,7.02051282051282,2
DDD_2014J_2314761,0.5031055900621118,0.028837622005323867,0.10869565217391304,0.14260362530105208,0.09982253771073646,0.11693497274686271,Pass,medio,3.2102564102564104,2
DDD_2014J_2333244,0.6934453400575145,0.1051125497584678,0.1011460384468275,0.034848635095125445,0.005949766967460441,0.05949766967460442,Pass,baixo,2.835897435897436,3
DDD_2014J_2338290,0.5328020373173088,0.1157160489000832,0.10164247538520822,0.051268017804187445,0.055825174942337435,0.14274624565087485,Pass,medio,8.333333333333334,3
DDD_2014J_233868,0.07324364723467862,0.72081049659525,0.11625975751536288,0.08968609865470853,0.0,0.0,Fail,baixo,0.24615384615384617,0
DDD_2014J_233873,0.7708712947517002,0.03473202446640147,0.05868514478805766,0.03695624278198384,0.0653920184781214,0.033363274733735404,Pass,baixo,4.712820512820513,3
DDD_2014J_2339789,0.4844861377199357,0.16750713850535479,0.06988027864027072,0.08125784501552487,0.0971130342868468,0.09975556583206711,Distinction,alto,12.805128205128206,2
DDD_2014J_2341830,0.5084532083400678,0.14142556974300954,0.09730079198319055,0.04800387910134152,0.08553418458057217,0.11928236625181832,Pass,alto,5.6923076923076925,3
DDD_2014J_234552,0.3954809700299136,0.12567493838541569,0.198671758884729,0.0922404594821956,0.11197862773502906,0.07595324548271701,Pass,alto,17.446153846153845,2
DDD_2014J_2357019,0.3817509573484748,0.2680575729565562,0.04621682292354417,0.08054931995246269,0.1811699458602931,0.042255380958668945,Pass,baixo,2.1076923076923078,2
DDD_2014J_235893,0.41388090541386924,0.09424077640351443,0.0794900461838339,0.17876480194803296,0.14160701010893295,0.09201645994181656,Distinction,alto,8.984615384615385,2
DDD_2014J_2391689,0.3701705158644507,0.09317217065975969,0.1636808403482265,0.10684221886466651,0.17224260738182604,0.09389164688107059,Pass,baixo,2.7794871794871794,2
DDD_2014J_2396471,0.3290982442184215,0.24819592022273992,0.030228990283538835,0.13909881243252456,0.18041934200806864,0.07295869083470652,Pass,medio,4.471794871794872,2
DDD_2014J_2396643,0.5191687567180222,0.0680759584378359,0.05374417771408097,0.09213287608128166,0.21927624507345037,0.047601985975328866,Fail,baixo,1.8717948717948718,2
DDD_2014J_2398169,0.6631578947368422,0.2736842105263158,0.06315789473684211,0.0,0.0,0.0,Fail,baixo,0.2358974358974359,3
DDD_2014J_2400764,0.36598557692307687,0.31850961538461536,0.1622596153846154,0.014165521978021978,0.05408653846153846,0.08499313186813186,Fail,baixo,1.964102564102564,0
DDD_2014J_240186,0.5635221821964517,0.12945233187571037,0.09574078711641079,0.030629346381306474,0.13673402554371908,0.04392132688640173,Pass,medio,4.425641025641026,3
DDD_2014J_240236,0.21623736346280245,0.22346718412569247,0.08106162561422178,0.22065037088041067,0.06046759099871679,0.19811586491815594,Fail,medio,3.717948717948718,2
DDD_2014J_241066,0.4034914361001318,0.14218269653052262,0.29589371980676327,0.027997364953886696,0.04150197628458498,0.08893280632411067,Pass,baixo,1.5538461538461539,0
DDD_2014J_2418277,0.5975609756097561,0.14227642276422764,0.11382113821138211,0.019817073170731708,0.06402439024390243,0.0625,Pass,baixo,1.6205128205128205,3
DDD_2014J_2423655,0.42511611602839366,0.16562965559547807,0.11348698624134608,0.10384716501621244,0.11041977039698536,0.08150030672158445,Fail,baixo,2.174358974358974,2
DDD_2014J_243025,0.5606674612634088,0.1390544298768375,0.08204211362733412,0.06257449344457687,0.09427890345649582,0.061382598331346835,Pass,medio,4.430769230769231,3
DDD_2014J_2432655,0.43794744097114136,0.17057227978122633,0.12201520743474586,0.06936724620925784,0.138200898216906,0.06189692738672238,Pass,medio,5.133333333333334,2
DDD_2014J_2433216,0.9310820124052378,0.06891798759476224,0.0,0.0,0.0,0.0,Fail,baixo,1.0666666666666667,3
DDD_2014J_2459418,0.5276659078970407,0.2482052180003502,0.13482752582735072,0.04071090877254421,0.0,0.04859043950271406,Fail,baixo,1.8307692307692307,0
DDD_2014J_2471673,0.6438423243287359,0.0837890040534291,0.15615223482684512,0.017954786582877663,0.041132783808047,0.05712886640006529,Distinction,baixo,1.476923076923077,3
DDD_2014J_2476409,0.15342688159573234,0.0,0.5438942363446596,0.06610228458773049,0.09741389307665545,0.13916270439522208,Pass,baixo,0.841025641025641,2
DDD_2014J_2481629,0.3268566346252523,0.19395888208531453,0.1568432935381247,0.09133513495022748,0.14942017582868675,0.08158587897239421,Pass,medio,5.630769230769231,2
DDD_2014J_2484726,0.4243742006212315,0.14708569340398317,0.15539923259638222,0.08496254339484743,0.1415859674767038,0.04659236250685181,Pass,alto,10.02051282051282,2
DDD_2014J_249359,0.338008737640837,0.3903196137042998,0.11266957921361231,0.10692113129455047,0.04345826626810761,0.00862267187859278,Pass,baixo,1.4871794871794872,0
DDD_2014J_2494306,0.6034372662421776,0.1226031271095218,0.08173541807301453,0.04050281877725274,0.09041980624327234,0.0613015635547609,Pass,baixo,2.3435897435897437,3
DDD_2014J_2499525,0.22448903266824988,0.19547344341180942,0.21554437733355775,0.10770985657385418,0.1382276492697795,0.11855564074274921,Pass,alto,8.128205128205128,2
DDD_2014J_2507993,0.2988906196121331,0.193101152186062,0.13317320840418068,0.07633678553168215,0.18577662572383205,0.1127216085421101,Pass,medio,4.194871794871795,2
DDD_2014J_2509321,0.3703297798146856,0.1853143369532729,0.12155026402311446,0.033305341664413096,0.1733585732788682,0.11614170426564567,Pass,medio,3.3384615384615386,2
DDD_2014J_2516939,0.42734707426743523,0.2534930742070797,0.16477049823460183,0.049491504964239375,0.07351299152005313,0.031384856806590825,Distinction,medio,4.138461538461539,0
DDD_2014J_2525964,0.30245998366062515,0.20757057702199766,0.10272625495476413,0.10439045054313294,0.1607612938364247,0.12209143998305547,Pass,medio,6.753846153846154,2
DDD_2014J_2527066,0.48099373863865896,0.1877600484750556,0.09614219349626339,0.05235305998788124,0.09161785497879218,0.09113310442334883,Pass,medio,5.574358974358974,0
DDD_2014J_253579,0.8180739568914377,0.08305319359303936,0.09887284951552304,0.0,0.0,0.0,Fail,baixo,1.2461538461538462,3
DDD_2014J_2542116,0.4726539468408764,0.19480672625645626,0.1056578854272305,0.09197896276031227,0.08584703190962478,0.04905544680549988,Pass,medio,5.697435897435898,2
DDD_2014J_2544678,0.8178327014918025,0.06892816700310177,0.06892816700310177,0.044310964501993996,0.0,0.0,Fail,baixo,0.7589743589743589,3
DDD_2014J_2560520,0.2568396829455382,0.249083780789227,0.14467740560811387,0.09204806954743033,0.16466376885706982,0.09268729225262082,Distinction,medio,4.62051282051282,2
DDD_2014J_256144,0.26953571410431576,0.13794994997028692,0.13794994997028692,0.13622303601631428,0.12970139626072336,0.18863995367807276,Pass,alto,10.866666666666667,2
DDD_2014J_2561811,0.5058168114042274,0.011469768966082254,0.10322792069474028,0.04424053744060299,0.12387350483368834,0.21137145666065868,Fail,baixo,0.6256410256410256,1
DDD_2014J_2570274,0.31361185304641437,0.28456718574140333,0.12041190008231281,0.09696114498815703,0.11994154109761627,0.06450637504409615,Pass,alto,13.95897435897436,0
DDD_2014J_2572145,0.6309963099630996,0.2952029520295203,0.07380073800738007,0.0,0.0,0.0,Fail,baixo,0.4717948717948718,3
DDD_2014J_258538,0.4108967602987673,0.13258183262307352,0.0983671661396997,0.04765614260184209,0.28483709847408695,0.025660999862530353,Pass,baixo,3.041025641025641,2
DDD_2014J_2588215,0.07831646244006395,0.3356419818859883,0.07458710708577518,0.5114544485881727,0.0,0.0,Fail,baixo,0.23076923076923078,2
DDD_2014J_2588655,0.0,0.0,0.0,0.2655401327700664,0.44779722389861193,0.2866626433313217,Fail,baixo,1.4820512820512821,2
DDD_2014J_2590864,0.24898740702555416,0.37373886147728114,0.1881581854333898,0.07069740039767287,0.07423227041755652,0.04418587524854555,Pass,medio,2.3692307692307693,0
DDD_2014J_2595457,0.23491486196065464,0.3857386895905659,0.16972502341984902,0.026450653000495945,0.1434947925276905,0.03967597950074392,Fail,baixo,0.7794871794871795,0
DDD_2014J_2595730,0.4407514245520299,0.16313074616685377,0.119363960609893,0.036661787901609996,0.13010671706478338,0.10998536370482999,Pass,medio,3.2512820512820513,2
DDD_2014J_260077,0.39302298806462754,0.16834887618170422,0.13252996635580971,0.0851978355144491,0.14184288291054228,0.07905745097286718,Pass,medio,3.707692307692308,2
DDD_2014J_2605337,0.33830392671838805,0.169826507899918,0.10686901743234714,0.12810677832236805,0.1253859263933974,0.13150784323358136,Pass,alto,13.702564102564102,2
DDD_2014J_2612069,0.2485846628924344,0.2408646423057128,0.23880597014925375,0.04676126755385634,0.14822439526505404,0.0767590618336887,Fail,baixo,3.117948717948718,2
DDD_2014J_2612342,0.28475296204382966,0.17099336408828172,0.12742817578553478,0.15916852726325043,0.16336945613530102,0.0942875146838023,Fail,medio,6.748717948717949,2
DDD_2014J_2615169,0.4817991631799164,0.1391213389121339,0.03661087866108787,0.06694560669456068,0.04539748953974896,0.23012552301255232,Pass,baixo,2.948717948717949,1
DDD_2014J_2615956,0.3473863314112865,0.19519803384062764,0.1488798563191228,0.09925323754608187,0.18659608658663387,0.022686454296247282,Fail,baixo,1.9692307692307693,2
DDD_2014J_2622441,0.3727008712487899,0.37861675809400885,0.16349360008604927,0.017517171437790992,0.052920296869958056,0.01475130226340294,Pass,baixo,2.528205128205128,0
DDD_2014J_2636552,0.0,0.3657428441617447,0.5088596092685143,0.10222626079054975,0.009541117673784643,0.013630168105406631,Fail,baixo,0.37435897435897436,0
DDD_2014J_2641935,0.22986455236207465,0.13720955841867635,0.15879308446206367,0.1797158903204493,0.14707631318136768,0.14734060125536835,Pass,medio,5.066666666666666,2
DDD_2014J_2646737,0.15271845780907306,0.2828119589056909,0.06060256262264804,0.2129747200738774,0.18180768786794413,0.10908461272076649,Fail,baixo,1.958974358974359,2
DDD_2014J_2650337,0.49361153935502944,0.1655720048151042,0.14783214715634305,0.043716077801947154,0.10998711748431922,0.039281113387256865,Pass,medio,4.0256410256410255,2
DDD_2014J_2653689,0.709840111599957,0.18778838931215794,0.030046142289945267,0.04184998390385234,0.024036913831956216,0.006438459062131129,Fail,baixo,2.1435897435897435,3
