id_student,ciclo,id_assessment,total_clicks,perfil_divisivo,perfil_k3_direto
402695,1,34899,227,Tardio,Tardio
405193,1,34899,729,Adiantado,Adiantado
407232,1,34899,1067,Equilibrado,Equilibrado
408499,1,34899,670,Equilibrado,Equilibrado
410407,1,34899,889,Equilibrado,Equilibrado
410883,1,34899,244,Tardio,Tardio
411304,1,34899,241,Tardio,Tardio
412353,1,34899,1925,Equilibrado,Equilibrado
413180,1,34899,80,Tardio,Tardio
413709,1,34899,226,Equilibrado,Equilibrado
413949,1,34899,505,Tardio,Equilibrado
416199,1,34899,218,Adiantado,Adiantado
416407,1,34899,465,Adiantado,Adiantado
418201,1,34899,781,Equilibrado,Equilibrado
419059,1,34899,173,Adiantado,Adiantado
419081,1,34899,209,Adiantado,Adiantado
420834,1,34899,900,Adiantado,Adiantado
421070,1,34899,85,Tardio,Tardio
423210,1,34899,142,Tardio,Tardio
423488,1,34899,553,Equilibrado,Equilibrado
423781,1,34899,438,Tardio,Tardio
427256,1,34899,677,Adiantado,Adiantado
429832,1,34899,48,Equilibrado,Equilibrado
431139,1,34899,157,Equilibrado,Equilibrado
434476,1,34899,1363,Equilibrado,Equilibrado
438063,1,34899,404,Adiantado,Adiantado
438644,1,34899,111,Adiantado,Adiantado
439950,1,34899,174,Tardio,Tardio
439995,1,34899,292,Equilibrado,Equilibrado
440818,1,34899,1279,Equilibrado,Equilibrado
441165,1,34899,372,Equilibrado,Equilibrado
441421,1,34899,524,Equilibrado,Equilibrado
442199,1,34899,204,Equilibrado,Equilibrado
442347,1,34899,438,Equilibrado,Equilibrado
442563,1,34899,290,Equilibrado,Equilibrado
442802,1,34899,526,Equilibrado,Adiantado
443151,1,34899,167,Equilibrado,Equilibrado
443514,1,34899,145,Tardio,Tardio
443696,1,34899,539,Equilibrado,Equilibrado
444011,1,34899,234,Equilibrado,Equilibrado
444619,1,34899,97,Tardio,Tardio
444907,1,34899,448,Tardio,Tardio
445686,1,34899,231,Equilibrado,Equilibrado
464522,1,34899,376,Tardio,Tardio
465009,1,34899,142,Equilibrado,Equilibrado
465078,1,34899,828,Equilibrado,Equilibrado
465121,1,34899,246,Equilibrado,Equilibrado
465294,1,34899,299,Equilibrado,Equilibrado
466120,1,34899,521,Equilibrado,Equilibrado
466807,1,34899,27,Adiantado,Adiantado
466987,1,34899,331,Adiantado,Adiantado
467363,1,34899,419,Equilibrado,Equilibrado
469499,1,34899,844,Equilibrado,Adiantado
471284,1,34899,356,Tardio,Tardio
474667,1,34899,340,Equilibrado,Equilibrado
475015,1,34899,644,Equilibrado,Equilibrado
476401,1,34899,656,Equilibrado,Equilibrado
476629,1,34899,838,Equilibrado,Equilibrado
477833,1,34899,133,Equilibrado,Equilibrado
479939,1,34899,763,Equilibrado,Equilibrado
480303,1,34899,782,Equilibrado,Equilibrado
481240,1,34899,35,Tardio,Tardio
481717,1,34899,901,Equilibrado,Adiantado
482644,1,34899,210,Adiantado,Adiantado
483037,1,34899,443,Equilibrado,Equilibrado
483656,1,34899,460,Adiantado,Adiantado
484010,1,34899,340,Equilibrado,Equilibrado
484494,1,34899,209,Equilibrado,Equilibrado
484594,1,34899,1474,Equilibrado,Equilibrado
485228,1,34899,678,Equilibrado,Equilibrado
486087,1,34899,433,Equilibrado,Equilibrado
486964,1,34899,115,Adiantado,Adiantado
488525,1,34899,273,Equilibrado,Equilibrado
489553,1,34899,145,Adiantado,Adiantado
490297,1,34899,65,Tardio,Tardio
491077,1,34899,302,Equilibrado,Equilibrado
491126,1,34899,575,Equilibrado,Equilibrado
491863,1,34899,439,Equilibrado,Equilibrado
491959,1,34899,468,Equilibrado,Equilibrado
492024,1,34899,309,Adiantado,Adiantado
492557,1,34899,16,Adiantado,Adiantado
493793,1,34899,286,Equilibrado,Equilibrado
494046,1,34899,255,Equilibrado,Equilibrado
494184,1,34899,217,Equilibrado,Equilibrado
496493,1,34899,344,Adiantado,Adiantado
497415,1,34899,944,Equilibrado,Equilibrado
498442,1,34899,515,Equilibrado,Adiantado
499244,1,34899,311,Equilibrado,Equilibrado
499404,1,34899,296,Equilibrado,Equilibrado
500068,1,34899,325,Adiantado,Adiantado
500618,1,34899,398,Adiantado,Adiantado
501444,1,34899,412,Equilibrado,Equilibrado
501897,1,34899,59,Adiantado,Adiantado
502011,1,34899,768,Equilibrado,Equilibrado
503684,1,34899,57,Adiantado,Adiantado
505773,1,34899,985,Adiantado,Adiantado
506705,1,34899,260,Equilibrado,Equilibrado
507311,1,34899,254,Adiantado,Adiantado
507743,1,34899,688,Equilibrado,Equilibrado
507935,1,34899,1167,Equilibrado,Equilibrado
508626,1,34899,1208,Equilibrado,Equilibrado
509536,1,34899,738,Equilibrado,Equilibrado
511309,1,34899,511,Adiantado,Adiantado
511350,1,34899,22,Tardio,Tardio
511981,1,34899,464,Equilibrado,Equilibrado
513272,1,34899,79,Tardio,Tardio
513422,1,34899,137,Equilibrado,Equilibrado
513428,1,34899,183,Equilibrado,Equilibrado
514078,1,34899,1024,Equilibrado,Equilibrado
514556,1,34899,617,Equilibrado,Equilibrado
516602,1,34899,237,Equilibrado,Equilibrado
517551,1,34899,127,Equilibrado,Equilibrado
519115,1,34899,189,Equilibrado,Equilibrado
521032,1,34899,295,Adiantado,Adiantado
521115,1,34899,317,Tardio,Equilibrado
521153,1,34899,92,Adiantado,Adiantado
522082,1,34899,484,Equilibrado,Equilibrado
523017,1,34899,344,Adiantado,Adiantado
523249,1,34899,347,Equilibrado,Equilibrado
524827,1,34899,511,Equilibrado,Equilibrado
526721,1,34899,865,Equilibrado,Adiantado
526819,1,34899,19,Adiantado,Adiantado
527619,1,34899,83,Adiantado,Adiantado
529693,1,34899,486,Tardio,Equilibrado
529991,1,34899,165,Tardio,Equilibrado
530148,1,34899,474,Adiantado,Adiantado
531018,1,34899,575,Equilibrado,Equilibrado
531871,1,34899,430,Tardio,Tardio
532254,1,34899,819,Equilibrado,Equilibrado
533418,1,34899,842,Equilibrado,Equilibrado
534018,1,34899,440,Equilibrado,Equilibrado
534112,1,34899,364,Equilibrado,Adiantado
534457,1,34899,270,Equilibrado,Equilibrado
535542,1,34899,474,Adiantado,Adiantado
535997,1,34899,203,Adiantado,Adiantado
536351,1,34899,438,Equilibrado,Equilibrado
536475,1,34899,473,Equilibrado,Equilibrado
536963,1,34899,633,Equilibrado,Equilibrado
537322,1,34899,270,Adiantado,Adiantado
537606,1,34899,264,Tardio,Tardio
537811,1,34899,2515,Equilibrado,Equilibrado
539308,1,34899,358,Equilibrado,Equilibrado
539945,1,34899,158,Equilibrado,Equilibrado
540723,1,34899,894,Equilibrado,Equilibrado
541532,1,34899,461,Adiantado,Adiantado
541921,1,34899,869,Equilibrado,Adiantado
542202,1,34899,991,Equilibrado,Equilibrado
542550,1,34899,506,Equilibrado,Equilibrado
543010,1,34899,846,Equilibrado,Equilibrado
543432,1,34899,588,Equilibrado,Equilibrado
544141,1,34899,176,Tardio,Tardio
544745,1,34899,447,Equilibrado,Equilibrado
545164,1,34899,315,Equilibrado,Equilibrado
545962,1,34899,895,Equilibrado,Equilibrado
546547,1,34899,311,Tardio,Tardio
546645,1,34899,666,Equilibrado,Equilibrado
547347,1,34899,76,Tardio,Tardio
549219,1,34899,578,Equilibrado,Equilibrado
549321,1,34899,179,Tardio,Equilibrado
549523,1,34899,197,Adiantado,Adiantado
549847,1,34899,530,Equilibrado,Equilibrado
550420,1,34899,376,Equilibrado,Equilibrado
550703,1,34899,834,Equilibrado,Equilibrado
552173,1,34899,1364,Equilibrado,Equilibrado
553031,1,34899,503,Equilibrado,Equilibrado
553284,1,34899,605,Adiantado,Adiantado
553813,1,34899,98,Tardio,Tardio
554063,1,34899,572,Equilibrado,Equilibrado
554525,1,34899,1275,Equilibrado,Equilibrado
555049,1,34899,684,Equilibrado,Equilibrado
555827,1,34899,200,Adiantado,Adiantado
556126,1,34899,69,Adiantado,Adiantado
557085,1,34899,614,Equilibrado,Equilibrado
557290,1,34899,690,Equilibrado,Adiantado
557792,1,34899,173,Adiantado,Adiantado
557830,1,34899,348,Adiantado,Adiantado
558044,1,34899,293,Equilibrado,Equilibrado
558342,1,34899,271,Equilibrado,Equilibrado
558764,1,34899,664,Equilibrado,Equilibrado
560047,1,34899,207,Adiantado,Adiantado
560459,1,34899,251,Adiantado,Adiantado
560645,1,34899,721,Equilibrado,Equilibrado
560765,1,34899,486,Equilibrado,Equilibrado
561231,1,34899,527,Equilibrado,Equilibrado
562754,1,34899,822,Equilibrado,Equilibrado
562990,1,34899,351,Equilibrado,Equilibrado
563108,1,34899,157,Equilibrado,Equilibrado
563414,1,34899,1032,Equilibrado,Equilibrado
564243,1,34899,567,Equilibrado,Equilibrado
564617,1,34899,1364,Equilibrado,Equilibrado
564770,1,34899,176,Adiantado,Adiantado
564821,1,34899,146,Equilibrado,Equilibrado
564933,1,34899,476,Tardio,Equilibrado
565017,1,34899,1239,Equilibrado,Equilibrado
566823,1,34899,38,Adiantado,Adiantado
568987,1,34899,182,Adiantado,Adiantado
568998,1,34899,66,Adiantado,Adiantado
569034,1,34899,1701,Equilibrado,Equilibrado
569080,1,34899,818,Equilibrado,Equilibrado
569108,1,34899,594,Tardio,Equilibrado
569876,1,34899,922,Equilibrado,Equilibrado
570004,1,34899,33,Adiantado,Adiantado
570213,1,34899,100,Tardio,Tardio
570689,1,34899,121,Adiantado,Adiantado
571074,1,34899,608,Equilibrado,Adiantado
571950,1,34899,68,Equilibrado,Equilibrado
572071,1,34899,118,Equilibrado,Equilibrado
572074,1,34899,48,Tardio,Tardio
572213,1,34899,518,Equilibrado,Equilibrado
572265,1,34899,97,Tardio,Tardio
573007,1,34899,93,Tardio,Tardio
573583,1,34899,303,Equilibrado,Equilibrado
573697,1,34899,240,Equilibrado,Adiantado
574527,1,34899,631,Equilibrado,Equilibrado
574695,1,34899,509,Equilibrado,Equilibrado
575069,1,34899,495,Equilibrado,Equilibrado
575112,1,34899,217,Tardio,Tardio
575302,1,34899,1025,Equilibrado,Equilibrado
575685,1,34899,10,Tardio,Tardio
577032,1,34899,262,Equilibrado,Adiantado
577429,1,34899,549,Equilibrado,Equilibrado
577533,1,34899,8,Adiantado,Adiantado
578152,1,34899,132,Adiantado,Adiantado
578495,1,34899,152,Tardio,Tardio
578847,1,34899,332,Adiantado,Adiantado
579221,1,34899,389,Equilibrado,Equilibrado
579660,1,34899,346,Equilibrado,Equilibrado
579686,1,34899,96,Equilibrado,Equilibrado
580459,1,34899,261,Equilibrado,Equilibrado
580834,1,34899,1192,Equilibrado,Equilibrado
580845,1,34899,272,Equilibrado,Equilibrado
580926,1,34899,64,Equilibrado,Equilibrado
581253,1,34899,911,Equilibrado,Equilibrado
581659,1,34899,964,Equilibrado,Equilibrado
581779,1,34899,149,Equilibrado,Equilibrado
582034,1,34899,282,Equilibrado,Equilibrado
582117,1,34899,411,Equilibrado,Equilibrado
582266,1,34899,130,Equilibrado,Adiantado
582332,1,34899,418,Equilibrado,Equilibrado
582530,1,34899,162,Tardio,Tardio
582653,1,34899,210,Equilibrado,Equilibrado
582670,1,34899,29,Adiantado,Adiantado
583056,1,34899,53,Equilibrado,Equilibrado
583318,1,34899,19,Tardio,Equilibrado
583487,1,34899,5643,Equilibrado,Equilibrado
584515,1,34899,1772,Adiantado,Adiantado
584673,1,34899,562,Adiantado,Adiantado
585224,1,34899,727,Equilibrado,Equilibrado
585261,1,34899,511,Equilibrado,Equilibrado
585284,1,34899,390,Equilibrado,Equilibrado
585503,1,34899,1038,Equilibrado,Equilibrado
585572,1,34899,1143,Equilibrado,Equilibrado
585825,1,34899,498,Equilibrado,Adiantado
585958,1,34899,331,Equilibrado,Equilibrado
586811,1,34899,224,Tardio,Equilibrado
586906,1,34899,612,Tardio,Tardio
587509,1,34899,447,Equilibrado,Adiantado
587571,1,34899,1349,Equilibrado,Equilibrado
587654,1,34899,274,Tardio,Tardio
587706,1,34899,415,Equilibrado,Equilibrado
588128,1,34899,239,Adiantado,Adiantado
588628,1,34899,919,Equilibrado,Equilibrado
589080,1,34899,832,Equilibrado,Equilibrado
589162,1,34899,272,Tardio,Tardio
589332,1,34899,1636,Equilibrado,Equilibrado
589389,1,34899,138,Equilibrado,Equilibrado
589441,1,34899,80,Tardio,Tardio
589798,1,34899,38,Equilibrado,Equilibrado
589828,1,34899,60,Tardio,Tardio
590120,1,34899,631,Equilibrado,Equilibrado
590462,1,34899,254,Adiantado,Adiantado
591525,1,34899,505,Adiantado,Adiantado
591581,1,34899,260,Equilibrado,Equilibrado
591746,1,34899,234,Equilibrado,Equilibrado
591946,1,34899,520,Equilibrado,Adiantado
592218,1,34899,413,Equilibrado,Equilibrado
592295,1,34899,150,Tardio,Tardio
592558,1,34899,528,Adiantado,Equilibrado
592939,1,34899,62,Tardio,Adiantado
593136,1,34899,669,Adiantado,Adiantado
593563,1,34899,312,Equilibrado,Equilibrado
593722,1,34899,504,Equilibrado,Equilibrado
593796,1,34899,1424,Equilibrado,Equilibrado
594065,1,34899,601,Equilibrado,Equilibrado
594122,1,34899,334,Equilibrado,Equilibrado
594229,1,34899,673,Equilibrado,Equilibrado
594258,1,34899,39,Tardio,Tardio
594406,1,34899,140,Adiantado,Adiantado
594615,1,34899,124,Adiantado,Adiantado
594636,1,34899,589,Equilibrado,Equilibrado
595262,1,34899,549,Equilibrado,Equilibrado
595721,1,34899,159,Adiantado,Adiantado
595943,1,34899,431,Equilibrado,Equilibrado
596052,1,34899,452,Tardio,Tardio
596203,1,34899,370,Adiantado,Adiantado
596243,1,34899,288,Equilibrado,Equilibrado
596253,1,34899,369,Tardio,Tardio
596464,1,34899,37,Equilibrado,Adiantado
596758,1,34899,581,Equilibrado,Equilibrado
596805,1,34899,87,Tardio,Tardio
597740,1,34899,739,Adiantado,Adiantado
597937,1,34899,243,Equilibrado,Equilibrado
598308,1,34899,251,Equilibrado,Equilibrado
598540,1,34899,585,Equilibrado,Equilibrado
598559,1,34899,395,Equilibrado,Equilibrado
598757,1,34899,152,Equilibrado,Equilibrado
599297,1,34899,131,Equilibrado,Equilibrado
599865,1,34899,117,Equilibrado,Equilibrado
600071,1,34899,642,Equilibrado,Equilibrado
600405,1,34899,444,Equilibrado,Equilibrado
600615,1,34899,79,Adiantado,Adiantado
600773,1,34899,181,Equilibrado,Equilibrado
600893,1,34899,31,Adiantado,Adiantado
601008,1,34899,397,Tardio,Tardio
601235,1,34899,375,Equilibrado,Equilibrado
601271,1,34899,232,Adiantado,Adiantado
601680,1,34899,308,Equilibrado,Equilibrado
601820,1,34899,56,Tardio,Tardio
602594,1,34899,263,Adiantado,Adiantado
603648,1,34899,568,Equilibrado,Equilibrado
603931,1,34899,100,Adiantado,Adiantado
604567,1,34899,520,Tardio,Equilibrado
604614,1,34899,140,Tardio,Tardio
604907,1,34899,246,Tardio,Tardio
605180,1,34899,160,Equilibrado,Equilibrado
605228,1,34899,301,Tardio,Equilibrado
605682,1,34899,318,Equilibrado,Equilibrado
606257,1,34899,649,Equilibrado,Equilibrado
606428,1,34899,723,Equilibrado,Adiantado
606805,1,34899,105,Tardio,Tardio
606904,1,34899,409,Equilibrado,Equilibrado
607243,1,34899,1153,Equilibrado,Equilibrado
607303,1,34899,686,Equilibrado,Equilibrado
607501,1,34899,639,Adiantado,Adiantado
607679,1,34899,632,Equilibrado,Equilibrado
607700,1,34899,442,Adiantado,Adiantado
607733,1,34899,193,Adiantado,Adiantado
609142,1,34899,1235,Equilibrado,Equilibrado
609240,1,34899,815,Equilibrado,Equilibrado
611603,1,34899,299,Equilibrado,Equilibrado
612842,1,34899,570,Equilibrado,Equilibrado
613165,1,34899,1726,Adiantado,Adiantado
613330,1,34899,1747,Equilibrado,Equilibrado
613634,1,34899,176,Equilibrado,Adiantado
613899,1,34899,1416,Equilibrado,Adiantado
613966,1,34899,955,Equilibrado,Equilibrado
614059,1,34899,101,Equilibrado,Equilibrado
614984,1,34899,256,Equilibrado,Equilibrado
615266,1,34899,448,Equilibrado,Equilibrado
615299,1,34899,886,Equilibrado,Equilibrado
615301,1,34899,281,Tardio,Tardio
615302,1,34899,474,Equilibrado,Equilibrado
615306,1,34899,681,Equilibrado,Equilibrado
615328,1,34899,511,Equilibrado,Equilibrado
615340,1,34899,245,Adiantado,Adiantado
615342,1,34899,134,Tardio,Tardio
615356,1,34899,371,Equilibrado,Equilibrado
616517,1,34899,379,Tardio,Tardio
616912,1,34899,527,Adiantado,Adiantado
617010,1,34899,430,Equilibrado,Equilibrado
617119,1,34899,370,Equilibrado,Equilibrado
617150,1,34899,622,Equilibrado,Equilibrado
617332,1,34899,197,Adiantado,Adiantado
617436,1,34899,372,Equilibrado,Adiantado
617580,1,34899,1219,Equilibrado,Equilibrado
617783,1,34899,328,Equilibrado,Equilibrado
617922,1,34899,401,Adiantado,Adiantado
618252,1,34899,282,Equilibrado,Equilibrado
618663,1,34899,163,Adiantado,Adiantado
619204,1,34899,144,Equilibrado,Equilibrado
619292,1,34899,705,Equilibrado,Equilibrado
619321,1,34899,731,Equilibrado,Equilibrado
619502,1,34899,231,Tardio,Tardio
620094,1,34899,1233,Equilibrado,Equilibrado
620112,1,34899,178,Equilibrado,Equilibrado
620269,1,34899,459,Equilibrado,Equilibrado
620349,1,34899,606,Adiantado,Adiantado
620431,1,34899,561,Equilibrado,Equilibrado
620740,1,34899,182,Equilibrado,Equilibrado
620750,1,34899,409,Adiantado,Adiantado
620810,1,34899,301,Adiantado,Adiantado
622275,1,34899,489,Equilibrado,Equilibrado
622362,1,34899,152,Adiantado,Adiantado
622481,1,34899,441,Equilibrado,Equilibrado
622760,1,34899,250,Equilibrado,Equilibrado
622899,1,34899,517,Equilibrado,Equilibrado
622934,1,34899,550,Adiantado,Adiantado
622967,1,34899,178,Equilibrado,Equilibrado
623166,1,34899,500,Tardio,Equilibrado
623230,1,34899,797,Equilibrado,Equilibrado
623471,1,34899,766,Equilibrado,Equilibrado
623589,1,34899,388,Equilibrado,Equilibrado
623765,1,34899,363,Equilibrado,Equilibrado
623917,1,34899,268,Adiantado,Adiantado
623955,1,34899,100,Adiantado,Adiantado
624282,1,34899,524,Adiantado,Adiantado
624864,1,34899,769,Equilibrado,Equilibrado
624970,1,34899,545,Adiantado,Adiantado
625245,1,34899,693,Equilibrado,Equilibrado
625330,1,34899,774,Adiantado,Adiantado
625515,1,34899,82,Equilibrado,Equilibrado
625609,1,34899,289,Adiantado,Adiantado
625743,1,34899,335,Tardio,Tardio
625802,1,34899,288,Adiantado,Adiantado
625838,1,34899,356,Equilibrado,Equilibrado
