aluno,c0,c1,c2,c3,c4,c5,final_result,faixa_volume,ativo_no_fim,aprovado,perfil
AAA_2013J_1518989,0.3479295573536411,0.13493574488338886,0.15635411708710137,0.16444550214183723,0.14992860542598763,0.046406473108043786,Pass,alto,True,True,antecipado
AAA_2013J_155550,0.3355134074558535,0.04708960104643558,0.22171353826030085,0.04905166775670373,0.058862001308044476,0.28776978417266186,Pass,medio,True,True,fim-pesado
AAA_2013J_155854,0.32675493379965026,0.07769173120159881,0.15838121408943293,0.11466400199850113,0.1431426430177367,0.1793654758930802,Pass,alto,True,True,antecipado
AAA_2013J_157568,0.3238434163701068,0.10249110320284698,0.14519572953736654,0.2092526690391459,0.1701067615658363,0.04911032028469751,Pass,medio,True,True,equilibrado
AAA_2013J_1618738,0.38035961272475793,0.3789764868603043,0.07330567081604426,0.0636237897648686,0.07330567081604426,0.030428769017980636,Pass,medio,True,True,antecipado
AAA_2013J_1620151,0.687374749498998,0.1062124248496994,0.20140280561122245,0.00501002004008016,0.0,0.0,Fail,medio,False,False,desistente
AAA_2013J_1626710,0.362655601659751,0.14605809128630706,0.15966804979253113,0.1580082987551867,0.11966804979253112,0.05394190871369295,Distinction,alto,True,True,antecipado
AAA_2013J_1640609,0.3327405651057103,0.1527366133175262,0.1786208259237305,0.14522821576763487,0.11361391029440822,0.07705986959098993,Pass,alto,True,True,antecipado
AAA_2013J_164259,0.1888412017167382,0.07296137339055794,0.22532188841201717,0.13304721030042918,0.26394849785407726,0.11587982832618025,Pass,baixo,True,True,equilibrado
AAA_2013J_167906,0.31456953642384106,0.13774834437086092,0.16490066225165562,0.1562913907284768,0.13311258278145696,0.09337748344370861,Pass,medio,True,True,antecipado
AAA_2013J_168936,0.3691275167785235,0.0953020134228188,0.08993288590604027,0.1865771812080537,0.06308724832214765,0.1959731543624161,Pass,medio,True,True,antecipado
AAA_2013J_172112,0.16812790097988653,0.09283135636926251,0.111397627643115,0.1444043321299639,0.19752449716348633,0.2857142857142857,Pass,alto,True,True,fim-pesado
AAA_2013J_172797,0.14870931537598203,0.019079685746352413,0.16498316498316498,0.19809203142536475,0.3574635241301908,0.11167227833894501,Pass,medio,True,True,equilibrado
AAA_2013J_1729319,0.2688679245283019,0.07002902757619739,0.15239477503628446,0.2021044992743106,0.18105950653120464,0.125544267053701,Pass,alto,True,True,equilibrado
AAA_2013J_1746134,0.25298465036952816,0.313246162592382,0.15747583854462763,0.050028425241614556,0.11597498578737919,0.11028993746446845,Pass,alto,True,True,antecipado
AAA_2013J_174782,0.29012345679012347,0.1337448559670782,0.15637860082304528,0.14355808800253245,0.16144349477682812,0.11475150364039254,Pass,alto,True,True,equilibrado
AAA_2013J_175392,0.3674387227344277,0.14594108387677085,0.1951877670339555,0.11445918596806837,0.11738250505959073,0.05959073532718687,Pass,alto,True,True,antecipado
AAA_2013J_175932,0.41964285714285715,0.3080357142857143,0.04365079365079365,0.14285714285714285,0.05406746031746032,0.031746031746031744,Pass,alto,True,True,antecipado
AAA_2013J_175991,0.7028985507246377,0.028985507246376812,0.07971014492753623,0.043478260869565216,0.0,0.14492753623188406,Fail,baixo,True,False,antecipado
AAA_2013J_1765788,0.36375230267819186,0.14340371262576165,0.10797789428935808,0.11038684993623353,0.14807992064616693,0.12639931982428795,Pass,alto,True,True,antecipado
AAA_2013J_1801229,0.3596673596673597,0.09424809424809424,0.1088011088011088,0.16216216216216217,0.18156618156618157,0.09355509355509356,Pass,medio,True,True,antecipado
AAA_2013J_1801641,0.5403050108932462,0.1568627450980392,0.07625272331154684,0.15904139433551198,0.0457516339869281,0.02178649237472767,Pass,baixo,True,True,antecipado
AAA_2013J_180753,0.3672962226640159,0.11332007952286283,0.13767395626242546,0.1456262425447316,0.1172962226640159,0.11878727634194831,Pass,alto,True,True,antecipado
AAA_2013J_183096,0.41164556962025317,0.11392405063291139,0.09721518987341772,0.12354430379746835,0.1989873417721519,0.05468354430379747,Pass,alto,True,True,antecipado
AAA_2013J_183947,0.3029045643153527,0.07572614107883817,0.12966804979253113,0.11410788381742738,0.1037344398340249,0.27385892116182575,Pass,medio,True,True,fim-pesado
AAA_2013J_184271,0.39939024390243905,0.15320121951219512,0.15625,0.13109756097560976,0.14329268292682926,0.01676829268292683,Pass,medio,True,True,antecipado
AAA_2013J_1847830,0.20466400736422216,0.11859466093893832,0.14436943847806075,0.16630868364528997,0.1808837066584842,0.1851795029150046,Pass,alto,True,True,equilibrado
AAA_2013J_185439,1.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
AAA_2013J_1860318,0.1482845188284519,0.15230125523012553,0.2118828451882845,0.1996652719665272,0.19246861924686193,0.09539748953974896,Pass,alto,True,True,equilibrado
AAA_2013J_186149,0.41198501872659177,0.2050561797752809,0.10018726591760299,0.16807116104868913,0.06179775280898876,0.05290262172284644,Pass,alto,True,True,antecipado
AAA_2013J_187100,0.3667367437514599,0.10441485634197617,0.1395701938799346,0.18535388927820604,0.1296426068675543,0.07428170988086896,Distinction,alto,True,True,antecipado
AAA_2013J_1889511,0.3717217787913341,0.09863169897377423,0.09635119726339794,0.12485746864310149,0.18928164196123148,0.11915621436716077,Pass,alto,True,True,antecipado
AAA_2013J_1889577,0.3748657357679914,0.12996777658431793,0.07518796992481203,0.17400644468313642,0.20622986036519872,0.0397422126745435,Pass,medio,True,True,antecipado
AAA_2013J_1894188,0.21006054960409873,0.06753609687936656,0.09245458779692595,0.6036329762459245,0.016301816488122962,0.010013972985561248,Pass,alto,True,True,equilibrado
AAA_2013J_189879,0.3127839065541856,0.15314730694354314,0.13238157040882545,0.1382219338092148,0.09798831927319922,0.1654769630110318,Pass,medio,True,True,antecipado
AAA_2013J_192183,0.255358807082945,0.11525318421870145,0.11587449518484001,0.26405716060888473,0.15284249767008387,0.0966138552345449,Pass,alto,True,True,equilibrado
AAA_2013J_1938355,0.41315261044176704,0.0823293172690763,0.15512048192771086,0.10642570281124498,0.12951807228915663,0.11345381526104417,Pass,alto,True,True,antecipado
AAA_2013J_1942396,0.6106382978723405,0.09787234042553192,0.031914893617021274,0.0425531914893617,0.13617021276595745,0.08085106382978724,Pass,baixo,True,True,antecipado
AAA_2013J_1976139,0.2574013157894737,0.10279605263157894,0.16200657894736842,0.09210526315789473,0.234375,0.1513157894736842,Pass,medio,True,True,equilibrado
AAA_2013J_200860,0.5318352059925093,0.08614232209737828,0.10299625468164794,0.05805243445692884,0.09925093632958802,0.12172284644194757,Pass,baixo,True,True,antecipado
AAA_2013J_2011876,0.24553890078515347,0.05353319057815846,0.14346895074946467,0.22341184867951464,0.17844396859386152,0.15560314061384725,Pass,medio,True,True,equilibrado
AAA_2013J_2012966,0.6878612716763006,0.017341040462427744,0.18497109826589594,0.06165703275529865,0.007707129094412331,0.04046242774566474,Pass,baixo,True,True,antecipado
AAA_2013J_2051699,0.4873125720876586,0.1459054209919262,0.07324106113033449,0.18858131487889274,0.04786620530565167,0.05709342560553633,Pass,alto,True,True,antecipado
AAA_2013J_205350,0.5111111111111111,0.08468468468468468,0.1009009009009009,0.1021021021021021,0.12192192192192192,0.07927927927927927,Pass,medio,True,True,antecipado
AAA_2013J_205719,0.7087087087087087,0.1111111111111111,0.0960960960960961,0.024024024024024024,0.06006006006006006,0.0,Fail,baixo,True,False,antecipado
AAA_2013J_2062879,0.32062028499580886,0.14459346186085498,0.15381391450125734,0.15800502933780386,0.15297569153394802,0.0699916177703269,Fail,alto,True,False,antecipado
AAA_2013J_2080474,0.2870855148342059,0.1719022687609075,0.11867364746945899,0.20855148342059338,0.1212914485165794,0.0924956369982548,Pass,medio,True,True,antecipado
AAA_2013J_2083877,0.5941605839416059,0.09197080291970802,0.10802919708029197,0.10218978102189781,0.05693430656934306,0.04671532846715328,Pass,baixo,True,True,antecipado
AAA_2013J_2084066,0.5902389425521098,0.1392984239959329,0.08490086426029486,0.10828673106253177,0.07727503812913065,0.0,Fail,alto,True,False,antecipado
AAA_2013J_2104505,0.5834522111269614,0.14693295292439373,0.037089871611982884,0.11126961483594865,0.07845934379457917,0.042796005706134094,Pass,medio,True,True,antecipado
AAA_2013J_2122180,0.2527589134125637,0.10271646859083192,0.20925297113752123,0.21307300509337862,0.13476230899830222,0.08743633276740238,Distinction,alto,True,True,equilibrado
AAA_2013J_2143752,0.3734110169491525,0.09057203389830508,0.14883474576271186,0.1149364406779661,0.1986228813559322,0.0736228813559322,Pass,alto,True,True,antecipado
AAA_2013J_2146792,0.29853249475890986,0.1371069182389937,0.11865828092243187,0.1681341719077568,0.13584905660377358,0.14171907756813418,Pass,alto,True,True,antecipado
AAA_2013J_2153153,0.30782865583456426,0.15391432791728213,0.11078286558345643,0.13234859675036928,0.2327917282127031,0.062333825701624816,Pass,alto,True,True,equilibrado
AAA_2013J_2155014,0.48486932599724897,0.08803301237964237,0.08390646492434663,0.11004126547455295,0.10453920220082531,0.12861072902338377,Pass,medio,True,True,antecipado
AAA_2013J_2164705,0.948051948051948,0.05194805194805195,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
AAA_2013J_2171627,0.33803863298662706,0.18424962852897475,0.11738484398216939,0.1887072808320951,0.1151560178306092,0.05646359583952452,Pass,medio,True,True,antecipado
AAA_2013J_2182846,0.2975794969150451,0.1497389653535833,0.15211200759373517,0.15448504983388706,0.17489321309919317,0.07119126720455624,Pass,alto,True,True,equilibrado
AAA_2013J_2194100,0.39900071377587437,0.10992148465381871,0.12276945039257674,0.17273376159885795,0.15417558886509636,0.04139900071377588,Pass,medio,True,True,antecipado
AAA_2013J_2197016,0.4048109965635739,0.0838487972508591,0.20481099656357388,0.1958762886597938,0.09690721649484536,0.013745704467353952,Pass,medio,True,True,antecipado
AAA_2013J_2208424,0.5259259259259259,0.14814814814814814,0.04814814814814815,0.1111111111111111,0.11666666666666667,0.05,Pass,medio,True,True,antecipado
AAA_2013J_2229865,0.3161310259579728,0.06860321384425216,0.11990111248454882,0.15296662546353523,0.28986402966625463,0.05253399258343634,Pass,alto,True,True,equilibrado
AAA_2013J_2268379,0.3768545994065282,0.16083086053412463,0.06884272997032641,0.09198813056379822,0.16735905044510385,0.13412462908011868,Pass,medio,True,True,antecipado
AAA_2013J_227499,0.40128682695563833,0.11344395529969523,0.19200812732814088,0.22688791059939045,0.04063664070436844,0.025736539112766677,Distinction,alto,True,True,antecipado
AAA_2013J_227517,0.5759336099585062,0.15352697095435686,0.13112033195020747,0.07468879668049792,0.04896265560165975,0.015767634854771784,Fail,medio,True,False,antecipado
AAA_2013J_2278464,0.6742671009771987,0.026058631921824105,0.08143322475570032,0.0749185667752443,0.07166123778501629,0.07166123778501629,Pass,baixo,True,True,antecipado
AAA_2013J_228082,0.3700440528634361,0.08370044052863436,0.16299559471365638,0.07488986784140969,0.21145374449339208,0.09691629955947137,Pass,baixo,True,True,antecipado
AAA_2013J_228222,0.16404494382022472,0.33707865168539325,0.13258426966292136,0.12808988764044943,0.17752808988764046,0.060674157303370786,Pass,baixo,True,True,antecipado
AAA_2013J_229179,0.38925081433224756,0.20521172638436483,0.09771986970684039,0.18729641693811075,0.0732899022801303,0.04723127035830619,Pass,baixo,True,True,antecipado
AAA_2013J_229361,0.20493827160493827,0.1440329218106996,0.17119341563786009,0.2419753086419753,0.19670781893004116,0.0411522633744856,Pass,medio,True,True,equilibrado
AAA_2013J_2293923,0.66996699669967,0.052805280528052806,0.0891089108910891,0.013201320132013201,0.11221122112211221,0.0627062706270627,Pass,baixo,True,True,antecipado
AAA_2013J_231554,0.3762914627514954,0.1859706362153344,0.1120174007612833,0.16693855356171833,0.11908646003262642,0.03969548667754214,Pass,alto,True,True,antecipado
AAA_2013J_2329342,0.4389380530973451,0.06017699115044248,0.10619469026548672,0.18053097345132743,0.2088495575221239,0.005309734513274336,Pass,baixo,True,True,antecipado
AAA_2013J_2339528,0.40640809443507586,0.21922428330522767,0.12478920741989882,0.05733558178752108,0.09612141652613827,0.09612141652613827,Distinction,baixo,True,True,antecipado
AAA_2013J_2342426,0.34564498346196254,0.13616317530319735,0.12238147739801543,0.1019845644983462,0.22546857772877618,0.06835722160970231,Fail,alto,True,False,antecipado
AAA_2013J_2344901,0.34606741573033706,0.1258426966292135,0.16179775280898875,0.3550561797752809,0.011235955056179775,0.0,Fail,baixo,True,False,equilibrado
AAA_2013J_2358056,0.3047858942065491,0.06738035264483627,0.17443324937027707,0.11083123425692695,0.13035264483627204,0.21221662468513855,Fail,medio,True,False,fim-pesado
AAA_2013J_236284,0.2185792349726776,0.04918032786885246,0.07650273224043716,0.09562841530054644,0.11202185792349727,0.44808743169398907,Pass,medio,True,True,fim-pesado
AAA_2013J_2364471,0.40281258702311334,0.14327485380116958,0.12559175717070453,0.11152882205513784,0.13227513227513227,0.0845168476747424,Pass,alto,True,True,antecipado
AAA_2013J_2367155,0.19972067039106145,0.09776536312849161,0.1871508379888268,0.38594040968342647,0.09776536312849161,0.03165735567970205,Pass,alto,True,True,equilibrado
AAA_2013J_2369266,0.4249767008387698,0.10857409133271202,0.16542404473438957,0.12301957129543337,0.06989748369058714,0.10810810810810811,Pass,alto,True,True,antecipado
AAA_2013J_2376496,0.5246995994659546,0.1295060080106809,0.11348464619492657,0.08811748998664887,0.1268357810413885,0.017356475300400534,Pass,medio,True,True,antecipado
AAA_2013J_238007,0.31937984496124033,0.06563307493540052,0.16795865633074936,0.18656330749354005,0.21808785529715763,0.04237726098191214,Pass,alto,True,True,equilibrado
AAA_2013J_240712,0.205607476635514,0.14641744548286603,0.18691588785046728,0.2897196261682243,0.17133956386292834,0.0,Pass,baixo,True,True,equilibrado
AAA_2013J_240884,0.38875878220140514,0.1358313817330211,0.11007025761124122,0.10070257611241218,0.22716627634660422,0.03747072599531616,Pass,baixo,True,True,antecipado
AAA_2013J_2411661,0.5888501742160279,0.11672473867595819,0.10104529616724739,0.09930313588850175,0.09407665505226481,0.0,Fail,baixo,True,False,antecipado
AAA_2013J_2412002,0.5218301435406698,0.11782296650717704,0.12589712918660287,0.10017942583732058,0.08373205741626795,0.05053827751196172,Distinction,alto,True,True,antecipado
AAA_2013J_2412967,0.2982099267697315,0.11187957689178193,0.17982099267697316,0.14930838079739625,0.19609438567941415,0.06468673718470301,Pass,alto,True,True,equilibrado
AAA_2013J_241649,0.42441860465116277,0.14059196617336153,0.14059196617336153,0.14217758985200846,0.1014799154334038,0.0507399577167019,Pass,medio,True,True,antecipado
AAA_2013J_241729,0.18917441224712958,0.13996719518862766,0.13559322033898305,0.17659923455440132,0.18097320940404593,0.17769272826681246,Fail,alto,True,False,equilibrado
AAA_2013J_242793,0.3434650455927052,0.019756838905775075,0.23556231003039513,0.11702127659574468,0.2613981762917933,0.022796352583586626,Pass,baixo,True,True,equilibrado
AAA_2013J_2437837,0.3371833084947839,0.09798807749627422,0.11289120715350223,0.080849478390462,0.22019374068554395,0.15089418777943367,Pass,alto,True,True,antecipado
AAA_2013J_2449878,0.1977491961414791,0.15112540192926044,0.18167202572347266,0.22186495176848875,0.1302250803858521,0.11736334405144695,Pass,medio,True,True,equilibrado
AAA_2013J_2456480,0.5245901639344263,0.14754098360655737,0.15300546448087432,0.17486338797814208,0.0,0.0,Fail,baixo,False,False,desistente
AAA_2013J_2457256,0.4823091247672253,0.1669770328988206,0.11731843575418995,0.08007448789571694,0.06579764121663563,0.08752327746741155,Pass,medio,True,True,antecipado
AAA_2013J_2458355,0.2567470742775257,0.13971817530451397,0.08383090518270839,0.1289706233580129,0.17411034153331742,0.21662288034392166,Pass,alto,True,True,fim-pesado
AAA_2013J_2460080,0.3332359813084112,0.071553738317757,0.10514018691588785,0.26255841121495327,0.17610981308411214,0.0514018691588785,Pass,alto,True,True,equilibrado
AAA_2013J_2461190,0.6494312306101344,0.19131334022750776,0.1592554291623578,0.0,0.0,0.0,Fail,medio,False,False,desistente
AAA_2013J_246834,0.38245315161839866,0.062180579216354344,0.16013628620102216,0.13798977853492334,0.10732538330494037,0.14991482112436116,Pass,medio,True,True,antecipado
AAA_2013J_2469673,0.21032504780114722,0.17973231357552583,0.3652007648183556,0.055449330783938815,0.1491395793499044,0.040152963671128104,Fail,baixo,True,False,equilibrado
AAA_2013J_2479954,0.3653250773993808,0.18885448916408668,0.07430340557275542,0.19814241486068113,0.021671826625386997,0.15170278637770898,Pass,baixo,True,True,antecipado
AAA_2013J_2481901,0.6023601847101078,0.12006157003591586,0.09338122113904566,0.08568496664956388,0.05233453052847614,0.046177526936890714,Pass,medio,True,True,antecipado
AAA_2013J_248270,0.49212798374809547,0.09294057897409853,0.10665312341289995,0.12747587607922803,0.08532249873031995,0.09547993905535805,Pass,alto,True,True,antecipado
AAA_2013J_2482700,0.42698019801980197,0.1454207920792079,0.2295792079207921,0.0891089108910891,0.06806930693069307,0.04084158415841584,Pass,medio,True,True,antecipado
AAA_2013J_2486127,0.30236686390532547,0.1804733727810651,0.19940828402366864,0.07041420118343195,0.1514792899408284,0.09585798816568047,Pass,medio,True,True,antecipado
AAA_2013J_2498700,0.14490223463687152,0.10370111731843576,0.08903631284916201,0.19553072625698323,0.2409217877094972,0.2259078212290503,Pass,alto,True,True,equilibrado
AAA_2013J_2516503,0.19609120521172638,0.11042345276872964,0.12801302931596092,0.24560260586319219,0.20977198697068403,0.11009771986970684,Pass,alto,True,True,equilibrado
AAA_2013J_2518069,0.37662337662337664,0.14162028447742733,0.09523809523809523,0.17192331478045764,0.10018552875695733,0.11440940012368583,Pass,medio,True,True,antecipado
AAA_2013J_2521459,0.26716141001855287,0.10946196660482375,0.039888682745825604,0.01020408163265306,0.39888682745825604,0.17439703153988867,Pass,medio,True,True,fim-pesado
AAA_2013J_2523736,0.5127659574468085,0.09148936170212765,0.13191489361702127,0.0851063829787234,0.07659574468085106,0.10212765957446808,Pass,baixo,True,True,antecipado
AAA_2013J_2529279,0.5466778805719091,0.1648444070647603,0.01682085786375105,0.10260723296888141,0.09251471825063078,0.07653490328006729,Pass,medio,True,True,antecipado
AAA_2013J_2532302,0.203125,0.08963815789473684,0.024671052631578948,0.10032894736842106,0.2138157894736842,0.3684210526315789,Pass,medio,True,True,fim-pesado
AAA_2013J_2536991,0.2490740740740741,0.17685185185185184,0.18796296296296297,0.20833333333333334,0.11666666666666667,0.06111111111111111,Distinction,medio,True,True,equilibrado
AAA_2013J_2550279,0.39907440370238517,0.12246351014595942,0.13100747597009613,0.15735137059451762,0.13741545033819866,0.05268778924884301,Pass,alto,True,True,antecipado
AAA_2013J_2551220,0.24039186134137153,0.07686510926902788,0.13941220798794274,0.15373021853805577,0.15825169555388094,0.23134890730972119,Pass,medio,True,True,fim-pesado
AAA_2013J_2555340,0.38257149290700293,0.1477144787210088,0.09795091195676649,0.1695564062148165,0.10898446295879306,0.09322224724161225,Pass,alto,True,True,antecipado
AAA_2013J_255548,0.5217054263565891,0.12713178294573643,0.10426356589147287,0.10775193798449613,0.09108527131782945,0.04806201550387597,Pass,alto,True,True,antecipado
AAA_2013J_2557283,0.29027816028642245,0.1474800330487469,0.1881024511153952,0.16841090608647755,0.1561553291104379,0.04957312035251997,Pass,alto,True,True,equilibrado
AAA_2013J_2559575,0.5784615384615385,0.11076923076923077,0.033846153846153845,0.10923076923076923,0.11692307692307692,0.05076923076923077,Pass,baixo,True,True,antecipado
AAA_2013J_2562034,0.42338709677419356,0.0,0.15725806451612903,0.2056451612903226,0.20161290322580644,0.012096774193548387,Pass,baixo,True,True,equilibrado
AAA_2013J_2566163,0.26021370207416716,0.07479572595851666,0.2143306096794469,0.12319296040226273,0.2250157133878064,0.10245128849780012,Pass,medio,True,True,equilibrado
AAA_2013J_2566592,0.271523178807947,0.07137601177336277,0.1434878587196468,0.18910963944076528,0.23252391464311994,0.09197939661515821,Pass,medio,True,True,equilibrado
AAA_2013J_256815,0.18568534773801484,0.15530047265361244,0.09182984469952735,0.20594193112761647,0.13166779203241052,0.22957461174881835,Pass,medio,True,True,fim-pesado
AAA_2013J_2574528,0.27530364372469635,0.1680161943319838,0.1659919028340081,0.1437246963562753,0.18724696356275303,0.0597165991902834,Pass,medio,True,True,equilibrado
AAA_2013J_2574583,0.3682539682539683,0.13333333333333333,0.20317460317460317,0.17777777777777778,0.10952380952380952,0.007936507936507936,Pass,alto,True,True,antecipado
AAA_2013J_2578995,0.3476621417797888,0.12066365007541478,0.21266968325791855,0.138763197586727,0.11689291101055807,0.06334841628959276,Pass,medio,True,True,antecipado
AAA_2013J_258392,0.3222748815165877,0.052132701421800945,0.1872037914691943,0.2156398104265403,0.16350710900473933,0.05924170616113744,Pass,medio,True,True,equilibrado
AAA_2013J_2586560,0.4354561101549053,0.11772805507745267,0.13080895008605853,0.13803786574870913,0.08950086058519793,0.08846815834767642,Pass,alto,True,True,antecipado
AAA_2013J_258894,0.19584928470683055,0.12331251259318961,0.28652024984888175,0.2512593189603063,0.08764859963731614,0.05541003425347572,Pass,alto,True,True,equilibrado
AAA_2013J_2594139,0.41916488222698073,0.11670235546038545,0.1349036402569593,0.1381156316916488,0.19004282655246252,0.0010706638115631692,Pass,alto,True,True,antecipado
AAA_2013J_2598871,0.31381161542215713,0.084431429965837,0.14543679843826257,0.1698389458272328,0.24206930209858468,0.04441190824792582,Pass,alto,True,True,equilibrado
AAA_2013J_2599352,0.29310344827586204,0.07672413793103448,0.1646551724137931,0.2043103448275862,0.12844827586206897,0.13275862068965516,Pass,medio,True,True,equilibrado
AAA_2013J_2600688,0.4261168384879725,0.1563573883161512,0.11683848797250859,0.11168384879725086,0.17697594501718214,0.012027491408934709,Pass,baixo,True,True,antecipado
AAA_2013J_2606098,0.26476578411405294,0.05702647657841141,0.09775967413441955,0.17515274949083504,0.32790224032586557,0.07739307535641547,Pass,baixo,True,True,equilibrado
AAA_2013J_2613116,0.3370025402201524,0.1905165114309907,0.15495342929720576,0.18712955122777308,0.12108382726502964,0.009314140558848433,Pass,medio,True,True,antecipado
AAA_2013J_2617002,0.1975560081466395,0.03801765105227427,0.15682281059063136,0.0835030549898167,0.451459606245757,0.0726408689748812,Pass,medio,True,True,equilibrado
