id_student,perfil_aluno,n_ciclos,consistencia,final_result
184627,Insuficiente,1,1.0,Withdrawn
184720,Insuficiente,2,1.0,Fail
185994,Cluster 0 (com=0.51),5,1.0,Pass
191504,Insuficiente,1,1.0,Withdrawn
194163,Cluster 0 (com=0.51),5,0.8,Pass
195246,Cluster 0 (com=0.51),4,1.0,Fail
195552,Cluster 0 (com=0.51),5,0.8,Pass
197536,Cluster 1 (com=0.70),4,0.75,Pass
199009,Cluster 0 (com=0.51),5,1.0,Pass
204117,Insuficiente,2,1.0,Withdrawn
226955,Cluster 0 (com=0.51),4,0.75,Fail
228633,Cluster 0 (com=0.51),5,0.8,Pass
229498,Cluster 0 (com=0.51),5,1.0,Pass
230947,Insuficiente,1,1.0,Fail
232173,Cluster 0 (com=0.51),5,1.0,Pass
234661,Cluster 0 (com=0.51),5,0.6,Pass
235747,Insuficiente,1,1.0,Withdrawn
235768,Cluster 0 (com=0.51),4,0.75,Pass
235971,Cluster 0 (com=0.51),5,1.0,Pass
236090,Cluster 0 (com=0.51),5,1.0,Fail
237891,Cluster 0 (com=0.51),5,1.0,Pass
249357,Cluster 0 (com=0.51),5,0.6,Pass
251166,Cluster 0 (com=0.51),5,1.0,Fail
253633,Cluster 0 (com=0.51),5,1.0,Pass
253763,Cluster 0 (com=0.51),5,1.0,Distinction
258245,Cluster 0 (com=0.51),5,0.6,Pass
258509,Cluster 0 (com=0.51),5,0.8,Pass
258978,Cluster 0 (com=0.51),5,0.8,Pass
261863,Cluster 0 (com=0.51),3,0.6666666666666666,Withdrawn
262025,Cluster 1 (com=0.70),5,0.8,Pass
262394,Cluster 1 (com=0.70),5,0.8,Fail
263862,Cluster 0 (com=0.51),5,0.8,Distinction
265497,Cluster 0 (com=0.51),4,0.75,Pass
268823,Insuficiente,1,1.0,Fail
269584,Cluster 1 (com=0.70),5,0.6,Pass
270421,Cluster 1 (com=0.70),5,1.0,Pass
275127,Insuficiente,1,1.0,Withdrawn
276265,Insuficiente,2,0.5,Pass
276337,Insuficiente,1,1.0,Withdrawn
277384,Insuficiente,2,1.0,Withdrawn
278380,Cluster 0 (com=0.51),5,0.6,Pass
279440,Cluster 0 (com=0.51),5,0.8,Pass
279653,Cluster 0 (com=0.51),5,1.0,Distinction
279883,Insuficiente,1,1.0,Withdrawn
281134,Cluster 0 (com=0.51),5,1.0,Pass
282849,Cluster 0 (com=0.51),5,1.0,Pass
283402,Cluster 0 (com=0.51),5,1.0,Pass
286778,Cluster 0 (com=0.51),5,0.6,Distinction
287079,Cluster 0 (com=0.51),5,1.0,Fail
287258,Cluster 0 (com=0.51),5,1.0,Pass
289247,Cluster 0 (com=0.51),5,1.0,Distinction
294112,Insuficiente,2,1.0,Fail
294219,Cluster 0 (com=0.51),5,0.6,Distinction
294920,Insuficiente,2,1.0,Withdrawn
294929,Cluster 0 (com=0.51),4,1.0,Pass
295893,Insuficiente,1,1.0,Fail
297218,Cluster 0 (com=0.51),5,1.0,Pass
297341,Cluster 0 (com=0.51),4,0.75,Pass
301074,Cluster 0 (com=0.51),5,1.0,Pass
301561,Insuficiente,2,0.5,Withdrawn
305064,Cluster 0 (com=0.51),5,1.0,Pass
305659,Cluster 1 (com=0.70),5,0.6,Distinction
310205,Cluster 0 (com=0.51),5,1.0,Fail
312126,Insuficiente,2,1.0,Withdrawn
312231,Cluster 0 (com=0.51),4,0.75,Pass
312960,Cluster 1 (com=0.70),5,0.8,Pass
315795,Cluster 0 (com=0.51),5,0.8,Pass
316082,Cluster 0 (com=0.51),5,0.8,Distinction
318139,Insuficiente,2,1.0,Withdrawn
318147,Cluster 0 (com=0.51),5,1.0,Pass
319073,Cluster 0 (com=0.51),5,0.8,Pass
320133,Cluster 0 (com=0.51),5,1.0,Distinction
320612,Cluster 0 (com=0.51),5,1.0,Distinction
322499,Insuficiente,2,1.0,Withdrawn
328797,Cluster 1 (com=0.70),4,1.0,Fail
329895,Cluster 0 (com=0.51),3,0.6666666666666666,Pass
331789,Cluster 0 (com=0.51),5,0.8,Pass
332237,Insuficiente,1,1.0,Fail
333993,Cluster 0 (com=0.51),5,0.6,Pass
334224,Cluster 0 (com=0.51),3,1.0,Withdrawn
335095,Cluster 0 (com=0.51),4,1.0,Pass
337000,Cluster 0 (com=0.51),5,1.0,Pass
338689,Cluster 0 (com=0.51),5,0.6,Pass
338806,Cluster 1 (com=0.70),3,0.6666666666666666,Pass
339519,Cluster 0 (com=0.51),5,0.6,Pass
340831,Insuficiente,1,1.0,Withdrawn
341093,Insuficiente,1,1.0,Fail
341457,Cluster 0 (com=0.51),3,0.6666666666666666,Withdrawn
341629,Cluster 0 (com=0.51),5,1.0,Fail
343709,Cluster 1 (com=0.70),4,0.75,Pass
345271,Cluster 0 (com=0.51),5,1.0,Distinction
347197,Cluster 0 (com=0.51),5,1.0,Distinction
348108,Cluster 1 (com=0.70),5,0.8,Pass
348324,Cluster 0 (com=0.51),5,0.8,Pass
349515,Misto,4,0.5,Pass
351147,Cluster 0 (com=0.51),5,1.0,Pass
354698,Cluster 1 (com=0.70),5,0.8,Pass
355293,Cluster 0 (com=0.51),5,0.6,Pass
364066,Cluster 0 (com=0.51),5,1.0,Distinction
366140,Cluster 0 (com=0.51),5,1.0,Pass
367151,Cluster 0 (com=0.51),4,0.75,Withdrawn
369242,Cluster 0 (com=0.51),5,1.0,Pass
369450,Cluster 0 (com=0.51),5,1.0,Pass
369644,Insuficiente,2,0.5,Withdrawn
370735,Cluster 1 (com=0.70),5,0.6,Pass
372345,Cluster 1 (com=0.70),4,0.75,Pass
372509,Cluster 0 (com=0.51),5,0.8,Pass
372511,Cluster 1 (com=0.70),5,0.8,Pass
374353,Insuficiente,2,1.0,Withdrawn
375527,Misto,4,0.5,Pass
378705,Insuficiente,2,1.0,Fail
378946,Cluster 0 (com=0.51),5,1.0,Pass
379278,Cluster 0 (com=0.51),3,1.0,Fail
379311,Insuficiente,2,0.5,Fail
379563,Insuficiente,1,1.0,Withdrawn
380952,Misto,4,0.5,Pass
381257,Cluster 0 (com=0.51),5,1.0,Pass
381414,Cluster 0 (com=0.51),5,1.0,Pass
381428,Insuficiente,2,1.0,Withdrawn
381529,Insuficiente,1,1.0,Withdrawn
383445,Cluster 0 (com=0.51),4,0.75,Fail
383602,Cluster 0 (com=0.51),5,0.6,Pass
383629,Cluster 0 (com=0.51),5,0.8,Pass
384107,Misto,4,0.5,Fail
386121,Insuficiente,1,1.0,Withdrawn
386389,Cluster 0 (com=0.51),5,0.8,Pass
386956,Insuficiente,2,1.0,Withdrawn
389853,Insuficiente,2,1.0,Withdrawn
390070,Cluster 1 (com=0.70),5,0.6,Fail
393141,Insuficiente,2,0.5,Fail
395758,Insuficiente,2,1.0,Withdrawn
396683,Cluster 1 (com=0.70),5,0.6,Pass
396834,Misto,4,0.5,Pass
396907,Cluster 0 (com=0.51),3,0.6666666666666666,Fail
397219,Cluster 0 (com=0.51),5,1.0,Distinction
397292,Insuficiente,2,1.0,Fail
397671,Cluster 0 (com=0.51),5,1.0,Distinction
398550,Cluster 0 (com=0.51),5,1.0,Distinction
398630,Cluster 1 (com=0.70),5,0.6,Pass
399429,Cluster 0 (com=0.51),5,1.0,Distinction
402695,Cluster 0 (com=0.51),5,0.8,Pass
405193,Cluster 0 (com=0.51),5,1.0,Pass
407232,Cluster 0 (com=0.51),5,1.0,Pass
408499,Insuficiente,2,1.0,Withdrawn
410407,Cluster 0 (com=0.51),5,1.0,Distinction
410883,Cluster 1 (com=0.70),5,1.0,Pass
411304,Cluster 1 (com=0.70),5,0.6,Pass
412353,Cluster 0 (com=0.51),5,1.0,Pass
413180,Cluster 0 (com=0.51),5,0.6,Pass
413709,Cluster 0 (com=0.51),5,1.0,Pass
413949,Cluster 0 (com=0.51),5,1.0,Pass
416199,Cluster 0 (com=0.51),5,1.0,Pass
416407,Cluster 0 (com=0.51),5,1.0,Pass
418201,Cluster 0 (com=0.51),3,1.0,Fail
419059,Cluster 0 (com=0.51),5,0.8,Distinction
419081,Insuficiente,2,0.5,Fail
420834,Insuficiente,1,1.0,Withdrawn
421070,Insuficiente,2,0.5,Withdrawn
423210,Cluster 1 (com=0.70),5,1.0,Pass
423488,Cluster 1 (com=0.70),4,0.75,Fail
423781,Cluster 0 (com=0.51),5,0.8,Pass
427256,Cluster 0 (com=0.51),5,1.0,Pass
429832,Cluster 1 (com=0.70),5,1.0,Fail
431139,Cluster 0 (com=0.51),5,0.8,Pass
434476,Cluster 0 (com=0.51),5,1.0,Pass
438063,Insuficiente,2,1.0,Fail
438644,Insuficiente,2,1.0,Fail
439950,Cluster 1 (com=0.70),3,1.0,Fail
439995,Cluster 0 (com=0.51),5,1.0,Pass
440818,Cluster 0 (com=0.51),5,1.0,Pass
441165,Cluster 0 (com=0.51),5,1.0,Pass
441421,Cluster 1 (com=0.70),3,0.6666666666666666,Fail
442199,Cluster 1 (com=0.70),4,0.75,Pass
442347,Insuficiente,1,1.0,Withdrawn
442563,Cluster 0 (com=0.51),5,1.0,Pass
442802,Cluster 0 (com=0.51),5,1.0,Pass
443151,Cluster 0 (com=0.51),5,0.6,Pass
443514,Cluster 0 (com=0.51),5,0.8,Pass
443696,Cluster 0 (com=0.51),5,0.8,Fail
444011,Cluster 0 (com=0.51),5,0.8,Pass
444619,Cluster 0 (com=0.51),5,0.6,Pass
444907,Cluster 0 (com=0.51),5,0.6,Pass
445686,Cluster 0 (com=0.51),4,1.0,Pass
464522,Insuficiente,1,1.0,Withdrawn
465009,Insuficiente,1,1.0,Withdrawn
465078,Insuficiente,2,1.0,Withdrawn
465121,Misto,4,0.5,Fail
465294,Cluster 0 (com=0.51),5,1.0,Pass
466120,Cluster 0 (com=0.51),4,0.75,Fail
466807,Cluster 1 (com=0.70),3,0.6666666666666666,Withdrawn
466987,Cluster 0 (com=0.51),5,0.8,Pass
467363,Cluster 0 (com=0.51),5,0.6,Fail
469499,Cluster 0 (com=0.51),5,1.0,Pass
471284,Cluster 1 (com=0.70),5,0.6,Fail
474667,Cluster 1 (com=0.70),5,0.6,Pass
475015,Cluster 0 (com=0.51),5,1.0,Pass
476401,Cluster 0 (com=0.51),5,1.0,Pass
476629,Cluster 0 (com=0.51),5,0.8,Pass
477833,Cluster 0 (com=0.51),5,1.0,Fail
479939,Cluster 0 (com=0.51),5,1.0,Pass
480303,Insuficiente,2,1.0,Fail
481240,Insuficiente,1,1.0,Withdrawn
481717,Cluster 0 (com=0.51),5,1.0,Pass
482644,Cluster 0 (com=0.51),5,1.0,Pass
483037,Cluster 0 (com=0.51),5,1.0,Pass
483656,Insuficiente,2,1.0,Withdrawn
484010,Cluster 0 (com=0.51),4,0.75,Fail
484494,Insuficiente,1,1.0,Withdrawn
484594,Cluster 0 (com=0.51),5,1.0,Pass
485228,Cluster 0 (com=0.51),5,1.0,Fail
486087,Cluster 0 (com=0.51),5,0.8,Distinction
486964,Cluster 0 (com=0.51),5,0.8,Pass
488525,Cluster 0 (com=0.51),5,0.8,Pass
489553,Misto,4,0.5,Fail
490297,Insuficiente,1,1.0,Fail
491077,Insuficiente,1,1.0,Withdrawn
491126,Cluster 0 (com=0.51),5,0.8,Pass
491756,Insuficiente,2,1.0,Withdrawn
491863,Cluster 0 (com=0.51),5,0.8,Pass
491959,Insuficiente,1,1.0,Withdrawn
492024,Cluster 1 (com=0.70),5,0.8,Pass
492557,Insuficiente,2,1.0,Withdrawn
493793,Cluster 0 (com=0.51),5,0.8,Pass
494046,Cluster 0 (com=0.51),4,1.0,Pass
494184,Cluster 0 (com=0.51),5,0.8,Pass
496493,Insuficiente,2,1.0,Withdrawn
497415,Cluster 0 (com=0.51),5,0.8,Pass
498442,Cluster 0 (com=0.51),5,0.8,Distinction
499244,Insuficiente,2,0.5,Withdrawn
499404,Cluster 0 (com=0.51),5,1.0,Pass
500068,Cluster 0 (com=0.51),5,1.0,Pass
500618,Cluster 0 (com=0.51),5,0.8,Pass
501444,Cluster 0 (com=0.51),5,1.0,Distinction
501897,Cluster 0 (com=0.51),4,1.0,Withdrawn
502011,Cluster 0 (com=0.51),5,1.0,Pass
503684,Insuficiente,1,1.0,Withdrawn
504270,Insuficiente,1,1.0,Fail
505773,Cluster 0 (com=0.51),5,1.0,Distinction
506705,Cluster 1 (com=0.70),5,0.6,Pass
507311,Insuficiente,1,1.0,Fail
507743,Cluster 0 (com=0.51),5,1.0,Pass
507935,Cluster 0 (com=0.51),5,1.0,Distinction
508626,Cluster 0 (com=0.51),5,1.0,Pass
509536,Cluster 0 (com=0.51),5,1.0,Pass
511309,Cluster 0 (com=0.51),5,1.0,Pass
511350,Cluster 1 (com=0.70),3,1.0,Fail
511981,Cluster 0 (com=0.51),5,1.0,Pass
513272,Insuficiente,2,1.0,Fail
513422,Cluster 0 (com=0.51),5,0.6,Pass
513428,Cluster 0 (com=0.51),5,0.6,Pass
514078,Cluster 0 (com=0.51),5,1.0,Pass
514556,Cluster 0 (com=0.51),4,0.75,Fail
516602,Cluster 0 (com=0.51),5,0.6,Distinction
517551,Cluster 0 (com=0.51),5,0.6,Pass
519115,Cluster 0 (com=0.51),5,0.8,Fail
521032,Insuficiente,1,1.0,Withdrawn
521115,Cluster 0 (com=0.51),5,0.8,Pass
521153,Insuficiente,2,1.0,Fail
521255,Insuficiente,2,1.0,Fail
522082,Cluster 0 (com=0.51),5,1.0,Pass
523017,Cluster 0 (com=0.51),5,1.0,Pass
523249,Cluster 1 (com=0.70),5,0.6,Pass
524827,Insuficiente,2,1.0,Withdrawn
526721,Cluster 0 (com=0.51),5,1.0,Distinction
526819,Cluster 0 (com=0.51),5,0.6,Fail
527619,Insuficiente,1,1.0,Withdrawn
529693,Cluster 1 (com=0.70),5,0.6,Pass
529991,Cluster 0 (com=0.51),5,0.6,Pass
530148,Misto,4,0.5,Withdrawn
531018,Cluster 0 (com=0.51),5,0.8,Distinction
531871,Cluster 0 (com=0.51),5,0.6,Pass
532254,Cluster 0 (com=0.51),5,0.8,Pass
533418,Cluster 0 (com=0.51),5,1.0,Distinction
534018,Insuficiente,1,1.0,Withdrawn
534112,Cluster 0 (com=0.51),4,0.75,Withdrawn
534457,Cluster 0 (com=0.51),5,0.6,Pass
535542,Insuficiente,1,1.0,Withdrawn
535671,Cluster 0 (com=0.51),4,0.75,Pass
535997,Insuficiente,2,1.0,Withdrawn
536351,Cluster 0 (com=0.51),5,0.8,Pass
536475,Cluster 1 (com=0.70),5,0.8,Fail
536963,Cluster 0 (com=0.51),5,0.8,Pass
537322,Cluster 0 (com=0.51),5,1.0,Pass
537606,Insuficiente,2,1.0,Fail
537811,Cluster 0 (com=0.51),5,1.0,Distinction
539308,Cluster 0 (com=0.51),5,0.8,Fail
539945,Cluster 0 (com=0.51),5,1.0,Pass
540723,Cluster 0 (com=0.51),5,1.0,Pass
541532,Cluster 0 (com=0.51),4,1.0,Withdrawn
541921,Cluster 0 (com=0.51),5,1.0,Pass
542202,Cluster 0 (com=0.51),5,1.0,Pass
542550,Insuficiente,2,1.0,Withdrawn
543010,Cluster 0 (com=0.51),5,1.0,Fail
543432,Cluster 0 (com=0.51),3,1.0,Withdrawn
544141,Insuficiente,2,1.0,Fail
544745,Misto,4,0.5,Fail
545164,Cluster 0 (com=0.51),5,1.0,Pass
545962,Cluster 0 (com=0.51),5,1.0,Pass
546547,Cluster 0 (com=0.51),5,0.6,Pass
546645,Cluster 0 (com=0.51),5,1.0,Pass
547347,Cluster 0 (com=0.51),5,0.8,Pass
549219,Cluster 0 (com=0.51),5,1.0,Pass
549321,Cluster 0 (com=0.51),5,0.6,Distinction
549523,Insuficiente,2,1.0,Fail
549847,Cluster 0 (com=0.51),5,1.0,Pass
550420,Cluster 0 (com=0.51),5,1.0,Distinction
550703,Cluster 0 (com=0.51),5,1.0,Distinction
552173,Cluster 0 (com=0.51),5,1.0,Pass
553031,Cluster 0 (com=0.51),5,0.8,Pass
553284,Cluster 0 (com=0.51),5,1.0,Pass
553813,Cluster 1 (com=0.70),4,1.0,Pass
554063,Cluster 0 (com=0.51),5,1.0,Distinction
554525,Cluster 0 (com=0.51),5,1.0,Pass
555049,Cluster 0 (com=0.51),5,1.0,Distinction
555827,Cluster 0 (com=0.51),3,0.6666666666666666,Fail
556126,Misto,4,0.5,Pass
557085,Cluster 0 (com=0.51),5,1.0,Distinction
557290,Cluster 0 (com=0.51),5,1.0,Pass
557792,Insuficiente,1,1.0,Withdrawn
557830,Insuficiente,1,1.0,Fail
558044,Cluster 0 (com=0.51),5,1.0,Distinction
558342,Insuficiente,2,0.5,Fail
558764,Cluster 0 (com=0.51),5,1.0,Pass
560047,Cluster 0 (com=0.51),5,0.8,Pass
560459,Cluster 0 (com=0.51),4,0.75,Withdrawn
560645,Cluster 0 (com=0.51),5,1.0,Pass
560765,Insuficiente,1,1.0,Withdrawn
561231,Cluster 0 (com=0.51),5,0.6,Pass
562064,Cluster 1 (com=0.70),3,1.0,Pass
562754,Cluster 0 (com=0.51),5,0.8,Pass
562990,Misto,4,0.5,Pass
563108,Cluster 0 (com=0.51),5,0.6,Pass
563414,Cluster 0 (com=0.51),5,1.0,Pass
564243,Cluster 0 (com=0.51),5,1.0,Pass
564617,Cluster 0 (com=0.51),5,1.0,Fail
564770,Insuficiente,1,1.0,Fail
564821,Insuficiente,1,1.0,Withdrawn
564933,Cluster 1 (com=0.70),5,0.6,Distinction
565017,Cluster 0 (com=0.51),5,1.0,Pass
566823,Insuficiente,2,0.5,Fail
568987,Cluster 1 (com=0.70),3,0.6666666666666666,Fail
568998,Insuficiente,2,1.0,Withdrawn
569034,Cluster 0 (com=0.51),5,1.0,Pass
569080,Cluster 0 (com=0.51),5,1.0,Pass
569108,Cluster 0 (com=0.51),5,1.0,Distinction
569876,Cluster 0 (com=0.51),5,1.0,Pass
570004,Cluster 0 (com=0.51),3,1.0,Fail
570213,Cluster 0 (com=0.51),5,0.8,Fail
570689,Insuficiente,2,1.0,Fail
571074,Cluster 0 (com=0.51),5,0.8,Distinction
571950,Insuficiente,1,1.0,Withdrawn
572071,Insuficiente,1,1.0,Fail
572074,Misto,4,0.5,Pass
572213,Cluster 0 (com=0.51),5,0.6,Distinction
572265,Insuficiente,2,1.0,Fail
573007,Insuficiente,1,1.0,Withdrawn
573583,Cluster 1 (com=0.70),5,0.6,Pass
573697,Insuficiente,2,1.0,Withdrawn
574527,Cluster 0 (com=0.51),5,1.0,Fail
574695,Insuficiente,1,1.0,Withdrawn
575069,Cluster 0 (com=0.51),5,1.0,Pass
575112,Cluster 0 (com=0.51),5,1.0,Pass
575302,Cluster 0 (com=0.51),5,1.0,Pass
575685,Cluster 1 (com=0.70),3,0.6666666666666666,Fail
577032,Cluster 0 (com=0.51),4,1.0,Fail
577429,Cluster 0 (com=0.51),3,1.0,Fail
577533,Cluster 1 (com=0.70),4,0.75,Pass
578152,Cluster 0 (com=0.51),5,1.0,Pass
578495,Insuficiente,1,1.0,Withdrawn
578847,Cluster 0 (com=0.51),5,0.8,Distinction
579221,Insuficiente,2,1.0,Withdrawn
579660,Cluster 0 (com=0.51),5,0.6,Pass
579686,Cluster 0 (com=0.51),5,1.0,Pass
580459,Cluster 0 (com=0.51),5,1.0,Pass
580834,Cluster 0 (com=0.51),5,1.0,Distinction
580845,Cluster 0 (com=0.51),5,0.6,Pass
580926,Insuficiente,2,1.0,Fail
581219,Insuficiente,1,1.0,Fail
581253,Cluster 0 (com=0.51),5,1.0,Pass
581659,Cluster 0 (com=0.51),5,1.0,Distinction
581779,Cluster 0 (com=0.51),5,1.0,Pass
582034,Cluster 0 (com=0.51),3,1.0,Withdrawn
582117,Cluster 0 (com=0.51),5,0.8,Pass
582266,Cluster 0 (com=0.51),4,0.75,Fail
582332,Cluster 0 (com=0.51),5,1.0,Distinction
582530,Insuficiente,2,1.0,Fail
582653,Cluster 1 (com=0.70),5,0.6,Pass
582670,Cluster 0 (com=0.51),4,0.75,Fail
583056,Cluster 0 (com=0.51),4,0.75,Fail
583318,Cluster 1 (com=0.70),5,0.6,Pass
583487,Cluster 0 (com=0.51),5,1.0,Pass
584515,Cluster 0 (com=0.51),5,1.0,Pass
584673,Insuficiente,2,1.0,Fail
585224,Cluster 0 (com=0.51),5,1.0,Pass
585261,Cluster 0 (com=0.51),4,1.0,Pass
585284,Cluster 0 (com=0.51),5,0.6,Pass
585503,Cluster 0 (com=0.51),5,1.0,Distinction
585572,Cluster 0 (com=0.51),4,1.0,Fail
585825,Cluster 0 (com=0.51),3,1.0,Withdrawn
585958,Cluster 0 (com=0.51),5,1.0,Pass
586811,Insuficiente,1,1.0,Fail
586906,Cluster 0 (com=0.51),5,0.6,Pass
587509,Insuficiente,1,1.0,Fail
587571,Cluster 0 (com=0.51),5,1.0,Distinction
587654,Insuficiente,2,0.5,Withdrawn
587706,Insuficiente,2,0.5,Fail
588128,Cluster 0 (com=0.51),5,0.8,Pass
588628,Cluster 0 (com=0.51),5,1.0,Pass
589080,Cluster 0 (com=0.51),5,1.0,Distinction
589162,Cluster 0 (com=0.51),5,1.0,Pass
589332,Cluster 0 (com=0.51),5,1.0,Pass
589389,Cluster 0 (com=0.51),4,0.75,Pass
589441,Insuficiente,2,1.0,Withdrawn
589798,Insuficiente,1,1.0,Withdrawn
589828,Cluster 1 (com=0.70),5,0.6,Pass
590120,Cluster 0 (com=0.51),5,0.8,Pass
590462,Insuficiente,1,1.0,Withdrawn
591525,Cluster 0 (com=0.51),5,1.0,Pass
591581,Cluster 0 (com=0.51),5,1.0,Pass
591746,Cluster 0 (com=0.51),3,0.6666666666666666,Withdrawn
591946,Cluster 0 (com=0.51),5,0.8,Pass
592218,Cluster 0 (com=0.51),5,1.0,Pass
592295,Cluster 0 (com=0.51),5,0.8,Pass
592558,Cluster 0 (com=0.51),5,0.6,Pass
592939,Cluster 1 (com=0.70),5,0.8,Pass
593136,Cluster 0 (com=0.51),5,1.0,Pass
593563,Cluster 0 (com=0.51),5,1.0,Pass
593722,Cluster 0 (com=0.51),5,0.8,Fail
593796,Cluster 0 (com=0.51),5,1.0,Distinction
594065,Cluster 0 (com=0.51),5,1.0,Distinction
594122,Cluster 0 (com=0.51),5,1.0,Pass
594229,Cluster 0 (com=0.51),5,1.0,Pass
594258,Cluster 1 (com=0.70),5,0.8,Fail
594406,Cluster 0 (com=0.51),4,0.75,Fail
594615,Insuficiente,2,0.5,Fail
594636,Cluster 0 (com=0.51),5,1.0,Pass
595262,Cluster 0 (com=0.51),3,1.0,Withdrawn
595721,Cluster 0 (com=0.51),5,0.6,Pass
595943,Cluster 0 (com=0.51),5,1.0,Pass
596052,Insuficiente,1,1.0,Withdrawn
596203,Insuficiente,1,1.0,Withdrawn
596243,Cluster 1 (com=0.70),5,0.8,Pass
596253,Cluster 0 (com=0.51),5,0.6,Pass
596464,Insuficiente,1,1.0,Withdrawn
596758,Cluster 0 (com=0.51),5,1.0,Pass
596805,Insuficiente,2,0.5,Withdrawn
597740,Cluster 0 (com=0.51),5,0.8,Pass
597937,Cluster 0 (com=0.51),5,1.0,Fail
598308,Cluster 0 (com=0.51),5,1.0,Pass
598540,Cluster 0 (com=0.51),5,1.0,Pass
598559,Cluster 0 (com=0.51),5,1.0,Pass
598757,Insuficiente,1,1.0,Fail
599297,Insuficiente,2,1.0,Fail
599865,Insuficiente,2,0.5,Fail
600071,Cluster 0 (com=0.51),5,1.0,Pass
600405,Insuficiente,2,1.0,Fail
600615,Insuficiente,2,1.0,Withdrawn
600773,Cluster 0 (com=0.51),4,1.0,Withdrawn
600893,Insuficiente,2,0.5,Fail
601008,Cluster 1 (com=0.70),5,1.0,Pass
601235,Cluster 0 (com=0.51),5,1.0,Pass
601271,Cluster 0 (com=0.51),5,1.0,Fail
601680,Cluster 0 (com=0.51),3,0.6666666666666666,Withdrawn
601820,Cluster 1 (com=0.70),4,1.0,Pass
602594,Cluster 0 (com=0.51),5,1.0,Pass
603648,Cluster 0 (com=0.51),5,1.0,Pass
603931,Insuficiente,2,1.0,Withdrawn
604567,Cluster 0 (com=0.51),5,0.6,Pass
604614,Cluster 0 (com=0.51),5,0.6,Pass
604907,Insuficiente,1,1.0,Fail
