id_student,b1_c1,b1_c2,b1_c3,b1_c4,b1_c5,b2_c1,b2_c2,b2_c3,b2_c4,b2_c5,b3_c1,b3_c2,b3_c3,b3_c4,b3_c5,b4_c1,b4_c2,b4_c3,b4_c4,b4_c5,total_clicks_c1,total_clicks_c2,total_clicks_c3,total_clicks_c4,total_clicks_c5,sub_c1,vol_log_c1,sub_c2,vol_log_c2,sub_c3,vol_log_c3,sub_c4,vol_log_c4,sub_c5,vol_log_c5,n_ciclos,vol_total_log,nota_tma1,tem_nota1,final_result,aprovado
87322,0.08858288874201872,0.08387007808340062,0.09074925854558297,0.14135836941769694,0.0,0.2767297338957854,0.5003748436989596,0.045374629272791484,0.0,0.0,0.3226809870971655,0.12452302254698751,0.22687314636395745,0.12499305900414201,0.0,0.3120063902650304,0.2912320556706523,0.637002965817668,0.733648571578161,0.0,88.0,259.0,68.0,167.0,,1,4.48863636973214,1,5.560681631015528,1,4.23410650459726,1,5.123963979403259,0,0.0,4,6.368187186350492,74.0,1,Pass,1
94749,0.2741170787227864,0.13648334064715406,0.274057765774949,0.0,0.0,0.18143290592357397,0.3490372762543347,0.3222414913320015,0.0,0.0,0.21395437019058888,0.16263717806043446,0.1901511712380657,0.0,0.0,0.3304956451630507,0.3518422050380767,0.21354957165498395,0.0,0.0,584.0,596.0,232.0,,,1,6.371611847231857,1,6.391917113392602,1,5.4510384535657,0,0.0,0,0.0,3,7.253470382684528,60.0,1,Fail,0
101217,0.482680666545146,0.0,0.0,0.0,0.0,0.3695598949073892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14775943854746487,0.0,0.0,0.0,0.0,62.0,,,,,1,4.143134726391533,0,0.0,0,0.0,0,0.0,0,0.0,1,4.143134726391533,68.0,1,Fail,0
102854,0.30142497308564364,0.260042687496687,0.27717286634734095,0.25461940935770067,0.30461651456052546,0.22723744275395696,0.19158923814115456,0.23305278000808585,0.22384392943649403,0.29244867956804993,0.17860334606200165,0.20173083114281903,0.1835744369650224,0.2700003665032222,0.20390790941408127,0.2927342380983977,0.3466372432193394,0.3061999166795508,0.25153629470258304,0.19902689645734348,610.0,379.0,774.0,959.0,856.0,1,6.415096959171596,1,5.940171252720432,1,6.652863029353347,1,6.866933284461882,1,6.75343791859778,5,8.182838710766026,100.0,1,Distinction,1
105939,0.11226395977260077,0.06361270366179206,0.4307797175222477,0.19743580288542067,0.433996553784931,0.17495381727892134,0.4409884146277018,0.30599405013439546,0.3386197811377495,0.16005554636986402,0.12971377181595226,0.21907405854430406,0.13249915716802413,0.24874200051556034,0.20705434914027543,0.5830684511325256,0.27632482316620205,0.1307270751753327,0.2152024154612694,0.1988935507049296,265.0,409.0,400.0,302.0,938.0,1,5.583496308781699,1,6.016157159698354,1,5.993961427306569,1,5.713732805509369,1,6.844815479208263,5,7.747164966520335,90.0,1,Pass,1
107455,0.4093663336961838,0.0,0.08756021040115572,0.2608242626422113,0.35302058005740616,0.3462684696173752,0.17663488334589778,0.05524434197106614,0.14199704261765675,0.09288650152810703,0.03408197388916679,0.6239595170700479,0.21033481731937212,0.16516686521075893,0.06447573825070392,0.21028322279727427,0.1994055995840543,0.646860630308406,0.4320118295293729,0.4896171801637829,252.0,138.0,98.0,154.0,366.0,1,5.53338948872752,1,4.9344739331306915,1,4.59511985013459,1,5.043425116919247,1,5.905361848054571,5,6.9167150203536085,72.0,1,Fail,0
108949,0.0,0.0,0.09688112441853941,0.25731534152549035,0.0,0.0,0.0,0.38752449767415764,0.10387773330096257,0.0,0.0,0.0,0.22495100465168472,0.0,0.0,0.0,0.0,0.2906433732556182,0.6388069251735471,0.0,,,20.0,63.0,,0,0.0,0,0.0,1,3.044522437723423,1,4.1588830833596715,0,0.0,2,4.430816798843313,80.0,1,Fail,0
109577,0.5129714839074755,0.2312679998560174,0.0,0.0,0.41444036161708797,0.0,0.2939893255002602,0.26769863216346595,0.0,0.1551479817891974,0.37771755344639374,0.1729541132267439,0.0,0.0,0.0,0.10931096264613088,0.3017885614169784,0.732301367836534,0.0,0.43041165659371466,143.0,176.0,113.0,,193.0,1,4.969813299576001,1,5.176149732573829,1,4.736198448394496,0,0.0,1,5.267858159063328,4,6.439350371100098,94.0,1,Pass,1
116529,0.18790182470910755,0.0,0.32950657653239485,0.0,0.0,0.0,0.0,0.33524671173380255,0.0,0.0,0.18790182470910755,0.0,0.0775687851286521,0.0,0.0,0.6241963505817848,0.0,0.25767792660515043,0.0,0.0,11.0,,38.0,,,1,2.4849066497880004,0,0.0,1,3.6635616461296463,0,0.0,0,0.0,2,3.912023005428146,82.0,1,Fail,0
119310,0.43318025631029,0.0,0.470406292170254,0.43391643901888055,0.6400189217765382,0.12228792381975288,0.19751953647099588,0.03279269352707913,0.22680721166436987,0.05528657820021217,0.0,0.2754706861472008,0.09837808058123737,0.1762869664500279,0.21286548132651362,0.4445318198699571,0.5270097773818033,0.39842293372142945,0.1629893828667217,0.091829018696736,232.0,333.0,203.0,479.0,223.0,1,5.4510384535657,1,5.811140992976701,1,5.318119993844216,1,6.173786103901937,1,5.4116460518550396,5,7.293697720601438,80.0,1,Pass,1
119865,0.15890396951162772,0.17115992290562837,0.3633661429083514,0.16977802173156517,0.48552842185029,0.18453423815332112,0.3523113960528315,0.17439244771123483,0.4171320181577153,0.35572644388688757,0.2719120893119843,0.15076541961537243,0.08719622385561743,0.1823401809009403,0.11477945289363668,0.38464970302306695,0.3257632614261677,0.37504518552479627,0.23074977920977924,0.04396568136918594,410.0,552.0,167.0,194.0,644.0,1,6.018593214496234,1,6.315358001522335,1,5.123963979403259,1,5.272999558563747,1,6.4692503167957724,5,7.584773077612199,86.0,1,Distinction,1
125063,0.09898594584876169,0.2799550660200744,0.24668969154882125,0.061191317045542294,0.2563288365966483,0.21364869396973266,0.19452300165463032,0.0,0.15361838358045768,0.37472003646619406,0.29695796615775094,0.2604937278670975,0.48107615351464006,0.11135660368816436,0.21807841256975397,0.39040739402375474,0.2650282044581977,0.27223415493653863,0.6738336956858356,0.15087271436740352,490.0,376.0,371.0,347.0,1384.0,1,6.19644412779452,1,5.932245187448011,1,5.918893854273146,1,5.8522024797744745,1,7.233455418621439,5,7.99598047476376,86.0,1,Fail,0
129907,0.0,0.2858197830212394,0.38980425253657097,0.2993363783719965,0.4523548444987063,0.10623510709460804,0.40321626029790714,0.09264085841890003,0.17482285520297894,0.22220026302620005,0.35846785834719924,0.12346929861466441,0.2359657339211935,0.20291392172256995,0.16270337456320424,0.5352970345581927,0.1874946580661889,0.28158915512333543,0.32292684470245464,0.16274151791188943,639.0,446.0,669.0,892.0,1047.0,1,6.461468176353717,1,6.102558594613569,1,6.507277712385012,1,6.794586580876499,1,6.954638864880987,5,8.214465160759186,88.0,1,Distinction,1
130409,0.0,0.6294437940807934,0.0,0.5419766203817945,0.0,0.0,0.04482469749219601,0.0,0.45802337961820544,0.0,0.0,0.12583883513445962,0.5303290195561404,0.0,0.36980841984860396,0.0,0.19989267329255087,0.46967098044385963,0.0,0.630191580151396,,214.0,10.0,15.0,633.0,0,0.0,1,5.3706380281276624,1,2.3978952727983707,1,2.772588722239781,1,6.452048954437226,4,6.771935555839602,62.0,1,Pass,1
131597,0.17506670037255928,0.1089515904950854,0.22888927994051994,0.008707459918729172,0.0,0.3614117421045309,0.1411497979839804,0.4035961553343102,0.2675182639286943,0.0,0.16222177786513675,0.2996211495133194,0.14697104770945005,0.4851030527548958,0.0,0.30129977965777316,0.4502774620076148,0.22054351701571973,0.23867122339768085,0.0,60.0,557.0,222.0,738.0,,1,4.110873864173311,1,6.324358962381311,1,5.407171771460119,1,6.6052979209482015,0,0.0,4,7.363913501405819,92.0,1,Pass,1
132475,0.2520501647281499,0.1144064205046144,0.3022465767582143,0.29264179215056024,0.35174308051575837,0.2182469655116426,0.2388023419148103,0.21472531395105546,0.4152283362206436,0.13737401890401607,0.21227901162594634,0.28106300523347966,0.13177365635223978,0.16802420698956297,0.28275450248821243,0.3174238581342611,0.3657282323470956,0.35125445293849045,0.12410566463923316,0.22812839809201324,590.0,519.0,544.0,568.0,1038.0,1,6.3818160174060985,1,6.253828811575473,1,6.300785794663244,1,6.343880434126331,1,6.946013991099227,5,8.089482474360754,64.0,1,Pass,1
135280,0.02334328949494582,0.12033679287252318,0.14203527748976663,0.04396640886275757,0.19554277904135597,0.6092384551441823,0.5851349735256041,0.13291447845557133,0.04396640886275757,0.0,0.02334328949494582,0.0,0.0,0.0,0.4649796555647158,0.34407496586592623,0.29452823360187264,0.7250502440546621,0.9120671822744848,0.33947756539392826,863.0,166.0,180.0,164.0,560.0,1,6.761572768804055,1,5.117993812416755,1,5.198497031265826,1,5.10594547390058,1,6.329720905522696,5,7.56734567601324,82.0,1,Distinction,1
136944,0.0,0.0,0.0,0.11929530564367322,0.0,0.0,0.0,0.0,0.15849741951512572,0.0,0.5,0.0,0.15491756954115365,0.5637098553260753,0.2242438242175754,0.5,0.0,0.8450824304588465,0.15849741951512572,0.7757561757824245,6.0,,30.0,227.0,11.0,1,1.9459101490553132,0,0.0,1,3.4339872044851463,1,5.429345628954441,1,2.4849066497880004,4,5.616771097666572,82.0,1,Pass,1
139206,0.29464498805779343,0.18037384806416612,0.36892436784107296,0.18270931330098455,0.40607924229034564,0.1423361311163388,0.22554036972242544,0.3721673679309774,0.1985587070987121,0.26556654769384214,0.25267596469347336,0.25701645486479646,0.10596576064896453,0.23274011196370836,0.14742274874068617,0.3103429161323945,0.3370693273486119,0.15294250357898528,0.38599186763659504,0.18093146127512602,627.0,684.0,816.0,679.0,755.0,1,6.4425401664681985,1,6.529418838262226,1,6.705639094860003,1,6.522092798170152,1,6.628041376179533,5,8.178077463849608,78.0,1,Distinction,1
142310,0.31835958540934084,0.11507131333051657,0.0,0.1660182669015267,0.31723230221807264,0.3434989849744396,0.15727093177242324,0.22001329775586453,0.3793579817837785,0.5200088378134261,0.244996102528079,0.34821013952599383,0.40186069654896556,0.15670796704720044,0.1627588599685012,0.09314532708814051,0.37944761537106625,0.37812600569516985,0.2979157842674944,0.0,244.0,234.0,225.0,387.0,1112.0,1,5.501258210544727,1,5.459585514144159,1,5.420534999272286,1,5.961005339623274,1,7.014814351275545,5,7.697575346802343,72.0,1,Pass,1
143755,0.31528449436206407,0.28564278234886026,0.32390924990922493,0.0,0.0,0.09531713896440848,0.33062572070573026,0.25449147889762513,0.0,0.0,0.2225066345079758,0.21302660887328997,0.017720018353309212,0.0,0.0,0.3668917321655516,0.1707048880721196,0.40387925283984083,0.0,0.0,1129.0,530.0,579.0,,,1,7.029972911706386,1,6.274762021241939,1,6.363028103540465,0,0.0,0,0.0,3,7.713784616598755,92.0,1,Pass,1
149178,0.3511717827953698,0.20305488870832095,0.4398045951914017,0.32470723151841674,0.0,0.2665871856514196,0.2519035648269288,0.26683496902982,0.2961949168517483,0.0,0.17405316562115827,0.09437160938566935,0.07223673081254944,0.23852361684368012,0.0,0.20818786593205235,0.4506699370790809,0.22112370496622877,0.14057423478615486,0.0,532.0,659.0,558.0,268.0,,1,6.278521424165844,1,6.492239835020471,1,6.326149473155099,1,5.594711379601839,0,0.0,4,7.609862200913554,90.0,1,Pass,1
150282,0.39078238467466836,0.30435822720252675,0.09775955450661235,0.0,0.20983675349004444,0.11547869795249058,0.13390919801143972,0.49665705003788563,0.17527126601202594,0.42257271945977143,0.10075549533534828,0.20120288541490192,0.0,0.0,0.07258756756584857,0.3929834220374927,0.3605296893711317,0.40558339545550204,0.824728733987974,0.29500295948433564,168.0,123.0,120.0,105.0,189.0,1,5.1298987149230735,1,4.820281565605037,1,4.795790545596741,1,4.663439094112067,1,5.247024072160486,5,6.559615237493242,86.0,1,Pass,1
152524,0.2607080792097726,0.19867206438106008,0.22824161643359878,0.3054401175135031,0.23829099878845927,0.26721360466954047,0.25313542246304044,0.24887372114514866,0.23300678082613666,0.24236880453136028,0.2352168270460786,0.2682538844525873,0.21287235385064987,0.1849382642158127,0.2653279807495957,0.2368614890746083,0.27993862870331215,0.3100123085706027,0.2766148374445477,0.2540122159305847,964.0,1030.0,1159.0,1172.0,3143.0,1,6.872128101338986,1,6.93828448401696,1,7.05617528410041,1,7.067319848653476,1,8.053251153549096,5,8.918516400357067,100.0,1,Distinction,1
152917,0.25557833266525987,0.32847960495186235,0.269505990389961,0.08646410451737972,0.28771691636766666,0.10347020284389037,0.08462770162517512,0.2989483100879694,0.3307202681708758,0.321164900337929,0.26091537672996296,0.07992439425286454,0.07322939419012824,0.16853616779424402,0.2609821406656518,0.38003608776088676,0.5069682991700979,0.3583163053319415,0.41427945951750045,0.1301360426287527,694.0,894.0,577.0,1408.0,3410.0,1,6.543911845564792,1,6.796823718274855,1,6.359573868672378,1,7.25063551189868,1,8.134760782418645,5,8.851377097519439,82.0,1,Distinction,1
155938,0.2176736582539014,0.42654863165320195,0.2633522033237412,0.34278809189720066,0.4776119990243939,0.28246130869395136,0.17303335685005333,0.46567685070542886,0.14569529462836006,0.2744645873646602,0.17337693363915627,0.10295587039130125,0.14755321339055782,0.0,0.2479234136109459,0.32648809941299095,0.29746214110544344,0.12341773258027205,0.5115166134744393,0.0,557.0,508.0,325.0,318.0,787.0,1,6.324358962381311,1,6.2324480165505225,1,5.786897381366708,1,5.765191102784844,1,6.669498089857879,5,7.822444729489319,92.0,1,Pass,1
159906,0.3085667575653404,0.24548700928171951,0.20422285301353615,0.0,0.0,0.0,0.4008211102154445,0.327835938096241,0.23545649071068436,0.0,0.5563085205373032,0.21483187184472696,0.0,0.22897900724949954,0.0,0.13512472189735647,0.13886000865810907,0.4679412088902229,0.5355645020398161,0.0,266.0,228.0,69.0,284.0,,1,5.58724865840025,1,5.43372200355424,1,4.248495242049359,1,5.652489180268651,0,0.0,4,6.742880635791903,74.0,1,Pass,1
159947,0.0,0.27824552168302485,0.21545442207501458,0.3615690356398899,0.345138563082057,0.0,0.14693569780051996,0.31179663170773864,0.21012877766352686,0.32075392267796665,0.05850876585285538,0.3562031251683944,0.13536652481896616,0.17159210296412378,0.11210367890488955,0.9414912341471446,0.2186156553480608,0.3373824213982805,0.2567100837324596,0.22200383533508686,129.0,659.0,263.0,278.0,958.0,1,4.867534450455582,1,6.492239835020471,1,5.575949103146316,1,5.631211781821365,1,6.8658910748834385,5,7.7354333524996886,78.0,1,Fail,0
164148,0.3185289137931661,0.2614464562693394,0.2538930175767301,0.2054078842189647,0.5667523079849404,0.07723853374656474,0.1698895428840689,0.20083331362391812,0.1227830329869623,0.26558901872630925,0.0,0.38453193094471216,0.2836481190045339,0.44392336969769053,0.0,0.6042325524602692,0.1841320699018796,0.2616255497948179,0.22788571309638245,0.16765867328875045,306.0,727.0,1036.0,794.0,390.0,1,5.726847747587197,1,6.590301048196686,1,6.9440872082295275,1,6.678342114654332,1,5.968707559985366,5,8.087640287778983,92.0,1,Pass,1
166123,0.15638527817574224,0.15369080916369024,0.3286114028050878,0.19644273072020949,0.3327654448341307,0.3231057980195274,0.4014818872327099,0.0,0.26041974679897834,0.3345770925930728,0.0692491116074134,0.18491822064181881,0.3969526300429753,0.28691257607770787,0.1510514232372658,0.45125981219731687,0.259909082961781,0.27443596715193674,0.2562249464031042,0.1816060393355308,339.0,603.0,273.0,488.0,772.0,1,5.8289456176102075,1,6.403574197934815,1,5.6131281063880705,1,6.192362489474872,1,6.650279048587422,5,7.814399633804487,80.0,1,Pass,1
169596,0.17134151596325514,0.1618321476261664,0.26585483017694445,0.0,0.0,0.20092714353973448,0.1618321476261664,0.016694377413658604,0.0,0.0,0.21199229210167328,0.2315320415500515,0.13831963166565078,0.0,0.0,0.41573904839533704,0.4448036631976156,0.5791311607437462,0.0,0.0,336.0,216.0,334.0,,,1,5.820082930352362,1,5.37989735354046,1,5.814130531825066,0,0.0,0,0.0,3,6.787844982309579,70.0,1,Fail,0
170874,0.19841144249539422,0.31313155753883676,0.10582571999963064,0.14077876417080684,0.415537690760974,0.27476794599550625,0.23771533663999111,0.14290413104988053,0.2802887531763252,0.2618842821760494,0.1820538666951691,0.11858731356417115,0.22434225372656497,0.2562489812946291,0.11470701910710528,0.3447667448139305,0.33056579225700106,0.5269278952239239,0.32268350135823876,0.20787100795587135,336.0,299.0,463.0,499.0,136.0,1,5.820082930352362,1,5.703782474656201,1,6.139884552226255,1,6.214608098422191,1,4.919980925828125,5,7.458186157340487,68.0,1,Pass,1
172493,0.08070034718790232,0.16674500996039948,0.45544113677165293,0.3513580678782551,0.2989987736072925,0.07439146376967792,0.44379254333257434,0.18911866481385725,0.13026629123179365,0.2597708534633189,0.342390511836764,0.11920028735448936,0.17074435953650605,0.1829438458463753,0.2092100926618244,0.5025176772056559,0.2702621593525369,0.1846958388779836,0.335431795043576,0.2320202802675642,458.0,346.0,605.0,764.0,885.0,1,6.129050210060545,1,5.849324779946859,1,6.406879986069314,1,6.639875833826536,1,6.786716950605081,5,8.025843344150903,84.0,1,Pass,1
