aluno,forma_w00,forma_w01,forma_w02,forma_w03,forma_w04,forma_w05,forma_w06,forma_w07,forma_w08,forma_w09,forma_w10,forma_w11,forma_w12,forma_w13,forma_w14,forma_w15,forma_w16,forma_w17,forma_w18,forma_w19,forma_w20,forma_w21,forma_w22,forma_w23,forma_w24,forma_w25,forma_w26,forma_w27,forma_w28,forma_w29
AAA_2013J_116692,0.04469987228607918,0.13026819923371646,0.07151979565772669,0.03065134099616858,0.06130268199233716,0.038314176245210725,0.05363984674329502,0.07790549169859515,0.022988505747126436,0.0,0.033205619412515965,0.04597701149425287,0.04342273307790549,0.038314176245210725,0.021711366538952746,0.03959131545338442,0.03065134099616858,0.008939974457215836,0.04725415070242656,0.06130268199233716,0.020434227330779056,0.020434227330779056,0.0,0.008939974457215836,0.011494252873563218,0.037037037037037035,0.0,0.0,0.0,0.0
AAA_2013J_118983,0.0,0.10869565217391304,0.07608695652173914,0.043478260869565216,0.06159420289855073,0.06521739130434782,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,0.2246376811594203,0.050724637681159424,0.0,0.0036231884057971015,0.0,0.0,0.17028985507246377,0.0,0.0,0.0,0.0,0.018115942028985508,0.0036231884057971015,0.0036231884057971015,0.025362318840579712,0.057971014492753624,0.0,0.010869565217391304
AAA_2013J_123044,0.12855740922473013,0.06771344455348381,0.0873405299313052,0.05986261040235525,0.061334641805691856,0.05544651619234544,0.05593719332679097,0.019136408243375858,0.004416094210009814,0.0,0.03483807654563297,0.053974484789008834,0.02404317958783121,0.023061825318940136,0.0647693817468106,0.010794896957801767,0.021589793915603533,0.010304219823356232,0.026005888125613347,0.04906771344455348,0.014720314033366046,0.0,0.016683022571148183,0.021099116781157997,0.03876349362119725,0.02404317958783121,0.022571148184494603,0.003925417075564278,0.0,0.0
AAA_2013J_127582,0.017067494181536073,0.08223429014740109,0.09309542280837858,0.09076803723816912,0.03413498836307215,0.035686578743211794,0.0395655546935609,0.0023273855702094647,0.017067494181536073,0.0,0.03801396431342126,0.05663304887509697,0.06904577191621412,0.008533747090768037,0.021722265321955005,0.0069821567106283944,0.09930178432893716,0.038789759503491075,0.037238169123351435,0.07059736229635376,0.0031031807602792862,0.004654771140418929,0.016291698991466253,0.062063615205585725,0.04654771140418929,0.0,0.008533747090768037,0.0,0.0,0.0
AAA_2013J_132976,0.12605042016806722,0.0819327731092437,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.09033613445378151,0.004201680672268907,0.004201680672268907,0.0,0.09243697478991597,0.031512605042016806,0.09033613445378151,0.01050420168067227,0.0063025210084033615,0.0,0.04411764705882353,0.14285714285714285,0.07563025210084033,0.0,0.03571428571428571,0.0273109243697479,0.0,0.0
AAA_2013J_134143,0.12236121970289289,0.013291634089132134,0.056684910086004694,0.037138389366692726,0.03205629397967162,0.02580140734949179,0.0050820953870211105,0.018764659890539485,0.05942142298670837,0.049648162627052385,0.03244722439405786,0.01641907740422205,0.022673964034401875,0.022283033620015637,0.03440187646598905,0.056684910086004694,0.0109460516028147,0.007818608287724784,0.031665363565285376,0.06645817044566067,0.1673182173573104,0.019546520719311962,0.005863956215793589,0.012900703674745896,0.028146989835809225,0.033229085222830336,0.007427677873338546,0.0023455824863174357,0.0,0.0011727912431587178
AAA_2013J_137873,0.028560620389634955,0.05466237942122187,0.03915263854738037,0.06052581804425951,0.05409494987705693,0.07546812937393607,0.02175146585965576,0.042935502175146585,0.029506336296576507,0.02042746358993758,0.03574806128239077,0.032532627198789486,0.017401172687724606,0.02383204085492718,0.06355210894647248,0.06033667486287119,0.024966899943257046,0.015131454511064877,0.02818233402685833,0.009078872706638926,0.05390580669566862,0.018536031776054472,0.02723661811991678,0.0346132021940609,0.04047664081709854,0.04180064308681672,0.03763949309627388,0.00794401361830906,0.0,0.0
AAA_2013J_1401935,0.37158469945355194,0.2459016393442623,0.0,0.0273224043715847,0.0546448087431694,0.08196721311475409,0.08196721311475409,0.02185792349726776,0.01092896174863388,0.0,0.0273224043715847,0.060109289617486336,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAA_2013J_1402638,0.14603960396039603,0.08663366336633663,0.09900990099009901,0.09405940594059406,0.04579207920792079,0.0037128712871287127,0.0,0.04826732673267327,0.008663366336633664,0.0037128712871287127,0.04579207920792079,0.028465346534653466,0.006188118811881188,0.055693069306930694,0.019801980198019802,0.0049504950495049506,0.017326732673267328,0.0024752475247524753,0.0,0.06683168316831684,0.09034653465346534,0.008663366336633664,0.0049504950495049506,0.06683168316831684,0.006188118811881188,0.02103960396039604,0.009900990099009901,0.008663366336633664,0.0,0.0
AAA_2013J_141355,0.0856338028169014,0.1171830985915493,0.06422535211267606,0.029295774647887324,0.008450704225352112,0.08169014084507042,0.03267605633802817,0.011830985915492958,0.0,0.0,0.01971830985915493,0.021971830985915493,0.07774647887323943,0.05126760563380282,0.012957746478873239,0.022535211267605635,0.008450704225352112,0.014647887323943662,0.03436619718309859,0.061971830985915494,0.010140845070422535,0.009577464788732394,0.006197183098591549,0.07267605633802816,0.0552112676056338,0.014084507042253521,0.031549295774647886,0.0428169014084507,0.0011267605633802818,0.0
AAA_2013J_1414443,0.08530042918454936,0.11695278969957082,0.1427038626609442,0.08476394849785408,0.00536480686695279,0.013412017167381975,0.001609442060085837,0.07618025751072961,0.023068669527896997,0.06491416309012875,0.000536480686695279,0.03111587982832618,0.002682403433476395,0.09603004291845493,0.024141630901287552,0.03379828326180258,0.0101931330472103,0.0,0.05150214592274678,0.0,0.032188841201716736,0.0,0.09656652360515021,0.006974248927038627,0.0,0.0,0.0,0.0,0.0,0.0
AAA_2013J_142326,0.013643254168772108,0.09600808489135927,0.02223345123799899,0.03233956543708944,0.021728145528044467,0.009095502779181405,0.009600808489135927,0.05659423951490652,0.026781202627589692,0.03638201111672562,0.03840323395654371,0.005053057099545225,0.01869631126831733,0.03183425972713492,0.08185952501263265,0.01869631126831733,0.05406771096513391,0.029307731177362305,0.03739262253663466,0.06417382516422436,0.019706922688226377,0.013643254168772108,0.019201616978271854,0.007579585649317837,0.04749873673572511,0.10358767054067711,0.07933299646286003,0.0055583628094997475,0.0,0.0
AAA_2013J_144801,0.04899817850637523,0.060655737704918035,0.06520947176684881,0.021129326047358836,0.03843351548269581,0.02331511839708561,0.029143897996357013,0.04626593806921676,0.018397085610200363,0.011111111111111112,0.013843351548269581,0.040983606557377046,0.016575591985428052,0.03224043715846994,0.027686703096539162,0.008014571948998178,0.029326047358834244,0.027686703096539162,0.018579234972677595,0.053551912568306013,0.024408014571948997,0.028597449908925317,0.055373406193078324,0.019489981785063754,0.04644808743169399,0.07194899817850638,0.06357012750455374,0.026593806921675775,0.029690346083788708,0.00273224043715847
AAA_2013J_145130,0.1111111111111111,0.23429951690821257,0.09178743961352658,0.004830917874396135,0.04589371980676329,0.007246376811594203,0.07729468599033816,0.0,0.0,0.0,0.0,0.0,0.0024154589371980675,0.033816425120772944,0.0,0.0024154589371980675,0.0,0.05314009661835749,0.012077294685990338,0.09178743961352658,0.0,0.0,0.0024154589371980675,0.07971014492753623,0.08695652173913043,0.0,0.01932367149758454,0.03864734299516908,0.0,0.004830917874396135
AAA_2013J_146188,0.018281535648994516,0.06398537477148081,0.06764168190127971,0.0,0.014625228519195612,0.10420475319926874,0.12797074954296161,0.0,0.0,0.0,0.0,0.10603290676416818,0.1736745886654479,0.06764168190127971,0.0,0.0,0.0,0.0,0.0,0.04936014625228519,0.038391224862888484,0.0,0.0,0.051188299817184646,0.0,0.0,0.0,0.113345521023766,0.003656307129798903,0.0
AAA_2013J_1465690,0.016089860352155434,0.05859137826350941,0.07953855494839102,0.05343047965998786,0.06769884638737098,0.0482695810564663,0.025197328476017,0.016697024893746207,0.0036429872495446266,0.01700060716454159,0.027625986642380085,0.01973284760170006,0.025197328476017,0.03642987249544627,0.05312689738919247,0.0015179113539769277,0.03642987249544627,0.03673345476624165,0.02853673345476624,0.018214936247723135,0.022768670309653915,0.04371584699453552,0.061930783242258654,0.04644808743169399,0.06830601092896176,0.04553734061930783,0.029751062537947785,0.006375227686703097,0.0,0.00546448087431694
AAA_2013J_1472925,0.0,0.0,0.07135250266240682,0.18210862619808307,0.03194888178913738,0.07880724174653887,0.012779552715654952,0.0,0.0,0.0,0.002129925452609159,0.019169329073482427,0.024494142705005325,0.13525026624068157,0.0,0.006389776357827476,0.007454739084132056,0.026624068157614485,0.19275825346112885,0.003194888178913738,0.04898828541001065,0.0,0.022364217252396165,0.0670926517571885,0.0010649627263045794,0.0,0.03727369542066028,0.02875399361022364,0.0,0.0
AAA_2013J_147756,0.21839080459770116,0.3045977011494253,0.038314176245210725,0.02681992337164751,0.013409961685823755,0.044061302681992334,0.0,0.013409961685823755,0.005747126436781609,0.017241379310344827,0.013409961685823755,0.0038314176245210726,0.0421455938697318,0.06130268199233716,0.009578544061302681,0.03065134099616858,0.009578544061302681,0.009578544061302681,0.019157088122605363,0.06321839080459771,0.044061302681992334,0.005747126436781609,0.0,0.0038314176245210726,0.0019157088122605363,0.0,0.0,0.0,0.0,0.0
AAA_2013J_1488959,0.022829678582156804,0.11565034544908381,0.05407029137879243,0.09672574346650646,0.04385701411835386,0.011414839291078402,0.03935115650345449,0.024031240612796635,0.01622108741363773,0.013517572844698107,0.01592069690597777,0.04175428056473415,0.022529288074496844,0.0006007810153199159,0.0024031240612796636,0.017723039951937518,0.015620306398317813,0.09702613397416641,0.08801441874436768,0.025533193151096426,0.0435566236106939,0.025232802643436466,0.02313006908981676,0.042355061580054074,0.018624211474917392,0.056473415440072096,0.024031240612796635,0.0018023430459597476,0.0,0.0
AAA_2013J_151358,0.018518518518518517,0.11851851851851852,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.08148148148148149,0.014814814814814815,0.0,0.0,0.011111111111111112,0.0,0.32222222222222224,0.011111111111111112,0.0,0.0,0.0,0.014814814814814815,0.3111111111111111,0.0,0.0,0.08148148148148149,0.003703703703703704,0.0,0.0
AAA_2013J_1518989,0.12091662603607996,0.05143832276938079,0.08386153096050707,0.020234032179424672,0.05558264261335934,0.046318868844466114,0.04680643588493418,0.009751340809361287,0.010970258410531447,0.02437835202340322,0.0,0.018283764017552412,0.04363725012189176,0.04973183812774257,0.048512920526572405,0.042662116040955635,0.004144319843978547,0.01218917601170161,0.05777669429546563,0.051682106289614824,0.022671867381764993,0.01218917601170161,0.010482691370063383,0.05143832276938079,0.0568015602145295,0.009751340809361287,0.020477815699658702,0.017064846416382253,0.0,0.00024378352023403217
AAA_2013J_155550,0.0,0.12604456824512536,0.1288300835654596,0.011142061281337047,0.026462395543175487,0.03899721448467967,0.006267409470752089,0.004874651810584958,0.0,0.0,0.03690807799442897,0.0584958217270195,0.09401114206128133,0.03690807799442897,0.009749303621169917,0.004178272980501393,0.0020891364902506965,0.011142061281337047,0.017409470752089137,0.017409470752089137,0.0,0.0,0.029944289693593314,0.026462395543175487,0.006267409470752089,0.01532033426183844,0.21239554317548748,0.0786908077994429,0.0,0.0
AAA_2013J_155854,0.08951199784308439,0.042059854408196276,0.04933944459423025,0.04286869776220006,0.04960905904556484,0.043138312213534646,0.01563763817740631,0.013211108115394984,0.009975734699379887,0.0018873011593421407,0.031005661903478025,0.04421677001887301,0.02291722836344028,0.020490698301428956,0.05230520355891076,0.009436505796710704,0.045025613372876784,0.037746023186842816,0.004583445672688056,0.026961445133459154,0.05284443246157994,0.008358047991372337,0.04232946885953087,0.014289565920733351,0.036667565381504445,0.10784578053383662,0.039363709894850364,0.03316257751415476,0.007549204637368563,0.0056619034780264225
AAA_2013J_157568,0.0447427293064877,0.15883668903803133,0.020134228187919462,0.014914243102162566,0.0529455630126771,0.047725577926920205,0.03355704697986577,0.02609992542878449,0.0,0.0,0.024608501118568233,0.06487695749440715,0.04697986577181208,0.013422818791946308,0.0022371364653243847,0.0395227442207308,0.005219985085756898,0.023117076808351976,0.07755406413124534,0.0738255033557047,0.07457121551081283,0.006711409395973154,0.05070842654735272,0.04548844146159582,0.0007457121551081282,0.0007457121551081282,0.05070842654735272,0.0,0.0,0.0
AAA_2013J_1618738,0.36376210235131395,0.0013831258644536654,0.015214384508990318,0.0,0.0,0.12033195020746888,0.12586445366528354,0.0,0.0,0.13278008298755187,0.0,0.0,0.0,0.07330567081604426,0.0,0.0,0.0,0.0636237897648686,0.0,0.0,0.0,0.05394190871369295,0.005532503457814661,0.0013831258644536654,0.012448132780082987,0.0,0.0,0.030428769017980636,0.0,0.0
AAA_2013J_1620151,0.21242937853107344,0.28700564971751413,0.12542372881355932,0.0011299435028248588,0.021468926553672316,0.09943502824858758,0.005649717514124294,0.013559322033898305,0.0011299435028248588,0.0,0.0011299435028248588,0.007909604519774011,0.0192090395480226,0.11977401129943503,0.07909604519774012,0.0,0.003389830508474576,0.0011299435028248588,0.0011299435028248588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAA_2013J_1626710,0.057510404842981463,0.08172531214528944,0.04937570942111237,0.04370034052213394,0.041241013999243285,0.03234960272417707,0.03594400302686341,0.030836171017782823,0.03859250851305335,0.028755202421490732,0.04578130911842603,0.03726825576995838,0.020242149073023078,0.02364737041241014,0.055051078320090804,0.04332198259553538,0.031214528944381384,0.04275444570563754,0.01362088535754824,0.04918653045781309,0.025728339008702233,0.024214907302307985,0.02175558077941733,0.012864169504351116,0.05183503594400303,0.007567158531971245,0.037079076806659096,0.012485811577752554,0.00340522133938706,0.0009458948164964056
AAA_2013J_1640609,0.057536644060380664,0.10107197549770292,0.031502953401881424,0.04178516735943995,0.02931524830452855,0.033471887989499016,0.03456574053817545,0.024064756070881644,0.0586304966090571,0.018376722817764167,0.04834828265149858,0.02734631371691096,0.04462918398599869,0.04419164296652811,0.03325311747976373,0.034346970028440164,0.033690658499234305,0.031502953401881424,0.029971559833734413,0.031284182892146135,0.017282870269087727,0.007875738350470356,0.02362721505141107,0.03478451104791074,0.042222708378910526,0.0284401662655874,0.036753445635528334,0.018376722817764167,0.0013126230584117262,0.0004375410194705754
AAA_2013J_164259,0.03260869565217391,0.08695652173913043,0.05,0.002173913043478261,0.006521739130434782,0.058695652173913045,0.006521739130434782,0.0,0.008695652173913044,0.0,0.006521739130434782,0.06739130434782609,0.14565217391304347,0.006521739130434782,0.002173913043478261,0.0,0.03695652173913044,0.0,0.09782608695652174,0.0,0.017391304347826087,0.08260869565217391,0.04782608695652174,0.06739130434782609,0.05217391304347826,0.013043478260869565,0.08043478260869565,0.010869565217391304,0.0,0.013043478260869565
AAA_2013J_167906,0.07787481804949054,0.05822416302765648,0.055312954876273655,0.03857350800582242,0.016739446870451237,0.07059679767103348,0.048034934497816595,0.027656477438136828,0.004366812227074236,0.000727802037845706,0.05240174672489083,0.036390101892285295,0.03275109170305677,0.05967976710334789,0.0,0.005094614264919942,0.013100436681222707,0.040756914119359534,0.05240174672489083,0.06040756914119359,0.000727802037845706,0.001455604075691412,0.00727802037845706,0.08224163027656478,0.05458515283842795,0.021834061135371178,0.0611353711790393,0.018195050946142648,0.001455604075691412,0.0
AAA_2013J_168936,0.053691275167785234,0.17181208053691274,0.1087248322147651,0.0348993288590604,0.0,0.016107382550335572,0.040268456375838924,0.0013422818791946308,0.0,0.03758389261744966,0.0348993288590604,0.0013422818791946308,0.02953020134228188,0.01879194630872483,0.005369127516778523,0.0013422818791946308,0.0013422818791946308,0.004026845637583893,0.15570469798657718,0.024161073825503355,0.006711409395973154,0.0,0.0,0.038926174496644296,0.0174496644295302,0.0013422818791946308,0.1342281879194631,0.04832214765100671,0.012080536912751677,0.0
AAA_2013J_172112,0.035449735449735446,0.06666666666666667,0.025925925925925925,0.013227513227513227,0.005291005291005291,0.003703703703703704,0.04656084656084656,0.040740740740740744,0.004232804232804233,0.0,0.01164021164021164,0.016931216931216932,0.06031746031746032,0.022222222222222223,0.0031746031746031746,0.02275132275132275,0.007407407407407408,0.05026455026455026,0.03756613756613757,0.03015873015873016,0.022222222222222223,0.01798941798941799,0.06931216931216931,0.06507936507936508,0.028042328042328042,0.027513227513227514,0.22328042328042327,0.0417989417989418,0.0,0.0005291005291005291
AAA_2013J_172797,0.0,0.0425273390036452,0.0212636695018226,0.012150668286755772,0.002430133657351154,0.020048602673147023,0.0,0.0006075334143377885,0.0,0.0,0.023086269744835967,0.06622114216281895,0.009113001215066828,0.07776427703523693,0.002430133657351154,0.02612393681652491,0.08201701093560146,0.03462940461725395,0.03523693803159174,0.03645200486026731,0.01701093560145808,0.06865127582017011,0.009113001215066828,0.043134872417982986,0.24908869987849333,0.054678007290400975,0.01275820170109356,0.012150668286755772,0.03766707168894289,0.0036452004860267314
AAA_2013J_1729319,0.007742934572202865,0.09601238869531553,0.05497483546264034,0.05265195509097948,0.008517228029423151,0.05962059620596206,0.008517228029423151,0.003097173828881146,0.00038714672861014324,0.003097173828881146,0.02710027100271003,0.012001548586914441,0.07820363917924894,0.02051877661633759,0.024777390631049168,0.03948896631823461,0.01664730933023616,0.051490514905149054,0.0545876887340302,0.053426248548199766,0.014711575687185443,0.016260162601626018,0.03290747193186218,0.06387921022067364,0.06542779713511421,0.01780874951606659,0.05613627564847077,0.0600077429345722,0.0,0.0
AAA_2013J_1746134,0.12617370892018778,0.046948356807511735,0.00528169014084507,0.01995305164319249,0.03051643192488263,0.21654929577464788,0.0,0.011737089201877934,0.0,0.09507042253521127,0.041666666666666664,0.02640845070422535,0.0,0.057511737089201875,0.03697183098591549,0.02112676056338028,0.017018779342723004,0.013497652582159625,0.0,0.0,0.056924882629107984,0.02112676056338028,0.017605633802816902,0.0,0.024061032863849766,0.058098591549295774,0.05575117370892019,0.0,0.0,0.0
AAA_2013J_174782,0.06806020066889631,0.05568561872909699,0.07642140468227425,0.025752508361204015,0.024080267558528427,0.039297658862876256,0.034782608695652174,0.025919732441471572,0.03444816053511706,0.0068561872909699,0.037959866220735786,0.022073578595317726,0.028762541806020066,0.04331103678929766,0.03311036789297659,0.023411371237458192,0.03394648829431438,0.037123745819397994,0.028762541806020066,0.028428093645484948,0.05117056856187291,0.0205685618729097,0.03060200668896321,0.024414715719063545,0.04381270903010034,0.018896321070234114,0.08177257525083612,0.016387959866220735,0.002173913043478261,0.002006688963210702
AAA_2013J_175392,0.08381721787427417,0.0944206008583691,0.05049229992426155,0.0358495329462257,0.025246149962130773,0.06033829840949255,0.02575107296137339,0.027770764958343852,0.03231507195152739,0.017672304973491544,0.04140368593789447,0.04140368593789447,0.0552890684170664,0.04620045443069932,0.03483968694774047,0.02953799545569301,0.0260035344609947,0.02120676596818985,0.028780610956829083,0.022973996465539007,0.01792476647311285,0.013885382479171926,0.020701842968947236,0.039636455440545316,0.039636455440545316,0.023226457965160312,0.02019691996970462,0.020701842968947236,0.0015147689977278464,0.0012623074981065387
AAA_2013J_175932,0.036374133949191687,0.06524249422632794,0.08429561200923788,0.06524249422632794,0.07332563510392609,0.2061200923787529,0.07043879907621248,0.02020785219399538,0.028868360277136258,0.032909930715935336,0.0011547344110854503,0.0,0.007505773672055427,0.0023094688221709007,0.03983833718244804,0.06235565819861432,0.023094688221709007,0.040993071593533485,0.02771362586605081,0.01212471131639723,0.0017321016166281756,0.004618937644341801,0.02424942263279446,0.022517321016166283,0.009815242494226328,0.0011547344110854503,0.013856812933025405,0.012702078521939953,0.009237875288683603,0.0
