aluno,forma_w00,forma_w01,forma_w02,forma_w03,forma_w04,forma_w05,forma_w06,forma_w07,forma_w08,forma_w09,forma_w10,forma_w11,forma_w12,forma_w13,forma_w14,forma_w15,forma_w16,forma_w17,forma_w18,forma_w19,forma_w20,forma_w21,forma_w22,forma_w23,forma_w24,forma_w25,forma_w26,forma_w27,forma_w28,forma_w29,total_cliques,media_semanal,semanas_ativas,semanas_mortas,inclinacao,centro_massa,std_forma,pico_posicao,frac_segunda_metade,cliques_pre_curso
AAA_2013J_113295,0.10169014084507043,0.06,0.09887323943661971,0.049014084507042255,0.04422535211267606,0.04619718309859155,0.05323943661971831,0.023098591549295774,0.021971830985915493,0.03323943661971831,0.0276056338028169,0.01436619718309859,0.009577464788732394,0.030140845070422535,0.02873239436619718,0.012112676056338029,0.02647887323943662,0.024507042253521127,0.010704225352112675,0.03830985915492958,0.02676056338028169,0.030422535211267605,0.038028169014084505,0.02028169014084507,0.038873239436619716,0.043943661971830986,0.03323943661971831,0.009295774647887323,0.0036619718309859155,0.0014084507042253522,3550,118.33333333333333,30,0,-0.0016366228516818372,0.37316172899465755,0.022952398159625177,0.0,0.3580281690140845,3
AAA_2013J_11391,0.21889952153110048,0.08492822966507177,0.05861244019138756,0.03110047846889952,0.07177033492822966,0.04904306220095694,0.0011961722488038277,0.019138755980861243,0.01076555023923445,0.039473684210526314,0.005980861244019139,0.0430622009569378,0.0,0.03229665071770335,0.06578947368421052,0.0,0.0,0.0035885167464114833,0.0,0.0,0.034688995215311005,0.007177033492822967,0.0,0.05143540669856459,0.041866028708133975,0.017942583732057416,0.008373205741626795,0.10167464114832536,0.0011961722488038277,0.0,836,27.866666666666667,23,7,-0.002080993767663166,0.3387229830061046,0.04451811078347471,0.0,0.2679425837320574,98
AAA_2013J_114017,0.1412894375857339,0.2908093278463649,0.0,0.0,0.006858710562414266,0.17146776406035666,0.00823045267489712,0.0,0.0,0.006858710562414266,0.0,0.0,0.037037037037037035,0.0,0.006858710562414266,0.0,0.0,0.06035665294924554,0.08641975308641975,0.0205761316872428,0.0,0.0,0.0,0.06995884773662552,0.0,0.010973936899862825,0.06995884773662552,0.009602194787379973,0.0027434842249657062,0.0,729,24.3,16,14,-0.0025191837905552735,0.3047632562319663,0.06421955898282916,0.034482758620689655,0.3305898491083676,28
AAA_2013J_114999,0.04358552631578947,0.04029605263157895,0.08141447368421052,0.06414473684210527,0.032072368421052634,0.09786184210526316,0.03453947368421053,0.04276315789473684,0.008223684210526315,0.03782894736842105,0.008223684210526315,0.01644736842105263,0.013980263157894737,0.008223684210526315,0.03453947368421053,0.05921052631578947,0.03536184210526316,0.015625,0.01069078947368421,0.039473684210526314,0.024671052631578948,0.024671052631578948,0.022203947368421052,0.011513157894736841,0.10608552631578948,0.0625,0.018914473684210526,0.003289473684210526,0.0008223684210526315,0.0008223684210526315,1216,40.53333333333333,30,0,-0.00106331596510743,0.41759301270417426,0.027018053385062128,0.8275862068965517,0.43585526315789475,142
AAA_2013J_116541,0.05408271474019088,0.09862142099681867,0.08271474019088017,0.043478260869565216,0.028101802757158005,0.016967126193001062,0.0,0.013255567338282079,0.08271474019088017,0.0,0.03552492046659597,0.03128313891834571,0.020678685047720042,0.049310710498409335,0.016436903499469777,0.0005302226935312832,0.015376458112407211,0.02332979851537646,0.02704135737009544,0.07370095440084835,0.0662778366914104,0.05832449628844114,0.026511134676564158,0.07688229056203605,0.032873806998939555,0.006892895015906681,0.013785790031813362,0.005302226935312832,0.0,0.0,1886,62.86666666666667,26,4,-0.0010823856364500677,0.4161151131751197,0.02840982253224474,0.034482758620689655,0.426829268292683,0
AAA_2013J_116692,0.04469987228607918,0.13026819923371646,0.07151979565772669,0.03065134099616858,0.06130268199233716,0.038314176245210725,0.05363984674329502,0.07790549169859515,0.022988505747126436,0.0,0.033205619412515965,0.04597701149425287,0.04342273307790549,0.038314176245210725,0.021711366538952746,0.03959131545338442,0.03065134099616858,0.008939974457215836,0.04725415070242656,0.06130268199233716,0.020434227330779056,0.020434227330779056,0.0,0.008939974457215836,0.011494252873563218,0.037037037037037035,0.0,0.0,0.0,0.0,783,26.1,24,6,-0.002219863989646506,0.32796054080239573,0.028535512427872785,0.034482758620689655,0.28607918263090676,325
AAA_2013J_118983,0.0,0.10869565217391304,0.07608695652173914,0.043478260869565216,0.06159420289855073,0.06521739130434782,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,0.2246376811594203,0.050724637681159424,0.0,0.0036231884057971015,0.0,0.0,0.17028985507246377,0.0,0.0,0.0,0.0,0.018115942028985508,0.0036231884057971015,0.0036231884057971015,0.025362318840579712,0.057971014492753624,0.0,0.010869565217391304,276,9.2,16,14,-0.001544389095774694,0.3803098450774613,0.05370310013735918,0.41379310344827586,0.2934782608695652,8
AAA_2013J_123044,0.12855740922473013,0.06771344455348381,0.0873405299313052,0.05986261040235525,0.061334641805691856,0.05544651619234544,0.05593719332679097,0.019136408243375858,0.004416094210009814,0.0,0.03483807654563297,0.053974484789008834,0.02404317958783121,0.023061825318940136,0.0647693817468106,0.010794896957801767,0.021589793915603533,0.010304219823356232,0.026005888125613347,0.04906771344455348,0.014720314033366046,0.0,0.016683022571148183,0.021099116781157997,0.03876349362119725,0.02404317958783121,0.022571148184494603,0.003925417075564278,0.0,0.0,2038,67.93333333333334,26,4,-0.0022956485288964626,0.3220872390105242,0.02949126964246414,0.0,0.2595682041216879,3
AAA_2013J_127582,0.017067494181536073,0.08223429014740109,0.09309542280837858,0.09076803723816912,0.03413498836307215,0.035686578743211794,0.0395655546935609,0.0023273855702094647,0.017067494181536073,0.0,0.03801396431342126,0.05663304887509697,0.06904577191621412,0.008533747090768037,0.021722265321955005,0.0069821567106283944,0.09930178432893716,0.038789759503491075,0.037238169123351435,0.07059736229635376,0.0031031807602792862,0.004654771140418929,0.016291698991466253,0.062063615205585725,0.04654771140418929,0.0,0.008533747090768037,0.0,0.0,0.0,1289,42.96666666666667,25,5,-0.0014941176775160063,0.38420587999250955,0.03112571989017635,0.5517241379310345,0.39410395655546937,32
AAA_2013J_132976,0.12605042016806722,0.0819327731092437,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.09033613445378151,0.004201680672268907,0.004201680672268907,0.0,0.09243697478991597,0.031512605042016806,0.09033613445378151,0.01050420168067227,0.0063025210084033615,0.0,0.04411764705882353,0.14285714285714285,0.07563025210084033,0.0,0.03571428571428571,0.0273109243697479,0.0,0.0,476,15.866666666666667,17,13,-0.00011123470522803134,0.49137931034482757,0.043875999984994155,0.7931034482758621,0.5567226890756303,44
AAA_2013J_134143,0.12236121970289289,0.013291634089132134,0.056684910086004694,0.037138389366692726,0.03205629397967162,0.02580140734949179,0.0050820953870211105,0.018764659890539485,0.05942142298670837,0.049648162627052385,0.03244722439405786,0.01641907740422205,0.022673964034401875,0.022283033620015637,0.03440187646598905,0.056684910086004694,0.0109460516028147,0.007818608287724784,0.031665363565285376,0.06645817044566067,0.1673182173573104,0.019546520719311962,0.005863956215793589,0.012900703674745896,0.028146989835809225,0.033229085222830336,0.007427677873338546,0.0023455824863174357,0.0,0.0011727912431587178,2558,85.26666666666667,29,1,-0.0010686880827537502,0.41717667358658445,0.035280747349519415,0.6896551724137931,0.4515246286161063,174
AAA_2013J_137873,0.028560620389634955,0.05466237942122187,0.03915263854738037,0.06052581804425951,0.05409494987705693,0.07546812937393607,0.02175146585965576,0.042935502175146585,0.029506336296576507,0.02042746358993758,0.03574806128239077,0.032532627198789486,0.017401172687724606,0.02383204085492718,0.06355210894647248,0.06033667486287119,0.024966899943257046,0.015131454511064877,0.02818233402685833,0.009078872706638926,0.05390580669566862,0.018536031776054472,0.02723661811991678,0.0346132021940609,0.04047664081709854,0.04180064308681672,0.03763949309627388,0.00794401361830906,0.0,0.0,5287,176.23333333333332,28,2,-0.0010248236224054096,0.4205761692635809,0.018764407073462004,0.1724137931034483,0.39984868545488944,241
AAA_2013J_1401935,0.37158469945355194,0.2459016393442623,0.0,0.0273224043715847,0.0546448087431694,0.08196721311475409,0.08196721311475409,0.02185792349726776,0.01092896174863388,0.0,0.0273224043715847,0.060109289617486336,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,6.1,11,19,-0.005182443151771549,0.09836065573770492,0.0790790501515584,0.0,0.0,57
AAA_2013J_1402638,0.14603960396039603,0.08663366336633663,0.09900990099009901,0.09405940594059406,0.04579207920792079,0.0037128712871287127,0.0,0.04826732673267327,0.008663366336633664,0.0037128712871287127,0.04579207920792079,0.028465346534653466,0.006188118811881188,0.055693069306930694,0.019801980198019802,0.0049504950495049506,0.017326732673267328,0.0024752475247524753,0.0,0.06683168316831684,0.09034653465346534,0.008663366336633664,0.0049504950495049506,0.06683168316831684,0.006188118811881188,0.02103960396039604,0.009900990099009901,0.008663366336633664,0.0,0.0,808,26.933333333333334,26,4,-0.0022158834348395906,0.32826903379993166,0.0379904579703458,0.0,0.3081683168316832,102
AAA_2013J_141355,0.0856338028169014,0.1171830985915493,0.06422535211267606,0.029295774647887324,0.008450704225352112,0.08169014084507042,0.03267605633802817,0.011830985915492958,0.0,0.0,0.01971830985915493,0.021971830985915493,0.07774647887323943,0.05126760563380282,0.012957746478873239,0.022535211267605635,0.008450704225352112,0.014647887323943662,0.03436619718309859,0.061971830985915494,0.010140845070422535,0.009577464788732394,0.006197183098591549,0.07267605633802816,0.0552112676056338,0.014084507042253521,0.031549295774647886,0.0428169014084507,0.0011267605633802818,0.0,1775,59.166666666666664,27,3,-0.0012504660890817645,0.4030888780961632,0.03043369064587058,0.034482758620689655,0.38535211267605624,48
AAA_2013J_1414443,0.08530042918454936,0.11695278969957082,0.1427038626609442,0.08476394849785408,0.00536480686695279,0.013412017167381975,0.001609442060085837,0.07618025751072961,0.023068669527896997,0.06491416309012875,0.000536480686695279,0.03111587982832618,0.002682403433476395,0.09603004291845493,0.024141630901287552,0.03379828326180258,0.0101931330472103,0.0,0.05150214592274678,0.0,0.032188841201716736,0.0,0.09656652360515021,0.006974248927038627,0.0,0.0,0.0,0.0,0.0,0.0,1864,62.13333333333333,21,9,-0.002647911126812338,0.29478688767204386,0.0412389865312277,0.06896551724137931,0.23122317596566522,43
AAA_2013J_142326,0.013643254168772108,0.09600808489135927,0.02223345123799899,0.03233956543708944,0.021728145528044467,0.009095502779181405,0.009600808489135927,0.05659423951490652,0.026781202627589692,0.03638201111672562,0.03840323395654371,0.005053057099545225,0.01869631126831733,0.03183425972713492,0.08185952501263265,0.01869631126831733,0.05406771096513391,0.029307731177362305,0.03739262253663466,0.06417382516422436,0.019706922688226377,0.013643254168772108,0.019201616978271854,0.007579585649317837,0.04749873673572511,0.10358767054067711,0.07933299646286003,0.0055583628094997475,0.0,0.0,1979,65.96666666666667,28,2,-6.891043386031653e-05,0.4946594413758255,0.027704237760097904,0.8620689655172413,0.4997473471450227,142
AAA_2013J_144801,0.04899817850637523,0.060655737704918035,0.06520947176684881,0.021129326047358836,0.03843351548269581,0.02331511839708561,0.029143897996357013,0.04626593806921676,0.018397085610200363,0.011111111111111112,0.013843351548269581,0.040983606557377046,0.016575591985428052,0.03224043715846994,0.027686703096539162,0.008014571948998178,0.029326047358834244,0.027686703096539162,0.018579234972677595,0.053551912568306013,0.024408014571948997,0.028597449908925317,0.055373406193078324,0.019489981785063754,0.04644808743169399,0.07194899817850638,0.06357012750455374,0.026593806921675775,0.029690346083788708,0.00273224043715847,5490,183.0,30,0,-0.00012116275724291932,0.49060988631367375,0.017893026755062977,0.8620689655172413,0.5060109289617486,155
AAA_2013J_145130,0.1111111111111111,0.23429951690821257,0.09178743961352658,0.004830917874396135,0.04589371980676329,0.007246376811594203,0.07729468599033816,0.0,0.0,0.0,0.0,0.0,0.0024154589371980675,0.033816425120772944,0.0,0.0024154589371980675,0.0,0.05314009661835749,0.012077294685990338,0.09178743961352658,0.0,0.0,0.0024154589371980675,0.07971014492753623,0.08695652173913043,0.0,0.01932367149758454,0.03864734299516908,0.0,0.004830917874396135,414,13.8,19,11,-0.001937740807015847,0.3498250874562719,0.051267701035251925,0.034482758620689655,0.391304347826087,38
AAA_2013J_146188,0.018281535648994516,0.06398537477148081,0.06764168190127971,0.0,0.014625228519195612,0.10420475319926874,0.12797074954296161,0.0,0.0,0.0,0.0,0.10603290676416818,0.1736745886654479,0.06764168190127971,0.0,0.0,0.0,0.0,0.0,0.04936014625228519,0.038391224862888484,0.0,0.0,0.051188299817184646,0.0,0.0,0.0,0.113345521023766,0.003656307129798903,0.0,547,18.233333333333334,14,16,-0.0012359863590054364,0.4042110571770788,0.04778138141600587,0.41379310344827586,0.25594149908592323,50
AAA_2013J_1465690,0.016089860352155434,0.05859137826350941,0.07953855494839102,0.05343047965998786,0.06769884638737098,0.0482695810564663,0.025197328476017,0.016697024893746207,0.0036429872495446266,0.01700060716454159,0.027625986642380085,0.01973284760170006,0.025197328476017,0.03642987249544627,0.05312689738919247,0.0015179113539769277,0.03642987249544627,0.03673345476624165,0.02853673345476624,0.018214936247723135,0.022768670309653915,0.04371584699453552,0.061930783242258654,0.04644808743169399,0.06830601092896176,0.04553734061930783,0.029751062537947785,0.006375227686703097,0.0,0.00546448087431694,3294,109.8,29,1,-0.000609866052343122,0.45273538094340815,0.021250961342893775,0.06896551724137931,0.4517304189435337,166
AAA_2013J_1472925,0.0,0.0,0.07135250266240682,0.18210862619808307,0.03194888178913738,0.07880724174653887,0.012779552715654952,0.0,0.0,0.0,0.002129925452609159,0.019169329073482427,0.024494142705005325,0.13525026624068157,0.0,0.006389776357827476,0.007454739084132056,0.026624068157614485,0.19275825346112885,0.003194888178913738,0.04898828541001065,0.0,0.022364217252396165,0.0670926517571885,0.0010649627263045794,0.0,0.03727369542066028,0.02875399361022364,0.0,0.0,939,31.3,20,10,-0.0008650008706869893,0.4329624325217583,0.05137136315916198,0.6206896551724138,0.4419595314164004,0
AAA_2013J_147756,0.21839080459770116,0.3045977011494253,0.038314176245210725,0.02681992337164751,0.013409961685823755,0.044061302681992334,0.0,0.013409961685823755,0.005747126436781609,0.017241379310344827,0.013409961685823755,0.0038314176245210726,0.0421455938697318,0.06130268199233716,0.009578544061302681,0.03065134099616858,0.009578544061302681,0.009578544061302681,0.019157088122605363,0.06321839080459771,0.044061302681992334,0.005747126436781609,0.0,0.0038314176245210726,0.0019157088122605363,0.0,0.0,0.0,0.0,0.0,522,17.4,23,7,-0.003736804197085736,0.21039767472585544,0.0646166812249782,0.034482758620689655,0.18773946360153254,89
AAA_2013J_1488959,0.022829678582156804,0.11565034544908381,0.05407029137879243,0.09672574346650646,0.04385701411835386,0.011414839291078402,0.03935115650345449,0.024031240612796635,0.01622108741363773,0.013517572844698107,0.01592069690597777,0.04175428056473415,0.022529288074496844,0.0006007810153199159,0.0024031240612796636,0.017723039951937518,0.015620306398317813,0.09702613397416641,0.08801441874436768,0.025533193151096426,0.0435566236106939,0.025232802643436466,0.02313006908981676,0.042355061580054074,0.018624211474917392,0.056473415440072096,0.024031240612796635,0.0018023430459597476,0.0,0.0,3329,110.96666666666667,28,2,-0.0011196980991863398,0.41322339731305874,0.030182144743438468,0.034482758620689655,0.4791228597176329,164
AAA_2013J_151358,0.018518518518518517,0.11851851851851852,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.08148148148148149,0.014814814814814815,0.0,0.0,0.011111111111111112,0.0,0.32222222222222224,0.011111111111111112,0.0,0.0,0.0,0.014814814814814815,0.3111111111111111,0.0,0.0,0.08148148148148149,0.003703703703703704,0.0,0.0,270,9.0,12,18,0.0010200634449800189,0.5790549169859516,0.08078263722144606,0.5862068965517241,0.7555555555555556,0
AAA_2013J_1518989,0.12091662603607996,0.05143832276938079,0.08386153096050707,0.020234032179424672,0.05558264261335934,0.046318868844466114,0.04680643588493418,0.009751340809361287,0.010970258410531447,0.02437835202340322,0.0,0.018283764017552412,0.04363725012189176,0.04973183812774257,0.048512920526572405,0.042662116040955635,0.004144319843978547,0.01218917601170161,0.05777669429546563,0.051682106289614824,0.022671867381764993,0.01218917601170161,0.010482691370063383,0.05143832276938079,0.0568015602145295,0.009751340809361287,0.020477815699658702,0.017064846416382253,0.0,0.00024378352023403217,4102,136.73333333333332,28,2,-0.0015099934972983141,0.3829755039593806,0.0271549698529624,0.0,0.3695758166747927,100
AAA_2013J_155550,0.0,0.12604456824512536,0.1288300835654596,0.011142061281337047,0.026462395543175487,0.03899721448467967,0.006267409470752089,0.004874651810584958,0.0,0.0,0.03690807799442897,0.0584958217270195,0.09401114206128133,0.03690807799442897,0.009749303621169917,0.004178272980501393,0.0020891364902506965,0.011142061281337047,0.017409470752089137,0.017409470752089137,0.0,0.0,0.029944289693593314,0.026462395543175487,0.006267409470752089,0.01532033426183844,0.21239554317548748,0.0786908077994429,0.0,0.0,1436,47.86666666666667,23,7,-0.0002562426217927073,0.48014119681106515,0.048499417928797396,0.896551724137931,0.4213091922005572,93
AAA_2013J_155854,0.08951199784308439,0.042059854408196276,0.04933944459423025,0.04286869776220006,0.04960905904556484,0.043138312213534646,0.01563763817740631,0.013211108115394984,0.009975734699379887,0.0018873011593421407,0.031005661903478025,0.04421677001887301,0.02291722836344028,0.020490698301428956,0.05230520355891076,0.009436505796710704,0.045025613372876784,0.037746023186842816,0.004583445672688056,0.026961445133459154,0.05284443246157994,0.008358047991372337,0.04232946885953087,0.014289565920733351,0.036667565381504445,0.10784578053383662,0.039363709894850364,0.03316257751415476,0.007549204637368563,0.0056619034780264225,3709,123.63333333333334,30,0,-0.0004458385354327069,0.4654475135039651,0.02382060419246145,0.8620689655172413,0.4718252898355351,294
AAA_2013J_157568,0.0447427293064877,0.15883668903803133,0.020134228187919462,0.014914243102162566,0.0529455630126771,0.047725577926920205,0.03355704697986577,0.02609992542878449,0.0,0.0,0.024608501118568233,0.06487695749440715,0.04697986577181208,0.013422818791946308,0.0022371364653243847,0.0395227442207308,0.005219985085756898,0.023117076808351976,0.07755406413124534,0.0738255033557047,0.07457121551081283,0.006711409395973154,0.05070842654735272,0.04548844146159582,0.0007457121551081282,0.0007457121551081282,0.05070842654735272,0.0,0.0,0.0,1341,44.7,25,5,-0.0011903191797332194,0.40775026357067545,0.03417019310802487,0.034482758620689655,0.44891871737509315,64
AAA_2013J_1618738,0.36376210235131395,0.0013831258644536654,0.015214384508990318,0.0,0.0,0.12033195020746888,0.12586445366528354,0.0,0.0,0.13278008298755187,0.0,0.0,0.0,0.07330567081604426,0.0,0.0,0.0,0.0636237897648686,0.0,0.0,0.0,0.05394190871369295,0.005532503457814661,0.0013831258644536654,0.012448132780082987,0.0,0.0,0.030428769017980636,0.0,0.0,723,24.1,13,17,-0.0033259638417974784,0.2422378022606953,0.07317101858456251,0.0,0.1673582295988935,0
AAA_2013J_1620151,0.21242937853107344,0.28700564971751413,0.12542372881355932,0.0011299435028248588,0.021468926553672316,0.09943502824858758,0.005649717514124294,0.013559322033898305,0.0011299435028248588,0.0,0.0011299435028248588,0.007909604519774011,0.0192090395480226,0.11977401129943503,0.07909604519774012,0.0,0.003389830508474576,0.0011299435028248588,0.0011299435028248588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885,29.5,17,13,-0.004516506099055449,0.1499707773232028,0.06868083149039918,0.034482758620689655,0.005649717514124294,113
AAA_2013J_1626710,0.057510404842981463,0.08172531214528944,0.04937570942111237,0.04370034052213394,0.041241013999243285,0.03234960272417707,0.03594400302686341,0.030836171017782823,0.03859250851305335,0.028755202421490732,0.04578130911842603,0.03726825576995838,0.020242149073023078,0.02364737041241014,0.055051078320090804,0.04332198259553538,0.031214528944381384,0.04275444570563754,0.01362088535754824,0.04918653045781309,0.025728339008702233,0.024214907302307985,0.02175558077941733,0.012864169504351116,0.05183503594400303,0.007567158531971245,0.037079076806659096,0.012485811577752554,0.00340522133938706,0.0009458948164964056,5286,176.2,30,0,-0.0013184868881512522,0.3978172661682779,0.017559463242710793,0.034482758620689655,0.3779795686719637,739
AAA_2013J_1640609,0.057536644060380664,0.10107197549770292,0.031502953401881424,0.04178516735943995,0.02931524830452855,0.033471887989499016,0.03456574053817545,0.024064756070881644,0.0586304966090571,0.018376722817764167,0.04834828265149858,0.02734631371691096,0.04462918398599869,0.04419164296652811,0.03325311747976373,0.034346970028440164,0.033690658499234305,0.031502953401881424,0.029971559833734413,0.031284182892146135,0.017282870269087727,0.007875738350470356,0.02362721505141107,0.03478451104791074,0.042222708378910526,0.0284401662655874,0.036753445635528334,0.018376722817764167,0.0013126230584117262,0.0004375410194705754,4571,152.36666666666667,30,0,-0.0012349948130217852,0.40428790199081166,0.018430943347827727,0.034482758620689655,0.3719098665499891,490
