id_student,perfil_aluno,n_ciclos,consistencia,final_result
589162,Equilibrado,5,0.6,Pass
589332,Adiantado,5,1.0,Pass
589389,Misto,4,0.5,Pass
589441,Insuficiente,2,1.0,Withdrawn
589798,Insuficiente,1,1.0,Withdrawn
589828,Misto,5,0.4,Pass
590120,Misto,5,0.4,Pass
590462,Insuficiente,1,1.0,Withdrawn
591525,Adiantado,5,0.6,Pass
591581,Adiantado,5,0.8,Pass
591746,Equilibrado,3,1.0,Withdrawn
591946,Adiantado,5,0.6,Pass
592218,Equilibrado,5,0.8,Pass
592295,Adiantado,5,0.8,Pass
592558,Equilibrado,5,0.6,Pass
592939,Adiantado,5,0.6,Pass
593136,Adiantado,5,0.8,Pass
593563,Adiantado,5,0.8,Pass
593722,Equilibrado,5,1.0,Fail
593796,Equilibrado,5,0.6,Distinction
594065,Equilibrado,5,0.8,Distinction
594122,Equilibrado,5,0.6,Pass
594229,Adiantado,5,0.8,Pass
594258,Tardio,5,0.6,Fail
594406,Misto,4,0.5,Fail
594615,Insuficiente,2,0.5,Fail
594636,Adiantado,5,1.0,Pass
595262,Equilibrado,3,1.0,Withdrawn
595721,Misto,5,0.4,Pass
595943,Adiantado,5,0.6,Pass
596052,Insuficiente,1,1.0,Withdrawn
596203,Insuficiente,1,1.0,Withdrawn
596243,Tardio,5,0.8,Pass
596253,Equilibrado,5,0.6,Pass
596464,Insuficiente,1,1.0,Withdrawn
596758,Equilibrado,5,0.6,Pass
596805,Insuficiente,2,0.5,Withdrawn
597740,Adiantado,5,0.6,Pass
597937,Adiantado,5,0.8,Fail
598308,Equilibrado,5,0.6,Pass
598540,Adiantado,5,0.8,Pass
598559,Adiantado,5,0.6,Pass
598757,Insuficiente,1,1.0,Fail
599297,Insuficiente,2,0.5,Fail
599865,Insuficiente,2,0.5,Fail
600071,Adiantado,5,0.6,Pass
600405,Insuficiente,2,0.5,Fail
600615,Insuficiente,2,1.0,Withdrawn
600773,Adiantado,4,0.75,Withdrawn
600893,Insuficiente,2,0.5,Fail
601008,Tardio,5,0.8,Pass
601235,Adiantado,5,0.8,Pass
601271,Adiantado,5,1.0,Fail
601680,Equilibrado,3,0.6666666666666666,Withdrawn
601820,Tardio,4,0.75,Pass
602594,Adiantado,5,0.6,Pass
603648,Equilibrado,5,0.6,Pass
603931,Insuficiente,2,1.0,Withdrawn
604567,Adiantado,5,0.6,Pass
604614,Adiantado,5,0.6,Pass
604907,Insuficiente,1,1.0,Fail
605180,Misto,5,0.4,Pass
605228,Insuficiente,2,0.5,Fail
605394,Tardio,3,1.0,Fail
605682,Adiantado,5,0.8,Pass
606257,Equilibrado,5,0.6,Pass
606428,Insuficiente,2,0.5,Withdrawn
606805,Misto,4,0.5,Withdrawn
606904,Adiantado,5,0.6,Fail
607243,Adiantado,5,0.6,Pass
607303,Adiantado,5,0.6,Pass
607501,Equilibrado,5,0.6,Pass
607679,Adiantado,5,1.0,Pass
607700,Adiantado,5,0.8,Pass
607733,Insuficiente,1,1.0,Withdrawn
607866,Insuficiente,1,1.0,Pass
609142,Adiantado,5,1.0,Distinction
609240,Adiantado,5,0.6,Pass
611603,Equilibrado,5,0.8,Pass
612842,Misto,5,0.4,Pass
613165,Adiantado,5,0.6,Pass
613330,Adiantado,5,1.0,Pass
613634,Adiantado,5,0.8,Pass
613899,Adiantado,5,0.6,Distinction
613966,Insuficiente,2,1.0,Fail
614059,Equilibrado,5,0.6,Pass
614984,Adiantado,5,0.8,Pass
615266,Adiantado,5,1.0,Distinction
615299,Equilibrado,5,0.8,Distinction
615301,Adiantado,5,0.6,Pass
615302,Adiantado,5,0.6,Pass
615306,Adiantado,5,0.6,Pass
615328,Misto,4,0.5,Withdrawn
615340,Adiantado,5,0.6,Pass
615342,Misto,5,0.4,Pass
615356,Misto,4,0.5,Pass
616517,Adiantado,5,0.8,Distinction
616912,Adiantado,5,0.8,Distinction
617010,Adiantado,5,0.6,Pass
617119,Equilibrado,5,0.6,Pass
617150,Insuficiente,2,1.0,Withdrawn
617332,Insuficiente,1,1.0,Fail
617436,Equilibrado,3,0.6666666666666666,Withdrawn
617580,Adiantado,5,0.8,Pass
617783,Misto,4,0.5,Fail
617922,Adiantado,5,1.0,Pass
618252,Insuficiente,1,1.0,Withdrawn
618663,Tardio,5,1.0,Pass
619204,Equilibrado,5,0.6,Pass
619292,Equilibrado,5,0.6,Distinction
619321,Adiantado,5,0.6,Pass
619502,Tardio,5,1.0,Pass
620094,Adiantado,5,1.0,Distinction
620112,Insuficiente,2,0.5,Withdrawn
620269,Adiantado,5,0.8,Pass
620349,Equilibrado,4,0.75,Withdrawn
620431,Adiantado,5,0.6,Pass
620740,Misto,5,0.4,Pass
620750,Insuficiente,2,1.0,Withdrawn
620810,Misto,5,0.4,Pass
622275,Adiantado,3,0.6666666666666666,Withdrawn
622362,Insuficiente,1,1.0,Withdrawn
622481,Equilibrado,5,0.8,Distinction
622760,Equilibrado,5,0.8,Distinction
622899,Insuficiente,1,1.0,Withdrawn
622934,Misto,5,0.4,Pass
622967,Tardio,3,0.6666666666666666,Fail
623166,Insuficiente,2,0.5,Withdrawn
623230,Insuficiente,2,0.5,Withdrawn
623471,Adiantado,5,0.8,Pass
623589,Adiantado,5,0.8,Distinction
623765,Equilibrado,5,0.8,Pass
623917,Insuficiente,1,1.0,Withdrawn
623955,Insuficiente,1,1.0,Fail
624282,Adiantado,5,0.6,Distinction
624864,Adiantado,5,0.8,Distinction
624970,Adiantado,5,1.0,Pass
625245,Adiantado,5,0.8,Pass
625330,Adiantado,4,1.0,Withdrawn
625515,Misto,4,0.5,Pass
625609,Insuficiente,2,1.0,Fail
625743,Tardio,5,0.6,Pass
625802,Adiantado,5,0.6,Fail
625838,Equilibrado,5,0.8,Pass
626033,Adiantado,5,0.6,Distinction
626349,Misto,4,0.5,Fail
626416,Adiantado,5,0.6,Distinction
626454,Equilibrado,5,0.6,Pass
626477,Adiantado,5,0.6,Pass
626514,Adiantado,5,0.8,Pass
626539,Insuficiente,1,1.0,Withdrawn
626552,Adiantado,5,0.6,Pass
626579,Misto,5,0.4,Fail
627365,Adiantado,5,0.6,Distinction
627379,Insuficiente,1,1.0,Withdrawn
627829,Adiantado,5,0.6,Pass
628149,Adiantado,5,0.6,Pass
628157,Misto,5,0.4,Pass
628308,Insuficiente,2,1.0,Withdrawn
628383,Adiantado,5,0.6,Pass
628521,Misto,5,0.4,Pass
628888,Adiantado,5,0.6,Pass
628964,Adiantado,5,0.6,Distinction
629029,Equilibrado,5,0.8,Fail
629182,Insuficiente,2,0.5,Fail
629491,Equilibrado,5,0.6,Pass
629522,Tardio,3,0.6666666666666666,Withdrawn
629594,Insuficiente,2,0.5,Fail
629686,Insuficiente,1,1.0,Withdrawn
629818,Tardio,5,0.6,Distinction
629922,Equilibrado,5,0.6,Pass
629944,Misto,5,0.4,Distinction
630109,Equilibrado,5,0.8,Pass
630158,Equilibrado,5,0.8,Pass
630168,Insuficiente,1,1.0,Withdrawn
630186,Insuficiente,1,1.0,Withdrawn
630745,Insuficiente,2,0.5,Withdrawn
630835,Adiantado,5,0.6,Distinction
630905,Adiantado,5,0.8,Distinction
630910,Equilibrado,5,0.6,Pass
630992,Misto,4,0.5,Fail
631075,Insuficiente,1,1.0,Fail
631193,Insuficiente,1,1.0,Withdrawn
631438,Insuficiente,1,1.0,Fail
631524,Equilibrado,3,0.6666666666666666,Fail
631658,Adiantado,5,0.6,Distinction
631681,Equilibrado,5,0.8,Pass
631715,Adiantado,5,0.6,Distinction
631740,Equilibrado,5,0.8,Pass
631837,Adiantado,5,0.8,Distinction
631924,Equilibrado,5,0.6,Distinction
632074,Adiantado,5,0.6,Distinction
632179,Insuficiente,2,0.5,Withdrawn
632276,Insuficiente,1,1.0,Withdrawn
632290,Equilibrado,5,0.6,Pass
632458,Adiantado,5,0.8,Distinction
632556,Equilibrado,4,0.75,Fail
632597,Tardio,4,1.0,Pass
632826,Adiantado,5,0.8,Pass
632836,Misto,5,0.4,Pass
633079,Adiantado,5,0.8,Pass
633516,Misto,5,0.4,Pass
633555,Adiantado,5,0.8,Distinction
633568,Adiantado,5,0.8,Pass
633628,Insuficiente,2,1.0,Fail
633867,Adiantado,5,1.0,Pass
633931,Adiantado,5,0.8,Distinction
634088,Misto,5,0.4,Distinction
634114,Equilibrado,3,0.6666666666666666,Fail
634512,Adiantado,5,0.6,Pass
634526,Equilibrado,5,0.6,Pass
634601,Tardio,3,0.6666666666666666,Fail
634749,Adiantado,5,0.8,Pass
634943,Insuficiente,1,1.0,Withdrawn
635184,Equilibrado,5,0.6,Fail
635410,Insuficiente,1,1.0,Fail
635746,Insuficiente,1,1.0,Withdrawn
635751,Misto,4,0.5,Fail
635795,Equilibrado,5,0.6,Pass
635903,Misto,4,0.5,Fail
