,c0,c1,c2,c3,c4,c5,final_result,faixa_volume,ativo_no_fim,aprovado,perfil
AAA_2013J_1401935,0.782248304523554,0.07667257831667669,0.05837014371483351,0.015785689975302795,0.0016734572713838812,0.0,Fail,baixo,False,False,desistente
AAA_2013J_1402638,0.5113356000441885,0.15370633722399424,0.0716057089524298,0.0575130373568793,0.11172272613521955,0.07018924963405294,Pass,medio,True,True,antecipado
AAA_2013J_141355,0.44804578736564726,0.13768221720282164,0.08622607028959596,0.08045480924640232,0.11256959082678733,0.10039208655745048,Pass,alto,True,True,antecipado
AAA_2013J_1414443,0.3897539105432457,0.21397498374786433,0.11929306707341224,0.12133917754855292,0.12168003462101439,0.05077835844744824,Fail,alto,True,False,equilibrado
AAA_2013J_142326,0.3269925135336902,0.09596777535586658,0.11667843066894447,0.16905913537175368,0.11860226019822291,0.13437055109712323,Pass,alto,True,True,antecipado
AAA_2013J_144801,0.30551349649080967,0.13509345573230136,0.11492162156301697,0.09853760542309214,0.1367412018275553,0.16600580715681523,Pass,alto,True,True,antecipado
AAA_2013J_145130,0.6328159593089985,0.060850947209211394,0.02383097686147749,0.04589900018066231,0.11034378452523144,0.07428532028252238,Pass,baixo,True,True,antecipado
AAA_2013J_146188,0.4036300959830241,0.16434267726577928,0.2426809536499448,0.049721146620262835,0.07036399507915822,0.08588711515923975,Fail,baixo,True,False,equilibrado
AAA_2013J_1465690,0.30576572824723564,0.1965684284752581,0.08138637103383711,0.1267043924750024,0.1470994924305769,0.1196059532389433,Pass,alto,True,True,antecipado
AAA_2013J_1472925,0.04306668572716116,0.3672258141046515,0.0752625390253579,0.2702818446572878,0.18308738261828855,0.08475986373305504,Fail,medio,True,False,equilibrado
AAA_2013J_147756,0.7273665037862724,0.0533616771508344,0.03434835488256127,0.05466433719282471,0.053144913522277314,0.021643937468423115,Fail,baixo,True,False,antecipado
AAA_2013J_1488959,0.3368535569070453,0.18579918025106168,0.10695713626428179,0.1260211578586503,0.14031683568966852,0.09919208896766385,Pass,alto,True,True,equilibrado
AAA_2013J_151358,0.2692683446172447,0.023303321309432176,0.058570036299868886,0.24414984851489274,0.277635857687046,0.15332011156088002,Pass,baixo,True,True,fim-pesado
AAA_2013J_1518989,0.387592660803555,0.17024291517400517,0.08852807074594128,0.12278600318481415,0.1250058549054409,0.08829539374749487,Pass,alto,True,True,antecipado
AAA_2013J_155550,0.46710016230698903,0.10473961626573952,0.11958506005568197,0.04674794632729948,0.044380747798040146,0.13326565464828033,Pass,medio,True,True,antecipado
AAA_2013J_155854,0.37539043751432555,0.14693921384111447,0.08177576273311554,0.10808528281951596,0.10454152373646933,0.12676507902772347,Pass,alto,True,True,antecipado
AAA_2013J_157568,0.4398687692286837,0.10849721791873108,0.10431512517879611,0.10611560336296427,0.1539901832505014,0.0915253472685282,Pass,medio,True,True,antecipado
AAA_2013J_1618738,0.5547873283238955,0.12433329559179843,0.1249143632213843,0.09443919792592749,0.052435468556819145,0.03084280660405466,Pass,medio,True,True,antecipado
AAA_2013J_1620151,0.7355981390469458,0.07648525921956029,0.02272270388910641,0.07404260836574048,0.025209365363532577,0.0,Fail,medio,False,False,desistente
AAA_2013J_1626710,0.43759625671401114,0.13107134580340782,0.11830348513268096,0.12336411517029619,0.10793789736381387,0.07319613609490792,Distinction,alto,True,True,antecipado
AAA_2013J_1640609,0.4321022902861502,0.1220933619585006,0.12864207925139373,0.12844138000073427,0.09518923206540217,0.07809859479978723,Pass,alto,True,True,antecipado
AAA_2013J_164259,0.34419894812013363,0.08904991662446272,0.13855606483657462,0.11547552033153813,0.1611743432712532,0.14490195379857043,Pass,baixo,True,True,equilibrado
AAA_2013J_167906,0.44436544841986597,0.12899837310889922,0.08902327917738548,0.10282962785611745,0.10838773078886832,0.09363336060822053,Pass,medio,True,True,antecipado
AAA_2013J_168936,0.5206319235262609,0.07969267236006235,0.06490152646403766,0.10098812726477166,0.06806524816506146,0.0937800727047651,Pass,medio,True,True,antecipado
AAA_2013J_172112,0.2964972424587316,0.04516647892152515,0.10809567707640849,0.11308252792511939,0.16819402946214013,0.213181846172322,Pass,alto,True,True,antecipado
AAA_2013J_172797,0.2673971167172163,0.04908092221338854,0.07504006412822431,0.1601933608208943,0.1656651984023648,0.21141598428199807,Pass,medio,True,True,antecipado
AAA_2013J_1729319,0.3412999426756893,0.14063423815872095,0.08761470029876034,0.12252099064583258,0.13982176670157329,0.1333264443857114,Pass,alto,True,True,antecipado
AAA_2013J_1746134,0.3676906660430792,0.23057915031727677,0.11018169720351625,0.1015203293077738,0.07782833660958315,0.08030797402788639,Pass,alto,True,True,antecipado
AAA_2013J_174782,0.3500885323103845,0.14560447095958737,0.10961548566396391,0.1282056204251782,0.13010042901391075,0.11532623444445274,Pass,alto,True,True,antecipado
AAA_2013J_175392,0.4580997797481353,0.13970929153730474,0.1185924123055237,0.10979251447260625,0.08858402383117486,0.06765323555737114,Pass,alto,True,True,antecipado
AAA_2013J_175932,0.4614678697380445,0.25038920412503196,0.07398538311146133,0.09681539406958259,0.05628796417701683,0.028782795059683515,Pass,alto,True,True,antecipado
AAA_2013J_175991,0.7715406225515871,0.032865374918124274,0.027843314996424937,0.02505675952404362,0.007005514127284389,0.03747580121727542,Fail,baixo,True,False,antecipado
AAA_2013J_1765788,0.4103741288347883,0.14136310297013122,0.10156384172413625,0.09903205644403427,0.09472817421279404,0.10876720090551725,Pass,alto,True,True,antecipado
AAA_2013J_1801229,0.46320124388869055,0.11929923559829445,0.0816577882568287,0.07695159672700001,0.13182783622516533,0.10162878566544425,Pass,medio,True,True,antecipado
AAA_2013J_1801641,0.5296598690257573,0.17415458484452034,0.07544766018467991,0.11596117804505347,0.05693137540738172,0.019051825957882053,Pass,baixo,True,True,antecipado
AAA_2013J_180753,0.42846293859422546,0.1269031594854767,0.08566399178843069,0.11909781558707955,0.10431287264502231,0.09672897674369212,Pass,alto,True,True,antecipado
AAA_2013J_183096,0.4821605820594218,0.1288297166029338,0.07879961223902729,0.09359851144572465,0.10570562396122848,0.0797181480581991,Pass,alto,True,True,antecipado
AAA_2013J_183947,0.3901864598693422,0.13471196523570197,0.08099132728886715,0.04857863924797513,0.10355538417240076,0.1635423103336246,Pass,medio,True,True,antecipado
AAA_2013J_184271,0.4439230238536461,0.1691111340917026,0.10345498219834912,0.10200759778525216,0.12151423130299124,0.061783011214140815,Pass,medio,True,True,antecipado
AAA_2013J_1847830,0.26514346407076045,0.13839513546832885,0.10438924580761513,0.1400170741444489,0.14849631544889877,0.1642984226844819,Pass,alto,True,True,equilibrado
AAA_2013J_185439,0.7105360925034374,0.19041746299849735,0.02031119605317308,0.0,0.0,0.0,Fail,baixo,False,False,desistente
AAA_2013J_1860318,0.18043794205515265,0.13935951457955653,0.14522908105052756,0.22043033140142124,0.1972888965789788,0.14096929699983576,Pass,alto,True,True,equilibrado
AAA_2013J_186149,0.5761432027479422,0.05722217650478578,0.10375608143600204,0.08834947257716465,0.09168712281260996,0.061206893762724354,Pass,alto,True,True,antecipado
AAA_2013J_187100,0.44384498629599667,0.12265336862522573,0.08307293205779798,0.11602314133268454,0.11596093555767471,0.08983455798718781,Distinction,alto,True,True,antecipado
AAA_2013J_1889511,0.3871784439456811,0.19150403905057556,0.06682878849498258,0.09244599548598902,0.1165663724193562,0.1045535294117225,Pass,alto,True,True,antecipado
AAA_2013J_1889577,0.5129241715279081,0.10009531064914856,0.05988916068815964,0.08388758369041738,0.13709280654684808,0.08374529816978141,Pass,medio,True,True,antecipado
AAA_2013J_1894188,0.30797203903369047,0.06553065237100662,0.0689742239073654,0.37010012101109263,0.18208356507997925,0.03904176848185201,Pass,alto,True,True,equilibrado
AAA_2013J_189879,0.3809954213574105,0.13532594872312312,0.09513563561624874,0.11649407822126118,0.11220659222319732,0.11848170159627378,Pass,medio,True,True,antecipado
AAA_2013J_192183,0.35271614792720657,0.107904435456778,0.09442654249070252,0.18417445017403386,0.15059693338508018,0.10173419255308595,Pass,alto,True,True,antecipado
AAA_2013J_1938355,0.48162331876431835,0.12098418163922146,0.09056149912850306,0.0896861923436292,0.09327565315510539,0.08595476107018697,Pass,alto,True,True,antecipado
AAA_2013J_1942396,0.6390552853253758,0.1198973474680741,0.02642749840082173,0.024329498218082987,0.06449494525300838,0.05704326449418839,Pass,baixo,True,True,antecipado
AAA_2013J_1976139,0.3536499225377261,0.0885754594798745,0.08920847876362399,0.08211704312008479,0.2028934782120142,0.16892342233208035,Pass,medio,True,True,antecipado
AAA_2013J_200860,0.5883925355952814,0.10247889877663176,0.05605054848473522,0.05579941426096237,0.05150207402774885,0.0722667464569409,Pass,baixo,True,True,antecipado
AAA_2013J_2011876,0.3681495617247269,0.08303606955468684,0.08647866576192073,0.1191262907069612,0.17007646069931637,0.14747021327643575,Pass,medio,True,True,antecipado
AAA_2013J_2012966,0.7011554218517349,0.06884250799980805,0.02806221876897702,0.08915191186590882,0.033653415484398166,0.013260534129557168,Pass,baixo,True,True,antecipado
AAA_2013J_2051699,0.4478402147884381,0.23331467351109436,0.08065581755070872,0.017786174963401617,0.10795674777792315,0.08502030360233367,Pass,alto,True,True,antecipado
AAA_2013J_205350,0.5211435436946176,0.15672931944206522,0.06952707372526895,0.06811975794912568,0.06466082279188769,0.06634270229774052,Pass,medio,True,True,antecipado
AAA_2013J_205719,0.7825313918172249,0.02652991211914144,0.04172834407196422,0.037397508527685905,0.03588715567218532,0.015122260566266778,Fail,baixo,True,False,antecipado
AAA_2013J_2062879,0.3880995175555886,0.16333118731612675,0.1147004453681215,0.12448237418800483,0.11820312188506388,0.08333052956756326,Fail,alto,True,False,antecipado
AAA_2013J_2080474,0.3690552839312422,0.1495889865842181,0.14098885408818812,0.11374687296700939,0.11682540161594909,0.10181759563700363,Pass,medio,True,True,equilibrado
AAA_2013J_2083877,0.6321631057449492,0.10882066773971338,0.044920085476183105,0.08302407044386947,0.04956973534635604,0.02726520108181827,Pass,baixo,True,True,antecipado
AAA_2013J_2084066,0.568413467203994,0.17656395933884744,0.06695014923763978,0.04856014162016774,0.07358190160783543,0.0354433365440494,Fail,alto,True,False,antecipado
AAA_2013J_2104505,0.5973336339723143,0.15811320428681502,0.05170462862082689,0.058330585617850046,0.05095047243468156,0.03240392119463502,Pass,medio,True,True,antecipado
AAA_2013J_2122180,0.3341118625767546,0.12236132392286664,0.11176266619258696,0.18196390830038955,0.14409017217522274,0.10144490768923671,Distinction,alto,True,True,equilibrado
AAA_2013J_2143752,0.3981593571237091,0.18612775897395234,0.10086967936948499,0.09082467224568977,0.1181693071730075,0.08943355045778312,Pass,alto,True,True,antecipado
AAA_2013J_2146792,0.3356439448703278,0.16309571170394047,0.09674801343895667,0.13734597981130736,0.12330434104341709,0.114010187390808,Pass,alto,True,True,antecipado
AAA_2013J_2153153,0.3983595242187264,0.12942499466370974,0.11271521383645017,0.10531465906251308,0.14151344749438888,0.1054905486758145,Pass,alto,True,True,antecipado
AAA_2013J_2155014,0.5135179428662253,0.13030037714462478,0.07376998093741384,0.04709326974511904,0.09105453086804538,0.09365028350760957,Pass,medio,True,True,antecipado
AAA_2013J_2164705,0.8107845989719716,0.09213461351954225,0.009827692108751174,0.0,0.0,0.0,Fail,baixo,False,False,desistente
AAA_2013J_2171627,0.36204874975774987,0.18584411940905704,0.11333322609485054,0.13089612453719332,0.1337944583199833,0.07909083109546537,Pass,medio,True,True,equilibrado
AAA_2013J_2182846,0.4113426750866976,0.11349062136430438,0.111991611508051,0.12235001933851544,0.1315364553296444,0.09848658966415053,Pass,alto,True,True,antecipado
AAA_2013J_2194100,0.5487511300141356,0.09817311164017832,0.05843614033255144,0.10568857615330574,0.08474691651863919,0.060046442181772804,Pass,medio,True,True,antecipado
AAA_2013J_2197016,0.403492939107878,0.17538003973017546,0.13110578937623435,0.12599634557803888,0.12497652554735746,0.057792865380753594,Pass,medio,True,True,equilibrado
AAA_2013J_2208424,0.5313947531429328,0.15374661336353007,0.08701052218229754,0.07572716244398238,0.07366809716558634,0.04854000110699391,Pass,medio,True,True,antecipado
AAA_2013J_2229865,0.361203710375648,0.12950660905690456,0.08189280062277213,0.10022441768301786,0.17195743649326692,0.13671777336079144,Pass,alto,True,True,antecipado
AAA_2013J_2268379,0.4309680489371208,0.17209908021137799,0.08258093176160279,0.060556425933626264,0.08164506589947917,0.11105284580124189,Pass,medio,True,True,antecipado
AAA_2013J_227499,0.4151934168696725,0.15763157016947518,0.09915824060652706,0.18514766551145445,0.10500929693666163,0.038953911745832695,Distinction,alto,True,True,antecipado
AAA_2013J_227517,0.6293491277103045,0.14443179572506754,0.08978390274338485,0.048695439101361745,0.030851975064778485,0.017426216538111917,Fail,medio,True,False,antecipado
AAA_2013J_2278464,0.7460365466821868,0.028865481803296757,0.03373085861039332,0.04349273403785145,0.039913725512375306,0.03506447281073917,Pass,baixo,True,True,antecipado
AAA_2013J_228082,0.5061304914547916,0.11261681213447738,0.08059760393159182,0.054764257075852196,0.10327218713923225,0.09919745178264927,Pass,baixo,True,True,antecipado
AAA_2013J_228222,0.3103622632859451,0.1710222139413019,0.19504864646416875,0.13309486935439968,0.13416311532977626,0.0907376682583686,Pass,baixo,True,True,equilibrado
AAA_2013J_229179,0.49893233487653604,0.19409988734172745,0.06472351111419325,0.10405043714453438,0.06714974468768237,0.035659406959991376,Pass,baixo,True,True,antecipado
AAA_2013J_229361,0.2381097113710418,0.18295894023654824,0.08724321057061818,0.22325240309453714,0.20090566918940853,0.09528238615660702,Pass,medio,True,True,equilibrado
AAA_2013J_2293923,0.7608159115281894,0.03201997437710428,0.018969827812231034,0.023972074226659687,0.047285442168478714,0.03983557974033741,Pass,baixo,True,True,antecipado
AAA_2013J_231554,0.42704556828881923,0.21744730961938308,0.08983025387490196,0.10324776510776457,0.0934278548283275,0.0531018554533196,Pass,alto,True,True,antecipado
AAA_2013J_2329342,0.6030199856975487,0.04139482417660948,0.050876715526465326,0.10653769941145524,0.11235737990794002,0.056288008142491484,Pass,baixo,True,True,antecipado
AAA_2013J_2339528,0.15802577784076619,0.5115502861617229,0.12334235885290701,0.01518834035085314,0.08484521161511069,0.09100313730433812,Distinction,baixo,True,True,equilibrado
AAA_2013J_2342426,0.3627984619115538,0.17421781411316495,0.09691408008430152,0.11336797788962559,0.14506336673080752,0.10036689031299606,Fail,alto,True,False,antecipado
AAA_2013J_2344901,0.401494330431348,0.197689749061472,0.07974760468876957,0.23258201458751138,0.08487307830658233,0.003952877231955025,Fail,baixo,True,False,equilibrado
AAA_2013J_2358056,0.40405803107358423,0.10688617113332946,0.11333750740733156,0.09976032338322285,0.090169061150672,0.1303444821302961,Fail,medio,True,False,antecipado
AAA_2013J_236284,0.32820327007017625,0.08909665785108908,0.05354254029755031,0.07463892195892512,0.05979158987008602,0.23384850467591634,Pass,medio,True,True,antecipado
AAA_2013J_2364471,0.38373485723464296,0.20087413108624425,0.10565547494724825,0.10993461727992951,0.09811533251216845,0.08003490585501723,Pass,alto,True,True,antecipado
AAA_2013J_2367155,0.27647750705004753,0.1374867412947289,0.11211143708907731,0.1882592897230969,0.2174651706516101,0.10868971280205807,Pass,alto,True,True,equilibrado
AAA_2013J_2369266,0.5130179734582334,0.10456677616668064,0.1144681195740501,0.10138731169204225,0.07093994557808643,0.06487316420511968,Pass,alto,True,True,antecipado
AAA_2013J_2376496,0.5443828661742096,0.13243464079435507,0.06500881324319259,0.09908326816550896,0.08181259173804843,0.04434404189408342,Pass,medio,True,True,antecipado
AAA_2013J_238007,0.39481698887129996,0.1035393906364051,0.0932828676661053,0.12211745036145237,0.14295495411730932,0.11944980124203575,Pass,alto,True,True,antecipado
AAA_2013J_240712,0.3471800011596412,0.16175153675464293,0.11566837821113997,0.19796675120552254,0.1554688322768371,0.054711776812521526,Pass,baixo,True,True,equilibrado
AAA_2013J_240884,0.5557949487857748,0.10371272744103624,0.062449635052619135,0.062566991778203,0.09384555517728152,0.0764140827572756,Pass,baixo,True,True,antecipado
AAA_2013J_2411661,0.6379624549302398,0.1220367177021825,0.013017249888232801,0.06052024979924562,0.08004781313685531,0.034515277625778794,Fail,baixo,True,False,antecipado
AAA_2013J_2412002,0.5335453462008293,0.1625701715506082,0.09897984727000207,0.06511214345100144,0.05489484899014898,0.0484445786353957,Distinction,alto,True,True,antecipado
AAA_2013J_2412967,0.36885914235699185,0.1471431435918508,0.1207153308135227,0.12060123900011549,0.14087862064320741,0.10094750478061454,Pass,alto,True,True,antecipado
AAA_2013J_241649,0.4942283275206424,0.1319897352968431,0.10007477994152628,0.11354387624608682,0.08438730691872097,0.05438151248667954,Pass,medio,True,True,antecipado
AAA_2013J_241729,0.2841347092273082,0.09881885309179278,0.11846078480101106,0.15875051352949415,0.17198003858557587,0.15426746738232278,Fail,alto,True,False,equilibrado
AAA_2013J_242793,0.40891733428098404,0.10076303562909308,0.04222831527527471,0.133378237567656,0.20141762571174043,0.11016630342609793,Pass,baixo,True,True,antecipado
AAA_2013J_2437837,0.4098227653285127,0.14352170039027945,0.07428435935982901,0.06466024005145336,0.11446881608479828,0.1352191756802825,Pass,alto,True,True,antecipado
AAA_2013J_2449878,0.26815351971473034,0.18435179717468697,0.07383644778392595,0.0848083252745393,0.2203876469397246,0.16463176970760662,Pass,medio,True,True,antecipado
AAA_2013J_2456480,0.632293094249218,0.11219563794704766,0.024397397910532553,0.1343805539833392,0.04685335274222886,0.0,Fail,baixo,False,False,desistente
AAA_2013J_2457256,0.4054092243397465,0.2679043540472641,0.12917801269379342,0.06614665772087343,0.05318779911162855,0.05465628194142961,Pass,medio,True,True,antecipado
AAA_2013J_2458355,0.2675217437053073,0.1727929764561586,0.09718547386963772,0.10006244523511751,0.12113465255576066,0.1758933715040784,Pass,alto,True,True,antecipado
AAA_2013J_2460080,0.40795827384033834,0.12423655199741829,0.06670581627726382,0.10351714377768577,0.17516092966813224,0.11262822244956508,Pass,alto,True,True,antecipado
AAA_2013J_2461190,0.5431867983128412,0.2598508026278833,0.14463614731028643,0.03084113082163785,0.0017872886152328219,0.0,Fail,medio,False,False,desistente
AAA_2013J_246834,0.4855829425871731,0.11819065497509948,0.0737197934101935,0.10060433079940462,0.07669589777732007,0.08775530104346159,Pass,medio,True,True,antecipado
AAA_2013J_2469673,0.3206885678027524,0.2327953942602616,0.22037963989971432,0.07127079549017593,0.11757421739040999,0.08055379207118485,Fail,baixo,True,False,equilibrado
AAA_2013J_2479954,0.4723119400010635,0.12081425165134771,0.11276879772277151,0.09783841246603844,0.07294945166582145,0.08336389114584977,Pass,baixo,True,True,antecipado
AAA_2013J_2481901,0.6466509534529205,0.09830068875570595,0.07100405069536486,0.04451589310653728,0.05338543694705758,0.03910036513765136,Pass,medio,True,True,antecipado
AAA_2013J_248270,0.49404331071567004,0.15752034558524974,0.078379136639782,0.0865964645534452,0.0708610600567513,0.06680856197224944,Pass,alto,True,True,antecipado
AAA_2013J_2482700,0.5233040035217004,0.15490007257171967,0.14565615692323405,0.07174596531754311,0.05645584156134541,0.03852422548673558,Pass,medio,True,True,antecipado
AAA_2013J_2486127,0.3641513038121063,0.17188973804808502,0.14491705566649715,0.10742443746660865,0.08350237686283919,0.10125365487592741,Pass,medio,True,True,equilibrado
AAA_2013J_2498700,0.1148848784070242,0.16118520189338542,0.08190287447077775,0.14745526785710136,0.17328358801091645,0.24414025076025547,Pass,alto,True,True,fim-pesado
AAA_2013J_2516503,0.2283236943449692,0.12148639582349254,0.11150163606497139,0.1666579638729363,0.20212865368689353,0.1667870234334089,Pass,alto,True,True,equilibrado
AAA_2013J_2518069,0.4257033289019943,0.18557822014453806,0.08474812836870121,0.08215570665363371,0.08049553049932662,0.0917442527551757,Pass,medio,True,True,antecipado
AAA_2013J_2521459,0.4137430214634526,0.046000501576692304,0.07752889043367794,0.022149448955888343,0.20587608043567157,0.19867062285096032,Pass,medio,True,True,antecipado
AAA_2013J_2523736,0.4494304497196804,0.2131569732584293,0.09505837526306071,0.04916354161837679,0.07394092333586112,0.0786025598344634,Pass,baixo,True,True,antecipado
AAA_2013J_2529279,0.5124727629410278,0.20145940323542683,0.06960706623887439,0.05493166635750543,0.06300467823192886,0.0532133960564854,Pass,medio,True,True,antecipado
AAA_2013J_2532302,0.2953739329692603,0.07348747983493054,0.06488197001878038,0.0790440391403937,0.1457807028612232,0.238648640934624,Pass,medio,True,True,antecipado
AAA_2013J_2536991,0.29375720664249505,0.13875426595016657,0.09645004561404819,0.2363544660970599,0.16639719090019134,0.08276398912383637,Distinction,medio,True,True,equilibrado
AAA_2013J_2550279,0.36916285666477566,0.20067982397425388,0.11201851387354825,0.12196816012511884,0.10685402408788545,0.07755881482620133,Pass,alto,True,True,antecipado
AAA_2013J_2551220,0.3539850901159014,0.08561508634775336,0.08555022093305516,0.11177118065566019,0.14132292904019544,0.16632865371766398,Pass,medio,True,True,antecipado
AAA_2013J_2555340,0.43850589061227846,0.13249846050997333,0.10503180080162075,0.12137499400849683,0.0879075188199884,0.08213811559782369,Pass,alto,True,True,antecipado
AAA_2013J_255548,0.5595344868954453,0.14483946353770435,0.08453060216635516,0.061621007521894214,0.060634929689759656,0.04882925776031434,Pass,alto,True,True,antecipado
AAA_2013J_2557283,0.3692746724943157,0.13014889711366098,0.1293490030016007,0.15223192383818335,0.13452914604287208,0.08913327468930257,Pass,alto,True,True,equilibrado
AAA_2013J_2559575,0.6084775455394912,0.11919689204148917,0.050608000166934994,0.062032365422630034,0.06685277582064572,0.04369920941702911,Pass,baixo,True,True,antecipado
AAA_2013J_2562034,0.6081600736222532,0.01513888013955118,0.06715451959339368,0.11808776810167795,0.07234090671658291,0.0647403286428672,Pass,baixo,True,True,antecipado
AAA_2013J_2566163,0.30536439457171666,0.1422864572040419,0.07849151624518146,0.16902212853035825,0.15034042409177006,0.1263420210345284,Pass,medio,True,True,antecipado
AAA_2013J_2566592,0.3400529798102999,0.1209886099051277,0.09351621942017044,0.1328443381936823,0.18718810796304675,0.12703989404631827,Pass,medio,True,True,antecipado
AAA_2013J_256815,0.20103878953028384,0.2116123633445365,0.07411128952374904,0.13550689895910206,0.10979831713635317,0.18247716269792857,Pass,medio,True,True,equilibrado
AAA_2013J_2574528,0.41412648748671577,0.16658574456488023,0.10835558031764571,0.05238397615463036,0.14941152427545498,0.10639054378304987,Pass,medio,True,True,antecipado
AAA_2013J_2574583,0.4011335872443784,0.16537776521599795,0.15503176349211534,0.13126472606269188,0.12239085986796625,0.05413455367965386,Pass,alto,True,True,equilibrado
AAA_2013J_2578995,0.44413078211356655,0.13414473631768825,0.12001521950780747,0.12018495231901358,0.09395074237017756,0.07164229330899557,Pass,medio,True,True,antecipado
AAA_2013J_258392,0.48315591066249014,0.053644765500029085,0.12132848758996376,0.05506081052479295,0.17534269155494808,0.11960386873726636,Pass,medio,True,True,antecipado
AAA_2013J_2586560,0.4645629149228519,0.1627449151721859,0.10146987228363948,0.0981477129952542,0.07863706744194555,0.06511815773997133,Pass,alto,True,True,antecipado
AAA_2013J_258894,0.2829048939748029,0.1136925407735755,0.15082367488756848,0.2421625454610185,0.1622589409333625,0.08297169351931052,Pass,alto,True,True,equilibrado
AAA_2013J_2594139,0.5167638020362062,0.09584491571947044,0.05137113928561872,0.11048292849574962,0.14929970925283303,0.06715277257365777,Pass,alto,True,True,antecipado
AAA_2013J_2598871,0.3988777470831893,0.10085515487135066,0.09830677223651409,0.12018943380963018,0.17412476390721615,0.11109530730328278,Pass,alto,True,True,antecipado
AAA_2013J_2599352,0.24460401711717727,0.233760539951965,0.07551993996503872,0.09607662852245953,0.1867203740870146,0.1489075614834265,Pass,medio,True,True,equilibrado
AAA_2013J_2600688,0.5741725513555032,0.10861085792772383,0.0798095934570617,0.06873088836290056,0.09819081836400964,0.05056962630427795,Pass,baixo,True,True,antecipado
AAA_2013J_2606098,0.41174531069812914,0.07548207447839289,0.05019354013019997,0.10668020383118502,0.16462768025689098,0.14631338802981206,Pass,baixo,True,True,antecipado
AAA_2013J_2613116,0.4252358836618079,0.17089747741134445,0.13385844136553,0.13452642468067724,0.10745475443922488,0.0440410537176124,Pass,medio,True,True,equilibrado
