,tendencia,antecedencia,durabilidade,concentracao,cobertura_final,intensidade_media,final_result,faixa_volume,cluster
EEE_2013J_599588,-0.14666666666666675,0.9629629629629629,0.4,0.24585451886114368,0.0,9.0,Fail,medio,2
FFF_2014J_1766102,-0.032967032967032975,0.8333333333333334,0.07692307692307693,0.26646935501059654,0.0,0.7692307692307693,Fail,baixo,2
EEE_2014B_615229,0.027393617021276608,0.3996010638297873,1.0,0.13965070731766174,0.08111702127659574,150.4,Pass,alto,1
BBB_2013J_594468,0.023503325942350325,0.4898373983739837,0.2727272727272727,0.16148240759231153,0.0,7.454545454545454,Pass,medio,0
EEE_2014B_603832,0.018488745980707388,0.477491961414791,1.0,0.08462519165242617,0.17041800643086816,124.4,Pass,medio,1
EEE_2014B_158831,0.012562814070351761,0.5787269681742043,0.8,0.1796832028390254,0.0,39.8,Pass,medio,0
BBB_2013J_600771,-0.017786561264822132,0.17457180500658762,0.6363636363636364,0.08786640548608624,0.0,23.0,Pass,baixo,0
GGG_2014J_677025,-0.04107744107744104,0.3045267489711934,0.3,0.2573385643796201,0.0,8.1,Distinction,medio,2
EEE_2013J_117197,0.015885416666666673,0.6783854166666666,0.8,0.18441766220171116,0.0,76.8,Pass,medio,0
FFF_2013B_1844150,-0.025123025123025118,0.5600448933782267,0.38461538461538464,0.11389460927300761,0.0,45.69230769230769,Pass,alto,0
FFF_2013B_560425,-0.017695760523629374,0.331511839708561,0.46153846153846156,0.09056053408053762,0.0,112.61538461538461,Pass,alto,0
BBB_2013B_560075,-0.00782241014799154,0.32170542635658916,0.5454545454545454,0.11206071198994913,0.0,7.818181818181818,Pass,baixo,0
CCC_2014B_992544,-0.019536019536019536,0.5576923076923077,0.75,0.2359418506125608,0.02564102564102564,9.75,Pass,baixo,0
EEE_2013J_2255516,0.00028694404591104647,0.350310856049737,1.0,0.0446988463290712,0.19225251076040173,139.4,Distinction,alto,1
CCC_2014J_422542,-0.0064966989745750894,0.295968534906588,0.75,0.113664457528499,0.168141592920354,42.375,Fail,baixo,1
GGG_2014B_634562,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
GGG_2013J_546097,-0.028766538625693536,0.5410798122065728,0.4,0.16027277878145652,0.0,14.2,Pass,baixo,0
CCC_2014J_570757,-0.014232008592910869,0.2606516290726817,0.875,0.08591788410176936,0.17481203007518797,66.5,Pass,medio,1
BBB_2013J_256998,-0.02453354505756252,0.4388646288209607,0.6363636363636364,0.1259418568564869,0.0,20.818181818181817,Pass,baixo,0
EEE_2014J_645170,-0.024170616113744093,0.367693522906793,1.0,0.16934492214758912,0.03317535545023697,84.4,Pass,medio,0
FFF_2014J_341629,-0.014289892616888808,0.6191381495564005,0.46153846153846156,0.11712919860558531,0.0,40.46153846153846,Fail,alto,0
EEE_2014J_588474,0.023175182481751808,0.4166666666666667,1.0,0.1273016557065687,0.12773722627737227,109.6,Pass,alto,1
EEE_2014J_628741,-0.025139664804469285,0.3398510242085661,1.0,0.1134724751719157,0.01675977653631285,35.8,Pass,medio,0
FFF_2014J_652335,-0.02705266431681527,0.41147798742138364,0.46153846153846156,0.1425950689756522,0.0,81.53846153846153,Pass,alto,0
EEE_2014B_622609,-0.10574712643678165,0.3984674329501916,0.8,0.16285372894911895,0.07471264367816093,34.8,Pass,medio,0
DDD_2014B_557404,-0.045462387853692214,0.46578099838969406,0.8571428571428571,0.09246083096847547,0.0,59.142857142857146,Pass,medio,0
DDD_2013J_591210,-0.026346604215456686,0.29576502732240434,0.8571428571428571,0.09572554770036222,0.0,34.857142857142854,Pass,medio,0
BBB_2013B_1937864,-0.012121212121212114,0.45454545454545453,0.36363636363636365,0.12985701101259148,0.0,6.0,Pass,baixo,0
AAA_2013J_495284,-0.12087227414330226,0.5046728971962616,1.0,0.20867530962432654,0.1059190031152648,64.2,Pass,medio,2
EEE_2013J_43564,0.03128834355828221,0.4425357873210634,1.0,0.16354866295656392,0.0785276073619632,163.0,Pass,alto,1
CCC_2014B_500597,-0.03261526832955405,0.1812169312169312,0.875,0.13620941426769073,0.10476190476190476,78.75,Fail,alto,0
FFF_2014J_692612,-0.022511110407364008,0.49503682356708295,0.46153846153846156,0.11310269926117525,0.0,80.07692307692308,Pass,alto,0
BBB_2013J_551836,-0.022923197492163,0.50933908045977,0.6363636363636364,0.13034402089011393,0.0,21.09090909090909,Pass,baixo,0
BBB_2013B_553321,-0.003016142735768903,0.544392523364486,0.5454545454545454,0.08681496310978058,0.0,19.454545454545453,Distinction,medio,0
BBB_2014J_692544,-0.01715686274509807,0.5906862745098039,1.0,0.08075004032146667,0.2107843137254902,40.8,Pass,baixo,1
CCC_2014J_634600,0.01683673469387755,0.6583333333333333,1.0,0.0942851318223952,0.16547619047619047,210.0,Fail,alto,1
DDD_2014B_145114,-0.07457520453115168,0.31644640234948607,0.5714285714285714,0.1875498917880236,0.0,32.42857142857143,Pass,medio,2
BBB_2013B_494095,-0.03259423503325943,0.6158536585365854,0.45454545454545453,0.1304534671404036,0.0,7.454545454545454,Pass,baixo,0
